"terms";"clusters"
"#-determined";142
"#-free";67
"#-fresh";138
"abrupt";143
"acceptable";64
"accessible";119
"accurate";183
"active";132
"affable";97
"affectionate";12
"aggressive";86
"artistic";81
"awkward";41
"baseless";156
"benevolent";104
"benignant";148
"bitter";35
"bland";157
"boisterous";140
"bold";24
"boyish";73
"brave";86
"brisk";104
"busy";31
"calm";111
"candid";64
"capricious";100
"careful";16
"careless";119
"certain";93
"chaste";62
"cheerful";9
"chivalrous";103
"christian";92
"civil";176
"clean";22
"close";167
"cold";65
"combative";103
"communicative";6
"complimentary";6
"conciliatory";36
"confident";170
"confidential";169
"conscientious";32
"considerate";90
"consistent";134
"constant";99
"contemplative";115
"contrary";165
"conventional";76
"conversational";169
"convivial";41
"cool";114
"cordial";119
"courageous";38
"critical";67
"cruel";5
"curious";52
"dainty";41
"deferential";41
"defiant";43
"definite";113
"deliberate";84
"delicate";153
"demonstrative";157
"destructive";90
"determined";50
"diplomatic";146
"direct";63
"dissatisfied";139
"doleful";145
"domestic";133
"dreamy";40
"dutiful";81
"eager";97
"earnest";45
"easy";160
"ecstatic";150
"eloquent";176
"enthusiastic";149
"envious";44
"epigrammatic";124
"erudite";120
"exact";13
"exaggerative";140
"excitable";29
"exclusive";64
"expansive";42
"explosive";161
"expressive";107
"faithful";6
"familiar";131
"fast";13
"fearful";83
"feminine";20
"ferocious";126
"fervent";145
"fervid";138
"festive";120
"fierce";164
"fiery";39
"firm";84
"fitful";10
"forcible";161
"forensic";67
"formal";128
"frank";92
"free";180
"fresh";91
"friendly";11
"furtive";60
"gallant";119
"gawky";85
"gay";6
"general";72
"generous";177
"genial";81
"genteel";75
"gentle";80
"giddy";158
"gloomy";106
"graceful";47
"gracious";25
"grateful";121
"grave";155
"greedy";110
"gritty";157
"gruff";124
"handsome";175
"handy";33
"hasty";21
"haughty";149
"hearty";55
"heavy";66
"heedless";51
"helpless";55
"honest";131
"hopeful";35
"hopeless";112
"hospitable";181
"humble";82
"hurried";156
"icy";68
"imaginative";125
"immovable";33
"impatient";117
"imperceptible";108
"impertinent";90
"impish";154
"impressible";17
"impudent";85
"impulsive";156
"inconclusive";128
"inconsiderate";118
"incorruptible";135
"indefatigable";139
"indefinite";145
"independent";146
"indifferent";30
"indirect";39
"indulgent";4
"industrious";36
"inflammable";181
"ingenuous";124
"inquisitive";42
"insolent";128
"invincible";156
"inviolable";120
"irrational";92
"irrepressible";122
"jealous";157
"joyful";120
"judicious";157
"just";143
"keen";62
"kind";102
"lavish";103
"lazy";74
"leisurely";29
"lenient";100
"literal";53
"lithe";126
"lively";50
"lofty";129
"lonely";28
"loud";71
"loyal";24
"majestic";179
"malicious";68
"masculine";108
"masterful";34
"maternal";79
"matronly";85
"mechanical";70
"methodical";4
"metropolitan";64
"mild";84
"military";152
"mischievous";89
"miserly";35
"moderate";84
"modest";123
"monastic";125
"monkish";111
"monosyllabic";74
"moody";143
"mournful";101
"murderous";162
"musical";38
"natural";151
"neat";168
"negative";79
"nervous";182
"noisy";31
"obliging";67
"observant";33
"obstructive";139
"oratorical";165
"orderly";26
"original";174
"orthodox";159
"particular";102
"passionate";96
"passive";23
"patient";44
"patriotic";76
"peaceful";67
"pensive";62
"persuasive";110
"perverse";149
"philanthropic";78
"pious";178
"plaintive";176
"pleasant";19
"polite";172
"politic";84
"positive";68
"precise";15
"prejudiced";44
"promiscuous";88
"prompt";43
"proud";59
"prudent";171
"puffy";139
"punctual";108
"querulous";10
"quick";56
"quiet";151
"random";17
"rapid";46
"reasonable";125
"reflective";1
"regardful";122
"reproachful";62
"respectful";158
"responsible";116
"restless";179
"retiring";159
"revengeful";35
"rigid";146
"romantic";54
"rough";137
"rusty";20
"sad";173
"sanguine";110
"sarcastic";4
"scholastic";41
"scientific";3
"second";95
"selfish";146
"sensible";96
"sensitive";30
"serene";18
"serious";61
"servile";35
"severe";35
"shrewd";138
"shy";98
"silent";77
"sincere";134
"skittish";103
"slovenly";119
"slow";69
"smooth";60
"sober";8
"social";121
"soft";144
"solemn";107
"sorrowful";57
"spasmodic";53
"speculative";141
"spontaneous";85
"sportsmanlike";159
"sprightly";94
"stable";71
"staid";100
"stately";47
"statistical";110
"steady";151
"steep";33
"stern";58
"stiff";127
"still";122
"stormy";84
"strict";105
"strong";160
"studious";87
"submissive";35
"subtle";182
"sudden";9
"sufficient";121
"sunny";94
"supple";43
"suspicious";142
"sweet";147
"swift";163
"sympathetic";5
"tearful";90
"technical";111
"tender";173
"thankful";181
"tight";75
"tightish";159
"trim";115
"true";109
"ugly";15
"unappreciative";146
"uncertain";84
"underhand";64
"ungenerous";100
"unhappy";117
"unsuspicious";49
"unwinking";62
"vague";50
"vain";49
"vindictive";68
"violent";48
"watchful";2
"weak";54
"weakly";136
"wiser";166
"vivacious";135
"woeful";154
"windy";64
"thoughtful";7
"suggestive";113
"wise";27
"vigilant";23
"unkind";100
"whimsical";41
"wistful";62
"womanly";14
"womanish";156
"unchanging";29
"undiscriminating";34
"unsympathetic";178
"venturesome";74
"vicious";130
"timid";37
"unsteady";181
"vocal";122
"undecided";24
"willing";92
"unobservant";162
"ungainly";78
