"terms";"clusters"
"#-clean";64
"#-close";228
"#-cold";158
"#-considerate";289
"#-cruel";38
"#-determined";25
"#-disdainful";131
"#-easy";180
"#-fast";13
"#-gracious";169
"#-handsome";177
"#-irreligious";224
"#-kind";187
"#-melancholy";289
"#-partial";32
"#-particular";270
"#-reproachful";254
"#-sentimental";24
"#-suspicious";31
"#-unmindful";43
"abject";75
"abrupt";197
"acceptable";278
"accurate";52
"active";178
"acute";170
"affable";108
"affectionate";44
"aloof";225
"amorous";49
"analytical";157
"arbitrary";78
"argumentative";149
"avaricious";282
"awkward";29
"bacchanalian";86
"bashful";65
"benevolent";14
"benignant";19
"bitter";81
"bland";247
"boastful";235
"boisterous";295
"bold";267
"boyish";69
"brave";90
"brisk";189
"brutal";5
"brute";69
"buoyant";11
"busy";267
"calculating";257
"calm";280
"candid";52
"capricious";141
"careful";85
"careless";105
"carnal";129
"casual";199
"catawampous";92
"cautious";275
"charitable";168
"chary";201
"chaste";184
"chatty";98
"cheerful";207
"chivalrous";33
"christian";174
"civil";141
"clamorous";271
"clean";110
"close";147
"clumsy";288
"cockle";115
"coherent";228
"cold";91
"combustible";33
"coming";221
"compassionate";258
"complacent";217
"complimentary";164
"conciliatory";242
"condescending";212
"confident";89
"confidential";70
"congenial";293
"conscientious";261
"considerate";45
"consistent";84
"constant";211
"contrary";22
"conversational";248
"convivial";60
"cool";128
"cordial";287
"courteous";46
"covetous";277
"cowardly";31
"coy";27
"credulous";165
"crisp";63
"critical";171
"cruel";18
"cunning";266
"curious";268
"dainty";156
"daring";205
"debauched";162
"decided";170
"deferential";231
"defiant";149
"definite";154
"deliberate";228
"delicate";130
"demonstrative";9
"dependent";230
"despotic";36
"destructive";33
"determined";84
"dexterous";37
"dignified";239
"dilatory";262
"direct";122
"discreet";236
"disdainful";222
"disrespectful";260
"dissatisfied";175
"distrustful";194
"doleful";20
"domestic";211
"downright";223
"dreamy";30
"dutiful";298
"eager";126
"earnest";119
"easy";245
"ecstatic";20
"efficient";92
"eloquent";220
"emphatic";281
"energetic";277
"enthusiastic";260
"envious";80
"epigrammatic";171
"evasive";14
"even";49
"exact";26
"excitable";34
"exclusive";113
"excursive";63
"expansive";204
"explosive";127
"expressive";1
"facetious";293
"faithful";48
"familiar";151
"fanciful";13
"fast";16
"fastidious";269
"fatherly";103
"fawning";17
"fearful";53
"feminine";64
"ferocious";148
"fervent";244
"festive";50
"fierce";250
"fiery";232
"firm";240
"fitful";96
"flexible";72
"forbearing";131
"forcible";234
"forgetful";250
"forgiving";94
"formal";295
"fractious";139
"frank";243
"free";207
"fresh";176
"friendly";130
"frivolous";256
"frolicsome";113
"frugal";21
"furtive";19
"gallant";65
"gay";295
"general";182
"generous";161
"genial";52
"genteel";97
"gentle";74
"gentlemanly";215
"giddy";65
"girlish";117
"glib";43
"gloomy";267
"graceful";76
"gracious";130
"graphic";265
"grateful";124
"grave";151
"greedy";244
"gritty";149
"gruff";82
"guarded";14
"guileless";273
"handsome";128
"handy";36
"hasty";105
"haughty";168
"headlong";157
"heartless";40
"hearty";8
"heavy";74
"heedless";209
"helpless";17
"honest";216
"hopeful";298
"hopeless";1
"hospitable";89
"hostile";3
"humane";200
"humble";39
"hurried";65
"hysterical";185
"icy";59
"imaginative";67
"imitative";58
"immovable";218
"impartial";57
"impatient";179
"imperceptible";256
"impertinent";83
"imperturbable";213
"impetuous";201
"impudent";290
"inconsiderate";71
"incorruptible";282
"incredulous";4
"indefinite";55
"independent";188
"indifferent";85
"indolent";95
"indulgent";223
"industrious";134
"inflammable";117
"inflexible";260
"informal";21
"ingenuous";220
"ingrate";241
"injudicious";58
"inquisitive";258
"insolent";193
"intellectual";66
"intense";1
"intimate";73
"intolerant";104
"inventive";38
"invincible";33
"inward";260
"ironical";64
"irreligious";43
"irrepressible";60
"irritable";116
"jaunty";77
"jealous";227
"jocose";3
"jocular";276
"jocund";49
"jolly";38
"jovial";186
"joyful";23
"joyous";181
"judicious";19
"just";2
"keen";145
"kind";147
"kittenish";254
"laborious";297
"languid";296
"lavish";294
"lax";198
"lazy";6
"lenient";184
"lethargic";157
"limp";279
"listless";233
"literal";10
"literary";215
"lively";176
"lofty";206
"logical";170
"lonely";264
"loquacious";47
"loud";130
"loving";102
"magnanimous";299
"malicious";159
"mannered";201
"masculine";190
"mathematical";167
"matronly";279
"maudlin";175
"mazy";289
"mechanical";202
"meek";253
"melancholy";176
"mercenary";154
"merciful";77
"merry";161
"metaphorical";190
"metaphysical";224
"methodical";237
"metropolitan";69
"mild";267
"military";250
"miltonic";103
"moderate";109
"modest";243
"moody";262
"mournful";199
"movable";257
"murderous";80
"musical";156
"mute";96
"natural";74
"neat";16
"negative";107
"negligent";59
"nervous";81
"niggardly";72
"nigh";278
"noiseless";192
"noisy";76
"nonsensical";129
"obdurate";191
"obedient";68
"obliging";129
"obsequious";34
"observant";197
"oily";254
"open";182
"oracular";282
"oratorical";299
"orderly";51
"original";121
"partial";275
"particular";182
"passionate";152
"passive";100
"paternal";103
"patient";266
"patriotic";61
"peaceful";138
"pecksniffian";159
"peevish";52
"pensive";114
"penurious";162
"perceptive";43
"persuasive";35
"perverse";148
"petulant";123
"philanthropic";162
"philosophical";47
"pious";229
"placid";93
"plaintive";24
"platonic";198
"playful";93
"pleasant";182
"polite";284
"politic";172
"political";61
"pompous";203
"positive";111
"practical";122
"precipitous";131
"precise";6
"presumptuous";172
"prim";54
"profuse";208
"prompt";177
"proud";268
"provident";292
"prudent";126
"punctual";101
"quarrelsome";37
"quick";176
"quiet";106
"rabid";226
"random";247
"rapacious";224
"rapid";280
"rapturous";120
"rash";195
"reasonable";287
"reckless";7
"reflective";171
"regretful";241
"relentless";125
"religious";252
"remorseful";174
"reproachful";139
"republican";25
"resentful";162
"resigned";114
"resolute";141
"respectful";186
"responsible";262
"responsive";98
"restive";205
"restless";118
"revengeful";135
"righteous";286
"rigid";285
"roguish";222
"romantic";58
"rough";18
"rude";79
"rueful";153
"runaway";120
"rusty";179
"sad";229
"sagacious";294
"saintly";92
"sanguinary";146
"sanguine";284
"sarcastic";86
"sardonic";62
"scholastic";40
"scientific";108
"scornful";219
"second";207
"sectarian";92
"sedentary";56
"selfish";119
"sensible";178
"sensitive";181
"sentimental";177
"serene";194
"serious";268
"servile";191
"severe";189
"shrewd";178
"shrewish";212
"shy";65
"silent";238
"simple";130
"sincere";112
"skittish";198
"slaughterous";33
"sleek";36
"slippery";137
"slipshod";115
"slow";130
"sluggish";12
"slushy";241
"smooth";101
"sober";23
"sociable";160
"social";255
"soft";229
"solemn";268
"solicitous";72
"sorrowful";42
"sour";111
"spasmodic";273
"speedy";217
"spirited";196
"spiritual";291
"spiteful";249
"splenetic";198
"spontaneous";156
"sportive";40
"sprightly";149
"spruce";59
"spry";157
"stable";145
"stately";111
"steady";250
"stealthy";163
"steep";274
"stentorian";69
"stern";291
"stiff";1
"stolid";299
"stormy";283
"straight";145
"straightforward";297
"strict";278
"strong";210
"stubborn";180
"studious";7
"submissive";75
"subservient";115
"subtle";136
"sudden";130
"sufficient";85
"suggestive";244
"sullen";17
"sunny";27
"superstitious";214
"supple";132
"surly";15
"susceptible";67
"suspicious";272
"sweet";147
"swift";220
"sympathetic";282
"tacit";54
"taciturn";272
"talkative";259
"tardy";173
"tearful";251
"tempered";38
"tempestuous";212
"tender";85
"thankful";284
"thankless";235
"thoughtful";128
"thoughtless";278
"tidy";36
"tight";128
"timid";232
"tolerant";86
"tough";174
"tranquil";271
"treacherous";107
"treasonable";237
"trim";69
"true";245
"trustful";292
"trusty";140
"turbid";171
"turbulent";263
"ugly";229
"unassuming";112
"unceremonious";88
"uncertain";251
"uncivil";239
"uncomplaining";114
"undecided";221
"ungenerous";107
"ungraceful";63
"unhappy";188
"unmindful";250
"unobservant";104
"unobtrusive";63
"unpretending";113
"unselfish";50
"unsocial";204
"unsteady";71
"unthinking";131
"unworldly";2
"urbane";150
"urgent";136
"vague";144
"vain";206
"vehement";141
"venturesome";22
"verbal";166
"vicious";246
"vigilant";58
"vindictive";214
"violent";97
"virtuous";144
"vocal";41
"wary";183
"watchful";133
"weak";128
"whimsical";155
"wasteful";180
"worldly";133
"wise";110
"wiser";187
"unyielding";276
"womanly";239
"willing";142
"tremulous";299
"wheezy";114
"truthful";13
"unkind";87
"unsuspicious";129
"witty";60
"unpolite";98
"specific";68
"vagrant";63
"valiant";63
"visionary";140
"windy";28
"unwary";69
"ungrateful";61
"wry";50
"thorough";236
"zealous";159
"tumultuous";55
"unfriendly";260
"ungracious";12
"unflagging";143
"unremitting";115
"willful";55
"wistful";146
"vociferous";150
"voracious";22
"ungainly";54
"unwinking";9
"unctuous";99
"tortuous";160
"vainglorious";115
