"terms";"clusters"
"accomplished";35
"active";10
"affectionate";11
"agreeable";37
"amiable";21
"anxious";19
"awkward";49
"calm";7
"capable";41
"careful";22
"careless";57
"cautious";40
"ceremonious";23
"certain";52
"charitable";1
"cheerful";17
"civil";6
"clever";26
"clownish";32
"coarse";56
"cold";20
"compassionate";7
"confident";40
"confused";32
"constant";8
"cool";50
"cordial";24
"cruel";1
"curious";30
"decisive";7
"deep";13
"dependent";24
"determined";6
"direct";3
"discreet";23
"distant";43
"dull";49
"eager";29
"earnest";14
"elegant";25
"exact";38
"excessive";30
"expressive";30
"faithful";51
"fearful";57
"foolish";12
"friendly";53
"gallant";16
"generous";18
"gentle";5
"gentlemanlike";56
"graceful";40
"hasty";15
"honest";18
"humble";4
"ignorant";2
"illiterate";32
"impatient";14
"imprudent";46
"independent";29
"indifferent";4
"indulgent";28
"insolent";51
"intellectual";28
"intelligent";18
"intimate";43
"judicious";9
"just";27
"kind";37
"lively";49
"mild";36
"moderate";35
"modest";57
"musical";55
"natural";37
"negligent";36
"nervous";54
"obliging";6
"original";27
"particular";21
"pert";45
"pleasant";20
"prompt";9
"proper";20
"proud";36
"prudent";45
"quick";25
"quiet";25
"rational";31
"reasonable";26
"reserved";34
"respectful";34
"restless";34
"rude";42
"scrupulous";40
"selfish";47
"serious";44
"severe";26
"silent";17
"simple";33
"sincere";39
"slow";50
"social";10
"solemn";24
"solicitous";38
"steady";29
"tender";28
"thorough";41
"thoughtful";56
"thoughtless";46
"unaffected";9
"unfair";24
"unfeeling";51
"ungracious";22
"unpersuadable";58
"unreasonable";48
"unsuspicious";39
"vain";16
"warm";52
"wise";13
"wild";58
