"terms";"clusters"
"#-fancy";26
"#-free";26
"#-safe";15
"#-weak";5
"#-wise";1
"accomplished";24
"accustomed";48
"afraid";4
"amusing";26
"appropriate";18
"beautiful";1
"blessed";9
"bored";17
"brave";38
"calm";15
"capable";13
"careful";50
"cautious";14
"cheerful";3
"clean";49
"clever";26
"comfortable";31
"compassionate";48
"competent";29
"confident";21
"controversial";5
"conventional";27
"cruel";1
"curious";37
"dangerous";1
"delicate";3
"delighted";13
"delightful";26
"determined";30
"direct";40
"educational";46
"effective";8
"energetic";8
"enthusiastic";22
"expensive";27
"extraordinary";42
"extreme";40
"fair";39
"faithful";16
"familiar";2
"famous";22
"fancy";50
"forgiving";5
"free";6
"friendly";49
"generous";15
"gentle";34
"genuine";27
"graceful";37
"greatest";31
"greedy";22
"happier";41
"heavenly";50
"holy";28
"honest";49
"humble";7
"improper";21
"independent";18
"individual";24
"intellectual";28
"intelligent";15
"interesting";35
"legitimate";40
"liberal";24
"loose";30
"married";23
"mature";12
"mighty";11
"minded";12
"modest";4
"moral";32
"mysterious";45
"neat";47
"novel";22
"official";14
"original";29
"pleasant";4
"polite";48
"popular";48
"powerful";17
"progress";25
"proud";7
"prudent";33
"qualified";31
"reasonable";44
"religious";21
"respected";19
"rich";36
"sacred";13
"safe";20
"scared";25
"selfish";8
"social";23
"special";22
"spiritual";46
"superior";41
"surprising";19
"sympathetic";25
"thoughtful";10
"trustworthy";14
"uncertain";10
"united";14
"weak";43
"weaker";15
"worth";45
"sincere";48
"welcome";8
"tidy";11
"top";21
"universal";26
"unprecedented";26
"wise";26
"stable";9
"wealthy";14
"threatening";5
"professional";29
"peaceful";40
