"terms";"clusters"
"#-beautiful";30
"#-fancy";27
"#-humble";47
"#-worth";10
"accomplished";15
"accustomed";48
"afraid";53
"amusing";37
"beautiful";40
"calm";3
"capable";12
"capital";27
"careful";25
"cheerful";40
"clever";28
"comfortable";10
"compassionate";39
"compliance";37
"confident";30
"creative";34
"curious";52
"dangerous";30
"daring";44
"delicate";12
"delighted";4
"delightful";40
"determined";12
"different";8
"direct";5
"entertaining";50
"entitled";9
"exciting";2
"expensive";36
"extraordinary";23
"extreme";22
"fair";31
"faithful";26
"familiar";6
"famous";24
"fancy";31
"fascinating";37
"free";23
"friendly";17
"generous";41
"gentle";26
"genuine";21
"graceful";37
"greatest";41
"happier";9
"heavenly";45
"honest";5
"humble";20
"improper";51
"independent";37
"individual";16
"intelligent";30
"interesting";13
"jest";34
"liberal";33
"loose";46
"married";6
"mature";15
"mighty";36
"minded";34
"modest";32
"mysterious";13
"natural";12
"novel";46
"obliged";36
"outrageous";35
"passionate";38
"peaceful";18
"pleasant";19
"polite";7
"powerful";27
"productive";11
"proud";22
"prudent";39
"quiet";52
"reasonable";1
"respected";43
"rich";44
"sacred";6
"safe";22
"shocked";7
"sincere";29
"smart";49
"special";3
"strong";53
"superior";42
"surprising";47
"thoughtful";19
"unpleasant";45
"weak";41
"welcome";14
"worth";4
"weaker";10
"vulnerable";1
"pleasing";16
"secure";25
"social";9
"united";44
"universal";18
"wealthy";29
"uncertain";35
"funny";37
"responsible";3
