"terms";"clusters"
"#-beautiful";49
"#-clever";11
"#-curious";39
"#-familiar";31
"#-free";68
"#-happy";16
"#-powerful";17
"#-professional";17
"#-proud";45
"#-rich";11
"#-worth";73
"accomplished";4
"accustomed";58
"afraid";33
"amusing";35
"appropriate";28
"artistic";30
"beautiful";33
"blessed";41
"bored";62
"brave";63
"bustle";6
"calm";38
"capable";25
"careful";36
"cautious";20
"charitable";43
"cheerful";81
"clean";55
"clever";26
"comfortable";61
"compassionate";43
"competent";86
"confident";4
"conventional";19
"cruel";14
"curious";60
"dangerous";34
"daring";51
"delicate";60
"delicious";74
"delighted";83
"delightful";19
"determined";16
"direct";15
"diverse";66
"ecstasy";35
"educational";42
"effective";67
"encouraging";76
"energetic";43
"enthusiastic";68
"ethical";45
"exciting";6
"expensive";56
"extraordinary";78
"extreme";65
"fair";33
"faithful";29
"familiar";29
"famous";81
"fancy";41
"fascinating";37
"forbidden";64
"forgiving";64
"free";33
"frenzy";35
"friendly";50
"generous";53
"gentle";50
"genuine";55
"graceful";26
"greatest";27
"greedy";57
"happier";20
"harmless";12
"heavenly";17
"helpful";7
"holy";76
"honest";61
"humble";84
"improper";13
"inappropriate";17
"independent";55
"individual";46
"influential";3
"intellectual";70
"intelligent";73
"interesting";72
"irregular";54
"learned";49
"legal";85
"legitimate";79
"liberal";44
"loose";58
"loyal";7
"married";22
"mature";73
"mighty";84
"minded";82
"missionary";30
"modest";15
"modesty";32
"moral";59
"mysterious";48
"natural";27
"neat";36
"newer";17
"novel";74
"obliged";32
"official";22
"original";53
"outrageous";66
"passionate";83
"peaceful";12
"playful";42
"pleasant";47
"polite";81
"popular";46
"powerful";44
"professional";80
"profitable";7
"proud";47
"prudent";83
"reasonable";15
"religious";6
"respected";21
"responsible";1
"restricted";41
"rich";33
"richest";74
"sacred";84
"safe";14
"scared";18
"selfish";12
"shocked";78
"smart";34
"social";58
"special";56
"stable";42
"stimulating";66
"suited";41
"superior";52
"surprising";1
"sympathetic";41
"thoughtful";8
"threatening";63
"tolerant";51
"top";2
"trustworthy";77
"uncertain";24
"unfair";57
"united";40
"unpleasant";5
"unprecedented";10
"weak";75
"wealthy";69
"welcome";67
"wise";59
"worth";75
"committed";30
"spontaneous";40
"secure";9
"subordinate";23
"reliable";66
"unfamiliar";31
"qualified";57
"sincere";71
"universal";62
"traditional";82
"unique";23
"weaker";68
"imposing";73
