"terms";"clusters"
"#-free";2
"#-profitable";32
"#-strong";9
"#-worth";1
"accustomed";26
"afraid";31
"appropriate";14
"beautiful";12
"blessed";1
"brave";47
"calm";59
"capable";7
"careful";43
"cautious";14
"cheerful";41
"clean";43
"clever";25
"comfortable";10
"compassionate";27
"competent";4
"competitive";9
"confident";33
"conventional";30
"cruel";16
"curious";11
"dangerous";19
"delicate";45
"delicious";32
"delighted";50
"delightful";30
"determined";42
"different";38
"direct";34
"dominant";47
"dramatic";57
"educational";3
"efficient";51
"encouraging";44
"energetic";29
"enthusiastic";14
"expensive";18
"extraordinary";38
"extreme";7
"fair";52
"faithful";15
"familiar";15
"famous";5
"fancy";8
"free";13
"friendly";35
"generous";56
"gentle";18
"genuine";49
"graceful";16
"greatest";17
"greedy";36
"happier";40
"happy";21
"helpful";8
"holy";57
"honest";37
"humble";37
"inappropriate";48
"independent";39
"individual";57
"influential";60
"intellectual";3
"intelligent";28
"interesting";6
"intriguing";1
"irregular";33
"legal";30
"legitimate";2
"liberal";60
"loose";15
"married";15
"mighty";28
"minded";33
"modest";23
"moral";22
"mysterious";50
"natural";53
"neat";25
"novel";48
"official";20
"original";5
"outrageous";47
"passionate";16
"peaceful";29
"playful";27
"pleasant";31
"polite";19
"popular";39
"powerful";11
"professional";32
"profitable";44
"proud";53
"prudent";2
"qualified";43
"reasonable";39
"reliable";14
"religious";2
"responsible";7
"rich";13
"sacred";34
"safe";12
"safer";29
"secure";54
"smart";59
"special";46
"spontaneous";51
"stable";24
"strong";58
"subordinate";45
"superior";36
"surplus";44
"surprising";25
"sympathetic";54
"thoughtful";25
"threatening";9
"top";54
"unpleasant";4
"weak";55
"weaker";33
"welcome";20
"social";6
"universal";9
"uncertain";56
"respected";51
"suited";14
"unfamiliar";27
"united";33
"scared";48
"worth";50
"wise";57
"unfair";14
"sincere";14
"unique";8
