"terms";"clusters"
"affectionate";1
"afraid";1
"agreeable";1
"alone";3
"anxious";1
"capable";3
"certain";2
"charming";3
"cold";3
"comfortable";1
"delighted";3
"delightful";3
"determined";3
"eager";1
"fine";1
"glad";2
"good";2
"great";2
"handsome";1
"happy";2
"interesting";3
"kind";3
"little";2
"natural";2
"old";2
"open";2
"pleased";1
"poor";2
"pretty";1
"proper";1
"quiet";3
"respectable";3
"rich";3
"satisfied";1
"serious";1
"short";2
"strange";3
"strong";1
"surprised";3
"unhappy";3
"violent";3
"young";2
