"terms";"clusters"
"#-agreeable";88
"#-capable";96
"#-cheerful";129
"#-deep";44
"#-dull";1
"#-hasty";166
"#-indifferent";106
"#-lawless";139
"#-loud";9
"#-proud";99
"#-vain";65
"abrupt";2
"abstract";154
"abusive";69
"accessible";119
"accomplished";178
"accurate";65
"active";49
"adventurous";76
"affable";112
"affected";144
"affectionate";183
"agreeable";183
"aloof";161
"ambitious";85
"amiable";182
"angelic";13
"anticipative";60
"anxious";63
"arbitrary";78
"argumentative";7
"arrogant";125
"artistic";69
"assured";61
"audacious";83
"austere";125
"awkward";174
"bashful";144
"benevolent";155
"bitter";90
"bland";114
"blunt";106
"boastful";46
"boisterous";74
"bold";165
"boorish";145
"boyish";58
"brave";3
"brisk";54
"brutal";64
"calm";8
"capable";16
"capricious";53
"careful";182
"careless";172
"careworn";62
"casual";179
"ceremonious";75
"changeable";65
"charitable";1
"cheerful";97
"childish";97
"chivalrous";68
"civil";28
"civilized";170
"clever";150
"clumsy";92
"coarse";115
"cold";136
"communicative";21
"companionable";161
"compassionate";111
"complacent";117
"complicated";114
"complimentary";102
"conceited";62
"conciliatory";151
"condescending";64
"confident";131
"confused";80
"congenial";25
"conscientious";133
"considerate";84
"consistent";23
"constant";49
"contemplative";19
"contented";141
"contradictory";1
"contrary";124
"conventional";14
"conversational";15
"cool";18
"cordial";177
"courageous";61
"crafty";20
"cranky";62
"critical";60
"cruel";32
"cunning";82
"curious";165
"daring";103
"deceitful";121
"decisive";133
"deep";70
"defensive";116
"defiant";134
"definite";4
"deliberate";161
"demonstrative";179
"demure";96
"dependent";103
"derogatory";73
"despondent";34
"detached";65
"determined";159
"devilish";28
"dignified";25
"diligent";170
"direct";48
"discreet";127
"disdainful";133
"dishonest";117
"disorderly";27
"dispassionate";34
"disrespectful";99
"dissatisfied";35
"distant";8
"distrustful";163
"doleful";56
"dominant";29
"dreamy";27
"dull";167
"dutiful";76
"eager";39
"earnest";97
"earthy";123
"elegant";114
"eloquent";166
"elusive";78
"emphatic";128
"enthusiastic";74
"envious";100
"erratic";82
"exact";27
"excessive";23
"exclusive";23
"explicit";76
"explosive";120
"expressive";107
"extravagant";20
"faithful";24
"fanciful";140
"fearful";6
"feminine";106
"fervent";38
"fickle";47
"fierce";171
"fiery";77
"firm";12
"flighty";148
"foolish";70
"forgetful";121
"forgiving";148
"formal";51
"foxy";72
"frank";36
"fretful";76
"friendly";70
"frugal";76
"gallant";95
"generous";93
"genial";48
"genteel";171
"gentle";153
"girlish";89
"gloomy";118
"graceful";172
"gracious";175
"greedy";112
"gruff";186
"grumpy";54
"harsh";38
"hasty";184
"haughty";40
"headlong";89
"hearty";3
"heedless";65
"helpful";60
"heretical";115
"heroic";62
"honest";32
"hospitable";43
"humble";156
"humorous";19
"hypocritical";52
"ignorant";91
"imaginative";57
"immoderate";50
"immovable";131
"impatient";164
"impertinent";72
"imperturbable";152
"impetuous";40
"impious";64
"imprudent";20
"impudent";77
"inarticulate";157
"inconsiderate";34
"inconsistent";100
"inconstant";79
"indefinite";79
"independent";169
"indifferent";108
"indomitable";103
"indulgent";127
"industrious";180
"inexperienced";104
"inexpressive";31
"inflexible";45
"ingenious";158
"ingenuous";20
"injudicious";30
"inquisitive";11
"intellectual";66
"intense";120
"intimate";164
"intolerant";186
"intricate";72
"intrusive";123
"inward";47
"irresolute";17
"irritable";142
"jaunty";72
"jealous";110
"jocular";145
"jolly";92
"jovial";21
"judicious";4
"just";7
"juvenile";100
"kind";153
"languid";149
"lawless";11
"lax";1
"lazy";126
"learned";72
"literal";112
"live";74
"lively";49
"logical";98
"loud";57
"loving";24
"loyal";170
"lucid";106
"lukewarm";19
"magnanimous";60
"malevolent";119
"malicious";145
"manly";156
"masculine";56
"mature";146
"meditative";76
"meek";71
"mercenary";160
"merciful";141
"merciless";178
"merry";168
"mild";58
"mischievous";142
"moderate";137
"modest";150
"moody";22
"moral";40
"musical";54
"narrow";39
"negative";138
"negligent";127
"nervous";42
"obliging";185
"observant";18
"obtrusive";109
"orderly";33
"original";2
"ostentatious";112
"outspoken";123
"particular";136
"passionate";159
"passionless";149
"passive";174
"patient";26
"peaceful";127
"pensive";65
"petty";96
"philosophical";30
"pious";160
"placid";147
"playful";50
"pleasant";153
"pliant";86
"polished";101
"polite";12
"political";123
"practical";118
"precise";23
"presumptuous";102
"profound";105
"prompt";137
"proper";95
"prophetic";111
"proud";59
"provincial";130
"prudent";10
"punctual";51
"quick";165
"rash";99
"rational";96
"reasonable";55
"rebellious";143
"relaxed";146
"relentless";79
"reliant";87
"religious";61
"reproachful";37
"respectful";6
"responsible";28
"restless";8
"revengeful";101
"rigid";151
"rigorous";20
"roguish";134
"rough";70
"rude";173
"rugged";53
"ruthless";41
"sarcastic";53
"scornful";129
"sedate";94
"selfish";104
"sensitive";93
"sentimental";109
"serene";168
"serious";97
"servile";19
"severe";162
"shallow";180
"shrewd";139
"shy";108
"silent";153
"simple";175
"sincere";71
"sloppy";178
"slow";113
"sluggish";35
"social";25
"solemn";8
"solicitous";141
"sour";145
"sparkling";41
"speedy";78
"spirited";164
"spiritless";35
"sprightly";85
"stable";42
"steadfast";176
"steady";181
"stern";5
"stormy";90
"strict";160
"stubborn";29
"studious";134
"submissive";12
"sullen";129
"sunny";176
"surly";132
"suspicious";143
"sympathetic";99
"systematic";27
"taciturn";73
"talkative";128
"tasteful";142
"tender";126
"thoughtful";24
"thoughtless";135
"tight";18
"timid";8
"timorous";123
"transparent";61
"treacherous";140
"trustful";40
"unaffected";18
"unassuming";74
"unchangeable";19
"uncharitable";23
"undisciplined";111
"undutiful";4
"unerring";20
"unflinching";27
"ungentle";122
"unreasonable";110
"unyielding";186
"vague";113
"vain";177
"violent";80
"visionary";7
"vivacious";67
"vivid";140
"volatile";103
"warm";113
"wary";13
"wild";63
"uncompromising";116
"vigorous";81
"unrelenting";62
"resentful";112
"unscrupulous";120
"unworldly";78
"tough";46
"unrestrained";73
"verbal";56
"scrupulous";146
"smart";47
"superstitious";130
"truthful";17
"unfailing";47
"unmindful";21
"untiring";163
"wasteful";169
"wise";26
"worldly";26
"undisguised";53
"variable";10
"unkind";13
"unceremonious";142
"unchanging";31
"unamiable";64
"unbending";25
"untidy";138
"womanly";134
"unalterable";23
"vindictive";178
"zealous";22
"lackadaisical";178
"uneducated";149
"whimsical";19
"tenacious";134
"temperate";100
"thorough";134
