"terms";"clusters"
"#-cruel";96
"#-determined";33
"#-obtrusive";115
"#-serious";53
"#-unkind";44
"abrupt";21
"accomplished";105
"accurate";45
"active";124
"affected";50
"affectionate";11
"alert";2
"ambitious";108
"amiable";89
"animated";43
"anxious";9
"arbitrary";47
"assured";15
"audacious";43
"authoritative";47
"awkward";63
"benevolent";25
"biased";100
"bitter";58
"blunt";49
"bold";96
"bright";26
"brisk";45
"calm";39
"candid";125
"capable";75
"careful";120
"careless";70
"cautious";126
"ceremonious";52
"certain";13
"charitable";121
"chatty";57
"cheerful";124
"civil";32
"clever";39
"coarse";110
"cold";104
"communicative";65
"compassionate";87
"complimentary";107
"concise";16
"confident";54
"confused";109
"conscientious";12
"considerate";25
"consistent";94
"constant";119
"contented";99
"contradictory";15
"contrary";101
"cool";7
"cordial";67
"courteous";26
"critical";99
"cruel";65
"curious";19
"decisive";30
"deep";64
"demure";69
"dependent";111
"detached";35
"determined";104
"dictatorial";114
"dignified";122
"direct";24
"discerning";100
"disrespectful";90
"dissatisfied";46
"distant";68
"dull";103
"durable";81
"dutiful";115
"eager";75
"earnest";10
"economical";114
"elegant";89
"eloquent";5
"enlightened";14
"exact";69
"excessive";42
"explicit";30
"expressive";54
"extravagant";43
"faithful";15
"fanciful";112
"fearful";117
"fearless";49
"feminine";30
"fervent";45
"foolish";102
"forgetful";52
"formal";58
"forward";60
"frank";115
"fraternal";49
"friendly";28
"gallant";57
"generous";73
"genteel";92
"gentle";80
"gentlemanlike";41
"girlish";35
"gloomy";1
"graceful";82
"gracious";14
"harsh";15
"hasty";8
"hearty";53
"hectic";118
"heedless";45
"honest";51
"humble";42
"humorous";35
"ignorant";103
"impartial";66
"impatient";32
"impertinent";116
"imprudent";79
"impudent";96
"inarticulate";69
"inconsiderate";71
"inconsistent";33
"inconstant";114
"indefatigable";85
"indefinite";49
"independent";8
"indifferent";22
"indulgent";76
"industrious";61
"inexperienced";97
"injudicious";63
"intellectual";99
"intelligent";21
"intense";118
"intimate";83
"invariable";98
"irrational";36
"jealous";113
"judicious";56
"just";69
"kind";9
"languid";92
"lazy";30
"literary";72
"lively";75
"loud";62
"loyal";61
"manly";118
"maternal";31
"mercenary";15
"merciful";114
"merry";55
"methodical";111
"mild";39
"moderate";116
"modest";89
"moral";22
"musical";16
"narrow";58
"negative";12
"negligent";88
"nervous";91
"noisy";48
"obliging";118
"orderly";99
"original";53
"overbearing";110
"particular";13
"passive";3
"persuasive";114
"pert";96
"philanthropic";34
"placid";17
"playful";113
"polite";115
"practical";72
"precise";118
"prejudiced";82
"principled";5
"proper";9
"proud";26
"prudent";72
"punctual";1
"quick";89
"quiet";4
"rational";10
"reasonable";113
"religious";5
"reproachful";86
"resentful";65
"respectful";115
"restless";2
"rough";6
"rude";81
"sarcastic";52
"scrupulous";123
"selfish";37
"serious";9
"severe";117
"shy";101
"silent";89
"simple";78
"sincere";103
"slovenly";126
"slow";106
"sly";20
"sociable";38
"social";43
"solemn";103
"speedy";73
"spirited";49
"spiritless";77
"spontaneous";38
"stable";85
"steady";80
"strict";40
"sympathetic";115
"tame";74
"tender";83
"thorough";95
"thoughtful";83
"thoughtless";12
"timid";63
"treacherous";87
"unaffected";90
"unalterable";34
"unbending";90
"unceremonious";47
"unchanging";121
"unfeeling";17
"unfriendly";87
"ungenerous";73
"unkind";31
"unobservant";114
"unreasonable";18
"unreserved";93
"unsophisticated";49
"unsuspicious";112
"vain";113
"warm";75
"unapproachable";16
"tenacious";111
"tyrannical";27
"unproductive";23
"violent";59
"worldly";29
"worrying";71
"suspicious";2
"talkative";107
"uninformed";93
"solicitous";100
"submissive";59
"ungracious";77
"wild";95
"tough";2
"quarrelsome";77
"smart";86
"unguarded";41
"unwise";97
"zealous";69
"unagreeable";14
"womanly";43
"wasteful";61
"pompous";93
"untaught";38
"unvarying";23
"tidy";84
"wise";55
"studious";98
