"terms";"clusters"
"accustomed";13
"afraid";22
"beautiful";9
"best";34
"blessed";18
"brave";18
"calm";25
"capable";42
"careful";11
"cheerful";9
"clean";18
"clever";15
"comfortable";35
"confident";42
"cruel";13
"curious";4
"dangerous";29
"delicate";19
"delicious";21
"delighted";8
"delightful";3
"determined";42
"different";27
"direct";38
"extraordinary";17
"extreme";32
"fair";24
"faithful";26
"familiar";6
"famous";10
"free";16
"friendly";32
"generous";5
"gentle";16
"genuine";31
"graceful";3
"greatest";30
"happier";20
"happy";24
"harmless";25
"holy";31
"honest";27
"humble";4
"independent";41
"individual";23
"interesting";1
"jest";36
"liberal";21
"loose";1
"married";32
"mighty";41
"minded";12
"modest";39
"moral";27
"mysterious";19
"natural";16
"neat";28
"official";15
"original";31
"peaceful";38
"playful";10
"pleasant";24
"polite";39
"popular";10
"powerful";38
"professional";19
"proud";17
"prudent";38
"quiet";22
"reasonable";28
"rich";17
"sacred";23
"safe";40
"selfish";30
"smart";25
"social";37
"spiritual";14
"stable";14
"strong";34
"superior";10
"surprising";28
"thoughtful";2
"top";33
"weak";7
"welcome";28
"wise";37
"worth";19
"wealthy";14
