"terms";"clusters"
"afraid";2
"beautiful";2
"best";2
"calm";2
"capable";2
"careful";1
"cheerful";2
"clever";1
"comfortable";2
"compassionate";1
"confident";1
"cruel";1
"delicate";2
"delighted";2
"delightful";2
"determined";2
"different";2
"direct";1
"encouraging";1
"expensive";1
"extraordinary";2
"extreme";1
"fair";2
"fancy";1
"free";2
"friendly";1
"generous";1
"gentle";1
"genuine";1
"greatest";2
"happier";1
"happy";2
"honest";1
"independent";1
"interesting";2
"liberal";1
"married";2
"natural";2
"pleasant";2
"pleasing";1
"polite";1
"productive";1
"proud";1
"prudent";1
"quiet";1
"reasonable";2
"rich";2
"safe";1
"secure";1
"selfish";2
"sincere";2
"smart";2
"strong";2
"superior";1
"thoughtful";1
"uncertain";2
"united";1
"unpleasant";2
"welcome";1
"wise";1
"worth";2
