"terms";"clusters"
"abject";10
"abrupt";91
"accurate";8
"active";39
"adventurous";82
"affectionate";24
"agile";10
"assured";113
"benevolent";77
"bitter";101
"bold";47
"brave";103
"busy";93
"calculating";102
"callous";111
"calm";109
"certain";9
"changeable";75
"cheerful";9
"chimerical";66
"chivalrous";82
"circumstantial";49
"clean";97
"close";4
"cold";96
"confident";17
"confidential";19
"congenial";62
"congratulatory";35
"considerate";15
"consistent";86
"constant";60
"contrary";44
"cool";47
"cordial";113
"courageous";70
"critical";111
"cruel";35
"curious";80
"decisive";49
"delicate";52
"dependent";91
"destructive";124
"determined";90
"dilatory";21
"direct";23
"docile";83
"domestic";13
"eager";99
"earnest";121
"ecstatic";34
"eloquent";124
"enthusiastic";32
"equitable";30
"expressive";50
"facile";87
"faithful";85
"familiar";45
"fanciful";44
"fast";63
"fastidious";11
"fearful";37
"fearless";108
"feminine";74
"fervent";33
"fierce";30
"firm";92
"forcible";66
"free";60
"fresh";115
"gallant";82
"gay";1
"general";71
"generous";54
"genial";89
"gentle";77
"gloomy";73
"graceful";97
"grateful";101
"gruff";105
"handsome";68
"hasty";119
"hateful";32
"haughty";48
"heartless";27
"heavy";106
"helpless";110
"honest";19
"hopeless";112
"humane";82
"hypocritical";80
"icy";91
"imaginative";47
"immaculate";80
"immutable";26
"impatient";74
"imperceptible";97
"imperial";91
"imperious";2
"impertinent";15
"impervious";41
"impetuous";108
"inarticulate";97
"inconstant";53
"incredulous";46
"indefatigable";42
"indifferent";82
"industrious";47
"inquisitive";122
"insatiable";80
"intellectual";86
"intense";14
"intimate";58
"intuitive";11
"invincible";51
"irresolute";62
"joyful";12
"joyous";18
"just";20
"keen";68
"kind";56
"kindly";48
"laborious";45
"languid";70
"lawless";17
"listless";84
"literary";35
"lively";50
"lofty";117
"lonely";28
"loud";123
"majestic";73
"malicious";38
"maternal";48
"mechanical";8
"melancholy";106
"mercenary";57
"merciless";23
"metaphysical";82
"mild";76
"military";57
"moderate";72
"modest";35
"mournful";1
"murderous";112
"musical";34
"natural";25
"neat";23
"nervous";29
"obedient";47
"open";31
"original";10
"painstaking";47
"passionate";78
"passive";69
"paternal";12
"patient";64
"peaceful";93
"pensive";97
"persuasive";124
"philosophical";105
"placid";9
"pleasant";104
"pleasurable";100
"practical";33
"precipitous";26
"prophetic";118
"proud";92
"prudent";47
"quick";29
"quiet";51
"rapid";72
"rash";103
"reasonable";38
"refined";57
"republican";57
"restless";3
"restrained";103
"romantic";74
"rough";71
"rude";22
"sad";65
"saintly";82
"sanguinary";23
"scientific";72
"second";81
"selfish";61
"sensitive";36
"serene";95
"serious";82
"severe";98
"silent";5
"simple";40
"sincere";16
"slothful";10
"slow";101
"smooth";103
"social";7
"soft";43
"solemn";67
"sorrowful";22
"stately";114
"steady";33
"steep";12
"stiff";47
"straight";75
"strong";118
"sudden";55
"sufficient";60
"sullen";108
"sunny";124
"supple";52
"sure";62
"suspicious";17
"sweet";109
"tearful";12
"thoughtful";82
"timid";3
"timorous";79
"tranquil";107
"treacherous";19
"true";120
"tumultuous";61
"ugly";83
"unbridled";111
"uncertain";17
"unguarded";8
"unhappy";96
"unremitting";41
"vain";104
"variable";17
"vehement";82
"vicious";116
"violent";25
"watchful";37
"weak";88
"wise";11
"virtuous";4
"unbending";63
"woeful";6
"susceptible";59
"tyrannical";19
"voiceless";94
"wiser";11
"unsocial";111
"speedy";8
"tremulous";94
"unfeeling";15
"politic";19
"noisy";48
