"terms";"clusters"
"#-bold";24
"#-heavy";136
"#-pleasant";45
"#-slow";54
"#-strong";148
"#-violent";24
"#-weak";101
"abject";91
"abrupt";36
"accurate";146
"active";42
"acute";156
"affectionate";189
"aloof";112
"amorous";63
"arbitrary";131
"assured";54
"avaricious";104
"awkward";90
"bashful";68
"benevolent";11
"bitter";37
"bluff";76
"boisterous";38
"bold";88
"boyish";162
"brave";143
"brisk";66
"brutal";129
"brute";16
"busy";59
"calm";99
"careful";70
"careless";130
"cautious";24
"certain";127
"charitable";166
"chaste";68
"cheerful";97
"christian";164
"circuitous";95
"circumspect";9
"circumstantial";111
"civil";128
"classic";179
"clean";139
"close";177
"coherent";41
"cold";92
"communicative";18
"complacent";36
"complimentary";84
"conciliatory";172
"concise";146
"confident";125
"confidential";69
"considerate";149
"consistent";7
"constant";28
"contrary";96
"convivial";136
"cool";161
"covetous";91
"cowardly";94
"critical";132
"cruel";37
"cunning";48
"curious";173
"dainty";27
"decided";155
"decisive";114
"deferential";108
"delicate";89
"dependent";46
"destructive";162
"detached";44
"determined";116
"dexterous";171
"dignified";73
"direct";124
"discreet";174
"discursive";186
"dogged";51
"domestic";82
"downright";163
"duteous";101
"dutiful";60
"eager";23
"earnest";17
"easy";189
"efficient";49
"emphatic";120
"enthusiastic";80
"evasive";95
"exact";10
"excitable";4
"exclusive";123
"explicit";149
"expressive";86
"facetious";20
"faithful";119
"familiar";43
"fast";3
"fearful";113
"feminine";27
"ferocious";3
"fervent";169
"festive";55
"fierce";105
"firm";180
"formal";122
"frank";40
"free";23
"fresh";154
"friendly";77
"frolicsome";63
"fustian";27
"gallant";181
"gay";156
"general";2
"generous";10
"genteel";141
"gentle";168
"gentlemanly";90
"gloomy";53
"graceful";156
"gracious";138
"grateful";139
"grave";181
"greedy";159
"gruff";1
"guileless";176
"handsome";65
"handy";40
"hasty";25
"haughty";46
"headlong";86
"hearty";59
"heavy";170
"heedless";114
"helpless";43
"honest";56
"hopeful";91
"hopeless";102
"humane";83
"humble";8
"hurried";89
"hysterical";16
"impartial";186
"impatient";47
"imperceptible";16
"impertinent";133
"impetuous";184
"impious";103
"impudent";20
"incredulous";12
"independent";12
"indolent";16
"industrious";136
"inflexible";147
"inquisitive";71
"insolent";143
"intellectual";84
"intense";25
"intimate";179
"invariable";85
"invincible";153
"inward";19
"irascible";137
"ironical";50
"irrepressible";35
"irresolute";72
"irreverent";41
"irritable";160
"jealous";187
"jolly";26
"joyful";11
"joyous";22
"just";76
"keen";4
"kind";100
"languid";66
"lazy";166
"listless";78
"literary";146
"lively";6
"lofty";159
"lonely";17
"loquacious";30
"loud";31
"magisterial";175
"majestic";146
"malicious";141
"mannered";152
"maudlin";34
"melancholy";86
"melodramatic";21
"merciful";162
"merry";173
"metropolitan";90
"mild";14
"military";95
"moderate";61
"modest";62
"motherly";57
"mournful";109
"murderous";36
"musical";121
"mute";185
"natural";138
"neat";139
"negative";84
"nervous";5
"nigh";57
"nimble";184
"noiseless";156
"noisy";86
"obdurate";22
"observant";151
"open";81
"oratorical";146
"orderly";60
"original";117
"partial";34
"particular";154
"passionate";68
"passive";36
"patient";9
"patriotic";186
"peaceful";126
"peevish";13
"penitent";164
"peremptory";21
"perverse";122
"philosophical";188
"placid";146
"playful";91
"pleasant";99
"pleasurable";101
"polite";141
"political";107
"positive";72
"practical";109
"precise";10
"prompt";134
"prophetic";155
"proud";119
"prudent";102
"punctual";175
"quick";17
"quiet";87
"quixotic";148
"rapid";142
"rash";125
"reasonable";62
"rebellious";178
"reckless";55
"reflective";121
"religious";155
"resolute";175
"respectful";79
"responsible";158
"restless";112
"retrospective";95
"rigid";128
"rough";167
"rude";98
"rueful";88
"rusty";115
"ruthless";36
"sad";75
"sage";1
"sanguinary";30
"sanguine";135
"scientific";137
"scornful";187
"scrupulous";172
"second";154
"selfish";74
"sensitive";74
"sentimental";114
"serene";121
"serious";10
"severe";61
"shrewd";57
"silent";39
"simple";189
"slatternly";27
"slipshod";15
"slow";23
"sluggish";133
"sly";76
"snappish";1
"sober";11
"soft";110
"solemn";93
"sorrowful";150
"speedy";77
"spirited";4
"stable";143
"stately";64
"steady";18
"steep";63
"stentorian";40
"stern";88
"stiff";37
"straight";44
"straightforward";163
"strict";74
"strong";92
"subtle";182
"sudden";31
"sufficient";114
"sullen";157
"sunny";126
"sure";92
"surly";145
"susceptible";95
"suspicious";50
"sweet";100
"tearful";160
"tempered";48
"tender";1
"thankful";183
"thorough";148
"thoughtful";6
"thoughtless";63
"tidy";136
"tight";33
"timid";159
"treacherous";184
"tremulous";25
"true";140
"turbulent";158
"ugly";165
"uncertain";32
"ungrateful";82
"unmindful";71
"unpolite";136
"unrelenting";9
"unsentimental";72
"vain";13
"vicious";106
"violent";177
"virtuous";107
"voracious";55
"warlike";68
"weak";99
"untidy";136
"wiser";60
"systematic";146
"unhappy";116
"willing";144
"zealous";156
"obliging";91
"vivacious";187
"womanly";29
"worldly";109
"vindictive";163
"wary";52
"swift";58
"wily";48
"wise";118
"windy";129
"unkind";74
"tranquil";13
"vague";67
"tacit";114
"undecided";95
"visionary";91
"wistful";9
"unguarded";78
"vehement";78
"vixenish";27
"unsteady";171
"weakly";55
"wry";175
"turbid";153
