"node_id" "tags" "dpub"
"1" "good" "1"
"2" "good" "2"
"3" "famous" "3"
"4" "" "4"
"5" "" "5"
"6" "competent, satisfied" "6"
"7" "excellent, serious, wise" "7"
"8" "" "8"
"9" "well" "9"
"10" "embarrassed, famous" "10"
"11" "" "11"
"12" "great, mean, wise" "12"
"13" "agreeable, bitter, desirable, embarrassed, great, happy, hard, kind, mean, natural" "13"
"14" "affectionate, foolish, happy, kind, neglected, well, young" "14"
"15" "" "15"
"16" "" "16"
"17" "" "17"
"18" "short" "18"
"19" "little, old, ordinary, pleasant" "19"
"20" "great, kind, short, well" "20"
"21" "great, happy" "21"
"22" "determined" "22"
"23" "" "23"
"24" "young" "24"
"25" "" "25"
"26" "" "26"
"27" "good" "27"
"28" "young" "28"
"29" "" "29"
"30" "" "30"
"31" "charming, delightful, fine, little, wise" "31"
"32" "calm, cheerful, little, pleasant, rough, terrible, well" "32"
"33" "good" "33"
"34" "terrible" "34"
"35" "" "35"
"36" "good" "36"
"37" "charming" "37"
"38" "sad, short" "38"
"39" "" "39"
"40" "serious, troubled, young" "40"
"41" "" "41"
"42" "calm, little" "42"
"43" "" "43"
"44" "great" "44"
"45" "hard" "45"
"46" "good, strong" "46"
"47" "bitter" "47"
"48" "terrible" "48"
"49" "" "49"
"50" "" "50"
"51" "stupid" "51"
"52" "" "52"
"53" "" "53"
"54" "" "54"
"55" "" "55"
"56" "little, young" "56"
"57" "" "57"
"58" "" "58"
"59" "good" "59"
"60" "" "60"
"61" "sensible, violent" "61"
"62" "" "62"
"63" "" "63"
"64" "" "64"
"65" "well" "65"
"66" "" "66"
"67" "" "67"
"68" "surprised" "68"
"69" "great, thinking" "69"
"70" "little" "70"
"71" "great" "71"
"72" "good" "72"
"73" "" "73"
"74" "" "74"
"75" "great, little" "75"
"76" "good, great, well" "76"
"77" "great, happy" "77"
"78" "loud" "78"
"79" "open" "79"
"80" "calm, forward" "80"
"81" "forward" "81"
"82" "concerned, plain" "82"
"83" "" "83"
"84" "" "84"
"85" "" "85"
"86" "kind, strange, unhappy" "86"
"87" "" "87"
"88" "" "88"
"89" "" "89"
"90" "young" "90"
"91" "little" "91"
"92" "well" "92"
"93" "ashamed, irrational" "93"
"94" "ashamed, wise" "94"
"95" "" "95"
"96" "little" "96"
"97" "evil, good" "97"
"98" "great, little, ordinary" "98"
"99" "good" "99"
"100" "good, pretty, young" "100"
"101" "good" "101"
"102" "" "102"
"103" "honest, strict" "103"
"104" "" "104"
"105" "competent, short, successful" "105"
"106" "violent" "106"
"107" "great" "107"
"108" "terrible" "108"
"109" "surprised" "109"
"110" "" "110"
"111" "" "111"
"112" "" "112"
"113" "" "113"
"114" "" "114"
"115" "" "115"
"116" "disabled, short" "116"
"117" "proper, young" "117"
"118" "" "118"
"119" "" "119"
"120" "little" "120"
"121" "encouraging, pleased" "121"
"122" "old" "122"
"123" "fair, young" "123"
"124" "calm" "124"
"125" "great, pretty, well" "125"
"126" "little" "126"
"127" "" "127"
"128" "" "128"
"129" "ordinary, well" "129"
"130" "alone, clean" "130"
"131" "little" "131"
"132" "" "132"
"133" "" "133"
