"terms";"clusters"
"#-agreeable";48
"#-interested";34
"#-natural";26
"#-plain";44
"#-young";1
"accomplished";10
"affectionate";23
"afraid";38
"aggravating";44
"angry";18
"anxious";23
"ashamed";35
"awkward";19
"bad";57
"bitter";56
"blind";12
"bright";22
"busy";39
"capable";50
"careful";6
"certain";46
"clean";3
"clever";3
"cold";19
"comfortable";19
"confused";12
"confusing";39
"considerate";8
"cool";26
"cruel";30
"curious";51
"dangerous";18
"delighted";40
"devoted";23
"difficult";11
"disappointed";3
"disturbed";19
"eager";39
"elderly";3
"encouraging";50
"ethical";16
"extraordinary";8
"fair";29
"famous";36
"fine";14
"foolish";12
"forgiving";9
"fortunate";18
"generous";18
"gentle";4
"glad";49
"good";55
"good-natured";43
"gracious";46
"grateful";23
"great";55
"handsome";32
"happy";42
"hard";28
"hopeful";2
"ignorant";43
"imaginative";57
"independent";56
"innocent";1
"interested";39
"kind";18
"little";33
"lonely";26
"loyal";17
"mean";54
"natural";37
"neat";1
"nervous";50
"observant";26
"old";55
"open";41
"ordinary";8
"original";53
"pleasant";48
"polite";47
"poor";52
"popular";34
"practical";57
"private";1
"proper";9
"proud";13
"quiet";7
"reasonable";21
"remarkable";35
"responsible";36
"rich";42
"romantic";57
"sensible";20
"sentimental";57
"short";25
"shy";48
"strong";38
"sweet";48
"tired";10
"tolerant";44
"tough";26
"uncomfortable";5
"unusual";45
"valuable";31
"violent";15
"weak";27
"wealthy";31
"wise";18
"useful";24
"worthy";34
"young";30
"serious";6
"youthful";18
"strange";19
