"source" "target" "tag"
50 51 "great"
50 53 "good"
50 53 "old"
11 53 "weak"
53 63 "old"
53 75 "bad"
53 75 "good"
11 75 "little"
11 75 "young"
75 84 "good"
63 87 "old"
53 91 "curious"
84 91 "good"
75 91 "little"
91 102 "good"
51 102 "great"
87 102 "old"
91 109 "curious"
53 109 "fine"
91 109 "little"
84 109 "nice"
50 109 "open"
91 112 "anxious"
50 112 "certain"
102 112 "great"
109 112 "little"
112 137 "great"
109 148 "friendly"
112 148 "little"
102 158 "beautiful"
112 158 "busy"
137 158 "great"
148 158 "little"
53 158 "poor"
75 158 "young"
102 191 "cold"
102 191 "good"
158 191 "great"
158 191 "little"
102 191 "old"
109 191 "open"
