"terms";"clusters"
"#-agreeable";9
"#-angry";20
"#-ashamed";63
"#-careful";61
"#-careless";19
"#-certain";56
"#-daring";84
"#-difficult";49
"#-familiar";41
"#-firm";17
"#-good";84
"#-great";32
"#-handsome";24
"#-kind";19
"#-pleasant";64
"#-pleased";64
"#-proper";54
"#-quiet";39
"#-satisfied";20
"#-secure";3
"#-sensible";56
"#-strong";55
"#-thankful";26
"#-worthy";6
"admirable";41
"affectionate";68
"afraid";51
"agreeable";40
"amazing";63
"angry";57
"anxious";71
"awake";63
"awkward";70
"bad";74
"beautiful";24
"big";53
"bitter";16
"blind";50
"bold";48
"bright";69
"busy";65
"calm";33
"capable";5
"careful";34
"casual";82
"cautious";32
"certain";33
"charming";4
"cheerful";43
"clean";72
"clumsy";61
"cold";23
"comfortable";14
"competent";68
"complicated";10
"concerned";21
"confused";48
"consistent";30
"cool";1
"crazy";78
"cruel";38
"curious";28
"dangerous";42
"daring";42
"delighted";62
"delightful";47
"depressed";54
"desirable";59
"difficult";79
"disabled";72
"distinguished";19
"disturbed";82
"dumb";78
"eager";23
"embarrassed";9
"encouraging";80
"evil";74
"excellent";40
"experienced";18
"extraordinary";52
"fair";60
"faithful";37
"familiar";65
"famous";76
"fine";40
"firm";12
"foolish";36
"fortunate";54
"friendly";21
"frightening";6
"furious";23
"generous";9
"gentle";7
"glad";73
"good";35
"grateful";41
"great";35
"handsome";11
"happy";73
"hard";53
"healthy";50
"helpful";55
"helpless";66
"honest";60
"ignorant";81
"impatient";37
"innocent";58
"irrational";63
"jealous";3
"joyful";24
"kind";68
"little";35
"lively";62
"loud";23
"loving";8
"natural";52
"negative";54
"nice";17
"offensive";55
"old";22
"open";73
"ordinary";77
"original";44
"passionate";42
"plain";77
"pleasant";33
"pleased";73
"poor";22
"positive";54
"powerful";9
"private";5
"proper";22
"prosperous";57
"quiet";46
"reasonable";2
"rebellious";38
"religious";51
"remarkable";52
"rich";46
"ridiculous";39
"rough";48
"rude";64
"sad";13
"satisfied";75
"scared";15
"secure";14
"sensible";43
"serious";67
"short";22
"shy";31
"sincere";36
"slender";41
"sociable";1
"strange";53
"strict";44
"strong";22
"stupid";49
"successful";29
"surprised";23
"sweet";31
"tall";12
"terrible";27
"thankful";53
"thin";83
"thorough";84
"tired";1
"tough";24
"troubled";26
"unhappy";52
"unlucky";20
"useful";51
"valuable";5
"violent";13
"warm";48
"weak";79
"wise";45
"wonderful";25
"young";22
"unfaithful";18
"wealthy";17
"thoughtless";19
