"terms";"clusters"
"#-alone";24
"#-bad";86
"#-cruel";21
"#-determined";45
"#-handsome";76
"#-plain";81
"#-pretty";14
"#-rich";37
"#-satisfied";86
"#-serious";51
"accomplished";69
"active";64
"admirable";35
"affectionate";64
"afraid";75
"agreeable";71
"alert";36
"alone";77
"amazing";13
"ambitious";97
"amusing";72
"angry";63
"anxious";6
"artificial";62
"ashamed";19
"attentive";59
"attractive";34
"awake";17
"awful";87
"awkward";56
"bad";99
"beautiful";29
"bitter";17
"blind";68
"bold";98
"bright";90
"brilliant";23
"busy";70
"calm";4
"capable";63
"careful";93
"careless";39
"cautious";102
"certain";105
"charming";67
"cheap";16
"cheerful";53
"clever";82
"cold";38
"comfortable";3
"compassionate";15
"compatible";22
"competent";89
"concerned";113
"confident";12
"confused";98
"conscientious";95
"considerate";40
"consistent";25
"cool";72
"courteous";111
"critical";90
"cruel";98
"curious";68
"dangerous";91
"daring";92
"decent";62
"delighted";64
"delightful";77
"dependent";93
"desirable";42
"determined";63
"devoted";109
"difficult";70
"direct";11
"disappointed";57
"disgusting";98
"disrespectful";65
"distinguished";96
"eager";77
"embarrassed";69
"embarrassing";50
"encouraging";102
"entertaining";101
"evil";116
"excellent";33
"excited";83
"exciting";98
"expressive";108
"extraordinary";73
"fair";55
"faithful";37
"familiar";104
"famous";95
"fat";86
"feminine";96
"fine";99
"foolish";29
"forgetful";94
"fortunate";47
"forward";61
"friendly";53
"generous";73
"gentle";19
"genuine";73
"glad";32
"good";10
"graceful";44
"gracious";9
"grateful";82
"great";10
"handsome";77
"happy";115
"hard";73
"helpless";17
"honest";39
"hopeful";48
"humorous";81
"ignorant";88
"impatient";64
"important";7
"incompetent";92
"inconsiderate";86
"independent";74
"inexperienced";22
"innocent";50
"intellectual";54
"intelligent";89
"interested";74
"interesting";42
"involved";24
"irrational";93
"irritated";2
"jealous";97
"joyful";67
"kind";55
"lazy";79
"liberal";100
"little";10
"lively";105
"lonely";92
"loud";26
"lovely";4
"loyal";20
"lucky";17
"mean";80
"modest";82
"natural";30
"neat";68
"negative";85
"nervous";90
"nice";64
"noisy";78
"offensive";107
"old";71
"open";105
"ordinary";12
"original";101
"pathetic";81
"persuasive";49
"plain";108
"playful";47
"pleasant";30
"pleased";75
"pleasing";29
"polite";83
"poor";32
"popular";5
"positive";40
"powerful";12
"practical";76
"prejudiced";86
"pretty";55
"private";77
"professional";16
"prominent";35
"proper";41
"prosperous";110
"proud";27
"punctual";85
"quiet";3
"reasonable";1
"religious";92
"remarkable";8
"respectable";77
"respected";61
"respectful";16
"rich";84
"ridiculous";46
"romantic";49
"rough";66
"rude";69
"sad";42
"sarcastic";9
"satisfied";99
"secure";27
"selfish";1
"sensible";33
"serious";58
"short";71
"shy";68
"sincere";103
"smart";9
"sociable";28
"social";44
"spontaneous";28
"stable";56
"strange";31
"strict";109
"strong";99
"stupid";26
"successful";18
"surprised";63
"suspicious";65
"sweet";19
"sympathetic";43
"talkative";44
"tall";4
"terrible";73
"terrific";83
"thankful";31
"thin";35
"thorough";107
"thoughtful";96
"thoughtless";80
"tired";31
"tough";36
"uncomfortable";106
"unemployed";94
"unfriendly";15
"unhappy";53
"unlucky";4
"unreasonable";112
"unusual";106
"useful";6
"valuable";60
"warm";105
"weak";114
"wise";45
"wonderful";42
"worthy";50
"young";115
"violent";9
"wasteful";15
"well";52
"spoiled";89
