"terms";"clusters"
"affectionate";1
"agreeable";2
"amiable";2
"anxious";2
"awkward";1
"capable";1
"certain";2
"cheerful";2
"civil";2
"clever";2
"cold";2
"deep";1
"determined";1
"distant";1
"dull";1
"eager";1
"earnest";1
"elegant";2
"friendly";2
"gallant";1
"gentle";1
"humble";1
"ignorant";1
"impatient";1
"independent";1
"indifferent";1
"intimate";1
"kind";2
"lively";1
"musical";1
"natural";2
"nervous";1
"obliging";1
"particular";2
"pleasant";2
"proper";2
"quick";2
"quiet";2
"rational";2
"reasonable";2
"serious";2
"severe";2
"silent";2
"simple";1
"steady";1
"thorough";1
"vain";1
"warm";2
