"terms";"clusters"
"#-agreeable";72
"#-certain";65
"#-cheerful";65
"#-distrustful";2
"#-eager";43
"#-superstitious";17
"#-suspicious";78
"active";61
"affirmative";23
"agreeable";64
"amiable";79
"anxious";55
"argumentative";47
"awkward";3
"bashful";79
"bland";48
"blunt";12
"boisterous";23
"bold";41
"bright";5
"brisk";51
"buoyant";81
"candid";79
"careful";37
"careless";46
"certain";80
"charitable";72
"chatty";8
"cheerful";40
"childish";61
"coarse";61
"coherent";23
"cold";39
"complacent";4
"conciliatory";36
"congenial";17
"conscientious";49
"considerate";49
"constant";30
"contented";57
"courtly";69
"cowardly";55
"cruel";61
"curious";10
"deep";31
"devilish";44
"devout";62
"dignified";71
"direct";42
"disdainful";12
"disrespectful";4
"distant";31
"dogged";13
"dull";51
"dutiful";7
"earnest";69
"eloquent";21
"enthusiastic";4
"excitable";13
"exclusive";72
"expressive";23
"fearful";44
"fierce";73
"fiery";20
"forgetful";7
"forgiving";28
"friendly";15
"gallant";45
"genteel";8
"gentle";53
"girlish";8
"gloomy";83
"good-natured";82
"graceful";19
"gracious";46
"hasty";19
"heedless";7
"homespun";82
"honest";72
"humble";58
"ignorant";51
"imaginative";3
"immovable";38
"impatient";73
"impertinent";21
"inconsistent";23
"independent";19
"indifferent";46
"ingenious";39
"intense";29
"jolly";69
"kind";8
"literal";72
"lively";42
"loud";14
"manly";72
"meek";9
"merciful";35
"merry";74
"mild";24
"moderate";73
"modest";65
"moral";27
"narrow";22
"natural";80
"negative";23
"nervous";54
"old-fashioned";60
"particular";6
"passive";61
"peppery";12
"persuasive";61
"pious";12
"placid";61
"playful";61
"pleasant";24
"polished";4
"polite";76
"practical";48
"prim";68
"profound";18
"prompt";21
"proper";50
"proud";67
"prudent";26
"punctual";54
"quick";49
"quiet";32
"reasonable";22
"respectful";59
"restless";77
"roguish";37
"rough";25
"saintly";49
"self-examining";49
"sensitive";79
"serious";56
"servile";16
"severe";79
"shallow";9
"shrewd";46
"silent";75
"simple";34
"smart";25
"solemn";11
"sparkling";73
"sprightly";47
"strong-minded";48
"suspicious";59
"tender-hearted";49
"thoughtful";52
"tight";29
"timid";8
"tough";7
"unreasonable";4
"vague";46
"vain";1
"warm";70
"zealous";72
"unkind";36
"ungenerous";63
"slow";78
"wild";25
"selfish";64
"social";54
"rude";82
"unmindful";12
"responsible";66
"visionary";62
"unpretending";19
"sullen";13
"wise";33
"volatile";7
"vigorous";9
