"terms";"clusters"
"#-agreeable";82
"#-tight";127
"#-wishful";146
"abrupt";80
"accurate";66
"active";41
"affable";150
"affectionate";137
"agreeable";10
"amiable";67
"anxious";122
"appreciative";22
"arbitrary";139
"argumentative";130
"aristocratic";44
"audacious";108
"awkward";72
"bashful";44
"beneficent";85
"benevolent";65
"bitter";93
"blunt";118
"bold";33
"boorish";78
"boyish";58
"brave";127
"bright";154
"brisk";45
"brutal";84
"callous";119
"calm";16
"candid";119
"capable";40
"capricious";126
"careful";13
"careless";49
"cautious";41
"ceremonious";35
"certain";14
"cheerful";156
"childish";18
"civilized";103
"clever";141
"clumsy";124
"coarse";129
"coherent";135
"cold";154
"communicative";53
"compassionate";60
"complacent";72
"complicated";114
"complimentary";92
"conciliatory";24
"confident";138
"confused";3
"conscientious";131
"considerate";102
"consistent";137
"constant";52
"contented";125
"contradictory";104
"conventional";107
"conversational";148
"cool";39
"cordial";47
"critical";38
"cruel";62
"cunning";13
"curious";99
"decisive";98
"deep";37
"definite";142
"deliberate";140
"dependent";94
"despondent";138
"destructive";103
"determined";31
"devilish";94
"dictatorial";70
"dignified";48
"direct";34
"disdainful";108
"disrespectful";23
"dissatisfied";32
"distant";51
"distrustful";9
"dogged";76
"doleful";139
"dominant";127
"dreamy";110
"dull";122
"eager";76
"earnest";90
"earthy";76
"efficient";150
"elegant";15
"emotional";60
"emphatic";38
"energetic";134
"enthusiastic";11
"envious";88
"exact";71
"excessive";38
"excitable";41
"explicit";57
"expressive";130
"extravagant";131
"facetious";120
"faithful";95
"fanciful";103
"fearful";127
"feminine";110
"fervent";60
"fierce";115
"fiery";120
"firm";63
"flighty";61
"foolish";16
"forcible";111
"forgetful";110
"formal";106
"frank";53
"fretful";146
"friendly";34
"gallant";103
"generous";127
"genteel";131
"gentle";100
"gloomy";31
"graceful";109
"gracious";8
"greedy";5
"gruff";117
"hasty";46
"haughty";53
"heartless";127
"hearty";41
"heedful";91
"helpful";77
"honest";99
"humble";143
"ignorant";99
"immovable";105
"impatient";115
"impertinent";85
"impressionable";90
"inconsistent";59
"indefinite";44
"independent";131
"indifferent";128
"industrious";83
"inflexible";80
"informed";15
"ingenious";96
"injudicious";142
"inquisitive";85
"intellectual";149
"intelligent";45
"intimate";18
"inward";116
"irrepressible";82
"irresponsible";90
"jealous";123
"judicious";148
"juvenile";97
"kind";87
"larcenous";86
"lavish";133
"lazy";131
"leisurely";153
"lethargic";145
"lifeless";142
"literary";44
"live";117
"lively";7
"logical";140
"loud";25
"lucid";138
"magisterial";85
"magnanimous";53
"malevolent";85
"malicious";21
"manly";138
"meditative";38
"meek";147
"merciful";24
"methodical";94
"mild";65
"mischievous";46
"miserly";35
"moderate";107
"modest";53
"moody";68
"moral";74
"murderous";101
"musical";136
"narrow";51
"natural";20
"negative";102
"nervous";3
"noisy";12
"obliging";67
"observant";12
"obtrusive";68
"orderly";79
"original";11
"ostentatious";116
"particular";50
"passionate";54
"passive";59
"patient";39
"peaceful";36
"persistent";108
"persuasive";144
"philosophical";56
"pious";56
"placid";2
"playful";55
"pleasant";122
"poetic";135
"polite";17
"political";127
"practical";58
"precise";12
"predatory";127
"profound";81
"proper";97
"proud";122
"prudent";11
"punctual";54
"quick";81
"quiet";20
"reasonable";155
"rebellious";24
"reckless";5
"reliable";135
"religious";97
"reproachful";97
"resentful";64
"respectful";148
"responsible";94
"responsive";76
"restless";83
"revengeful";75
"rough";125
"rude";134
"sarcastic";44
"scheming";73
"scornful";76
"sensitive";113
"serene";88
"serious";99
"servile";116
"severe";29
"shallow";152
"showy";73
"shy";70
"silent";156
"simple";132
"slow";87
"sluggish";112
"smart";93
"sociable";73
"social";28
"solemn";125
"sour";93
"spirited";80
"stable";93
"steady";156
"stern";55
"stormy";4
"strict";6
"suspicious";98
"talkative";27
"thoughtful";1
"tight";108
"timid";93
"tough";97
"treacherous";155
"trustful";138
"twitchy";77
"unassertive";44
"unchanging";12
"undutiful";82
"unfair";75
"unfaithful";69
"unkind";79
"unmindful";69
"unpunctual";94
"unreasonable";13
"untiring";94
"vague";92
"vain";26
"vigorous";94
"violent";129
"visionary";83
"wild";129
"wishful";83
"worldly";127
"sunny";150
"volatile";77
"warm";37
"insolent";30
"surly";78
"sympathetic";106
"tender";2
"zealous";32
"ungracious";43
"inhospitable";139
"rash";43
"sprightly";101
"submissive";59
"unaffected";148
"unartistic";85
"womanly";90
"wise";108
"slovenly";89
"unfeeling";151
"verbal";33
"uninformed";119
"genial";19
"ungenerous";49
"studious";35
"vivid";42
"sincere";44
"unscrupulous";64
"systematic";73
"spiteful";36
"untaught";103
"uncouth";121
"provincial";44
"unassuming";114
"refined";138
