"node_id" "tags" "dpub"
"1" "bright, childish, confused, determined, hasty, inflexible, lively, vain, warm, wild" "1"
"2" "bright, childish, nervous, practical, prophetic, stormy, timid, ungentle, violent, wild" "2"
"3" "anxious, casual, dependent, foolish, kind, patient, rough, silent" "3"
"4" "considerate, modest, polite, quick, rude, social" "4"
"5" "amiable, calm, mild" "5"
"6" "certain, doleful, fierce, particular, quiet, solemn, wild" "6"
"7" "bright, proud, quiet, rough, vain" "7"
"8" "agreeable, bitter, brave, cheerful, contrary, cruel, deep, emphatic, jealous, pleasant, rude" "8"
"9" "angelic, cruel, deep, honest, pleasant, restless, selfish, sincere, unkind" "9"
"10" "careless, clever, cold, curious, hearty, impudent, rough, shallow, silent, stern, untidy" "10"
"11" "adventurous, agreeable, eager, fiery, foolish, girlish, impudent, loving" "11"
"12" "" "12"
"13" "dull, proud" "13"
"14" "civil, cold, hearty, hospitable, polite, proud, rough" "14"
"15" "bright, cruel, curious, deep, lazy, passive, pleasant, respectful, silent, solemn, violent" "15"
"16" "bold, certain, curious, deep, merciful, quiet, stormy, sunny, wild" "16"
"17" "agreeable, cold, contrary, fretful, honest" "17"
"18" "anxious, certain, cold, confused, contrary, dull, lively, natural, pleasant, reproachful" "18"
"19" "deep" "19"
"20" "agreeable, cold, cruel, pliant, smart" "20"
"21" "certain, childish, dutiful, hypocritical, indifferent, kind" "21"
"22" "affectionate, arrogant, certain, firm, gloomy, harsh, inexperienced, severe, silent, unreasonable" "22"
"23" "austere, cruel, gloomy, magnanimous, solemn" "23"
"24" "deep, dull, firm, gloomy, natural" "24"
"25" "anxious, careful, certain, constant, curious, formal, greedy" "25"
"26" "cheerful, quiet, smart" "26"
"27" "honest, intimate, kind, lazy" "27"
"28" "bright, conversational, lazy, profound, stormy" "28"
"29" "friendly, pleasant" "29"
"30" "bright, companionable, confused, friendly, merry, natural, pleasant, rough, serious, simple, spirited, worldly" "30"
"31" "confused, pleasant, stable" "31"
"32" "bright, confused, proper" "32"
"33" "affectionate, distrustful, dull, jealous, natural, original, surly, warm" "33"
"34" "anxious, certain, cruel, quiet, wild" "34"
"35" "constant, detached, doleful, harsh" "35"
"36" "bold, deep, determined, fiery, pleasant, quiet" "36"
"37" "boisterous, friendly, jolly, spirited, wild" "37"
"38" "bright, certain, cold, dishonest, ignorant, kind, malicious, mild, natural, severe, sour, timid, vague" "38"
"39" "" "39"
"40" "confident, contemplative, deep, earnest, lukewarm, profound, restless, servile, submissive" "40"
"41" "brave, earnest, profound, proud, selfish, severe, simple, solemn, tight" "41"
"42" "certain, considerate, constant, disorderly, dreamy, exact, ignorant, kind, lively, particular, serious, systematic, unflinching, wise" "42"
"43" "impudent, kind, mild, silent, wise" "43"
"44" "cool, gallant, judicious, proper, severe, undutiful, worldly" "44"
"45" "cordial, particular" "45"
"46" "bright, earnest, expressive, honest, kind, natural, rough, slow, timid" "46"
"47" "cold, distant" "47"
"48" "cold, gruff, lazy, quiet, slow, thoughtful, timid" "48"
"49" "anxious, bold, careworn, cranky, serious, thoughtful, transparent, violent" "49"
"50" "agreeable, gracious, jealous, thoughtless, unfailing" "50"
"51" "affectionate, certain, contradictory, firm, girlish, serious, slow, stern, submissive" "51"
"52" "anxious, boorish, cheerful, childish, cold, dull, harsh, jocular, kind, sensitive, violent" "52"
"53" "certain, deep, dispassionate, dominant, inconsiderate, profound, prompt, respectful, stubborn, sullen" "53"
"54" "cold, fervent, silent" "54"
"55" "dull, independent, kind, proud, sincere, spirited, steady" "55"
"56" "certain, industrious, narrow, warm" "56"
"57" "agreeable, boisterous, bright, cheerful, cold, kind, lively, solemn" "57"
"58" "bright, certain, childish, faithful, formal, imperturbable, proud, restless, solemn, unamiable" "58"
"59" "bright, calm, considerate, curious, foolish, gentle, kind, patient, thoughtless, timid" "59"
"60" "anxious, capable, contrary, dull, honest, moody, silent, thoughtful" "60"
"61" "affectionate, agreeable, lucid, polite, profound, prudent, silent" "61"
"62" "contrary, curious, independent, pleasant, unalterable" "62"
"63" "affectionate, bold, brave, clever, earnest, frank, generous, pleasant, rough, shy" "63"
"64" "awkward, bright, childish, contrary, quiet, sunny, wild" "64"
"65" "abrupt, affectionate, brave, bright, cold, confused, demure, hospitable, profound, vague" "65"
"66" "bitter, certain, faithful, friendly, jealous, mild, systematic" "66"
"67" "confused, meditative, tenacious" "67"
"68" "" "68"
"69" "certain, deep, eager, genteel, jaunty, learned, narrow, quick" "69"
"70" "friendly, genteel" "70"
"71" "cheerful, childish, exclusive, particular, warm" "71"
"72" "careless, certain, compassionate, womanly" "72"
"73" "curious, lively" "73"
"74" "agreeable, pleasant, quiet, reliant, timid" "74"
"75" "active, anxious, certain, childish, gracious, imaginative, loud, slow" "75"
"76" "affected, calm, passionate, pious, revengeful" "76"
"77" "intimate, pleasant, sensitive" "77"
"78" "affectionate, certain, confident, determined, girlish, honest, particular, ungentle" "78"
"79" "defiant, violent" "79"
"80" "foolish, revengeful, silent, wild" "80"
"81" "certain, cold, fierce, narrow, quiet, timid, warm" "81"
"82" "cool, crafty" "82"
"83" "cheerful, direct, disrespectful, distant, fanciful, graceful, sunny" "83"
"84" "cheerful, distant" "84"
"85" "austere, bright, confident, discreet, gentle, quick, quiet, serious" "85"
"86" "agreeable, childish, proud, rigid" "86"
"87" "anxious, certain, complacent, faithful, humble, natural, profound, simple, wise" "87"
"88" "bright, pleasant, solemn" "88"
