"terms";"clusters"
"#-bright";6
"#-determined";14
"abrupt";45
"accessible";134
"accomplished";2
"accurate";102
"active";25
"adaptable";101
"affable";76
"affectionate";16
"affirmative";44
"aggressive";15
"agreeable";49
"aimless";99
"amiable";29
"amicable";61
"anxious";34
"appreciative";54
"artistic";121
"awkward";116
"beneficent";33
"benevolent";57
"bitter";127
"bland";122
"boisterous";114
"bold";88
"bountiful";133
"boyish";86
"brave";15
"breezy";25
"bright";106
"brisk";71
"calm";88
"candid";58
"capable";3
"capricious";103
"careful";133
"careless";22
"certain";53
"chaste";96
"cheerful";92
"childish";130
"chivalrous";100
"civil";51
"clever";90
"coarse";20
"cold";83
"combative";100
"communicative";117
"complicated";60
"complimentary";117
"conciliatory";58
"confident";138
"confused";110
"conscientious";26
"considerate";30
"consistent";64
"constant";36
"contemplative";49
"contented";50
"contradictory";90
"contrary";95
"conventional";78
"conversational";40
"cool";137
"cordial";27
"corrective";50
"courageous";38
"courtly";33
"critical";43
"cruel";18
"curious";108
"dainty";101
"deep";123
"defiant";113
"definite";112
"deliberate";44
"demonstrative";122
"despondent";15
"destructive";3
"determined";64
"devilish";81
"diplomatic";33
"direct";11
"dissatisfied";77
"distant";131
"doleful";95
"dreamy";64
"dull";23
"dutiful";121
"eager";76
"earnest";108
"earthy";49
"elegant";13
"eloquent";61
"enthusiastic";15
"envious";72
"exact";21
"exaggerative";114
"excitable";86
"exclusive";85
"expansive";19
"explosive";133
"expressive";82
"faithful";32
"fearful";124
"feminine";41
"fervent";95
"fierce";83
"fiery";129
"firm";115
"foolish";74
"forcible";133
"formal";1
"frank";59
"fraudulent";85
"friendly";120
"gallant";134
"generous";16
"genial";121
"genteel";69
"gentle";46
"gloomy";66
"graceful";51
"gracious";55
"greedy";8
"gruff";13
"hasty";5
"haughty";15
"hearty";14
"heedless";112
"honest";42
"hospitable";14
"humble";78
"humorous";36
"icy";2
"ignorant";49
"imaginative";49
"immovable";75
"impatient";45
"impertinent";30
"impish";65
"impressible";97
"impudent";109
"impulsive";11
"inconsiderate";61
"incorruptible";43
"indefatigable";77
"indefinite";95
"independent";68
"indifferent";128
"indirect";118
"indulgent";102
"industrious";58
"ingenious";33
"inquisitive";94
"insolent";51
"intense";14
"invincible";11
"irrational";59
"irrepressible";19
"jealous";122
"judicious";122
"just";45
"kind";93
"knavish";100
"lavish";70
"lazy";4
"leisurely";86
"lenient";103
"literal";64
"live";45
"lively";9
"loud";113
"loyal";42
"malicious";4
"masculine";50
"maternal";125
"meditative";117
"methodical";102
"mild";80
"mischievous";56
"miserly";84
"moderate";115
"modest";137
"moody";45
"moral";69
"murderous";73
"musical";38
"narrow";123
"natural";107
"negative";125
"nervous";78
"noisy";123
"obliging";43
"observant";87
"obtrusive";122
"orderly";38
"original";18
"particular";31
"passionate";91
"passive";95
"patient";72
"peaceful";18
"pensive";28
"persuasive";111
"philanthropic";3
"pious";85
"pleasant";92
"polished";89
"polite";69
"precise";37
"prejudiced";72
"productive";88
"profound";104
"progressive";4
"prompt";113
"proper";102
"proud";107
"prudent";105
"punctual";50
"quick";136
"quiet";46
"reasonable";15
"reflective";81
"reproachful";28
"respectful";23
"responsible";17
"restless";131
"retiring";35
"revengeful";84
"rigid";68
"rough";126
"sarcastic";102
"sedate";118
"sensitive";77
"serene";60
"serious";135
"servile";84
"severe";84
"shallow";97
"shrewd";124
"shy";7
"silent";132
"slovenly";134
"slow";79
"smart";102
"social";119
"solemn";93
"sparkling";122
"sportsmanlike";35
"sprightly";47
"stable";24
"steady";98
"stern";36
"stormy";44
"strict";56
"studious";48
"sunny";121
"superficial";113
"sympathetic";39
"tender";68
"tight";62
"transparent";51
"trustworthy";67
"undiscriminating";6
"ungenerous";135
"unkind";103
"unladylike";43
"unreasonable";10
"unsuspicious";67
"unsympathetic";85
"vague";104
"vindictive";2
"violent";91
"warm";12
"wild";126
"thoughtful";22
"wise";107
"sincere";25
"whimsical";101
"womanly";15
"submissive";127
"venturesome";76
"vivacious";63
"vigorous";88
"selfish";33
"unchanging";86
"spontaneous";109
"suspicious";52
"rugged";3
"timid";118
"vocal";19
"unobservant";90
"ingenuous";13
"vain";67
