"terms";"clusters"
"affectionate";4
"agreeable";3
"amiable";5
"anxious";3
"benevolent";5
"bitter";2
"bright";1
"calm";4
"capable";3
"certain";3
"cheerful";5
"childish";1
"coarse";4
"cold";5
"confused";2
"constant";4
"deep";5
"distant";2
"eager";1
"earnest";1
"enthusiastic";3
"excessive";3
"expressive";2
"fearful";4
"generous";4
"gentle";5
"gloomy";1
"harsh";5
"heroic";1
"ignorant";3
"intense";1
"kind";4
"lifeless";2
"lively";2
"loud";3
"mild";2
"moral";1
"narrow";1
"natural";1
"nervous";2
"peaceful";1
"placid";3
"pleasant";5
"profound";3
"quick";5
"rough";1
"rude";4
"rugged";3
"saintly";1
"selfish";3
"serene";3
"serious";1
"severe";4
"silent";5
"simple";1
"slow";2
"solemn";4
"vain";2
"violent";1
"warm";2
"wild";3
"vivid";3
