"terms";"clusters"
"#-alone";145
"#-bad";30
"#-beautiful";2
"#-blind";163
"#-clever";20
"#-considerate";34
"#-curious";148
"#-difficult";74
"#-disappointed";74
"#-dumb";33
"#-excited";163
"#-familiar";102
"#-frightening";29
"#-good";120
"#-happy";122
"#-loud";34
"#-old";38
"#-open";163
"#-powerful";127
"#-professional";19
"#-proud";33
"#-rich";105
"#-tired";82
"abnormal";24
"abusive";7
"accomplished";53
"active";41
"admirable";48
"adorable";115
"adventurous";83
"affectionate";138
"afraid";164
"aggravating";127
"agreeable";26
"alcoholic";24
"alone";164
"amazing";153
"amusing";167
"angry";93
"anxious";31
"appealing";7
"appreciative";82
"argumentative";5
"arrogant";4
"artificial";14
"artistic";127
"ashamed";93
"attentive";89
"attractive";116
"average";111
"awake";92
"awful";86
"awkward";65
"bad";26
"bashful";67
"beautiful";42
"big";146
"bitter";114
"blind";142
"bold";52
"bored";145
"boring";107
"brave";131
"bright";164
"brilliant";88
"businesslike";154
"busy";37
"calm";45
"capable";109
"careful";119
"careless";3
"casual";57
"cautious";158
"certain";9
"charming";45
"cheap";98
"cheerful";43
"childish";114
"clean";144
"clever";152
"clumsy";67
"cold";26
"comfortable";166
"comical";30
"compassionate";77
"compatible";66
"competent";57
"complicated";83
"concerned";76
"confident";100
"confused";92
"confusing";105
"conscientious";158
"considerate";41
"consistent";83
"cool";137
"corrupt";151
"courageous";49
"courteous";123
"crazy";139
"cruel";166
"curious";103
"dangerous";65
"daring";21
"decent";159
"delighted";86
"delightful";118
"dependent";98
"depressed";113
"desirable";53
"determined";62
"devoted";60
"difficult";31
"direct";144
"disabled";123
"disappointed";23
"disgusting";99
"distinguished";152
"disturbed";97
"dumb";110
"eager";15
"effective";66
"elderly";22
"embarrassed";140
"encouraging";95
"energetic";97
"enthusiastic";145
"ethical";78
"evil";118
"excellent";16
"exceptional";11
"excited";62
"exciting";156
"exhausted";63
"experienced";18
"expressive";37
"extraordinary";35
"fair";31
"faithful";37
"familiar";166
"famous";43
"fascinating";49
"fat";63
"feminine";97
"fine";155
"firm";150
"foolish";130
"forgetful";56
"forgiving";151
"fortunate";87
"friendly";60
"frightening";143
"furious";38
"generous";133
"gentle";37
"genuine";8
"gifted";161
"glad";28
"good";12
"gorgeous";161
"graceful";27
"gracious";60
"grateful";119
"great";12
"greedy";4
"handsome";93
"happy";36
"hard";13
"harmless";10
"healthy";162
"helpful";121
"helpless";11
"homeless";34
"honest";37
"hopeful";117
"humorous";129
"ignorant";50
"imaginative";126
"impatient";55
"important";135
"impressive";147
"impulsive";127
"inconsiderate";99
"independent";162
"inexperienced";59
"influential";128
"informal";49
"innocent";166
"insane";44
"intellectual";106
"intelligent";51
"interested";60
"interesting";68
"irrational";148
"irritable";104
"jealous";125
"joyful";109
"kind";42
"lazy";111
"liberal";153
"little";12
"lively";125
"lonely";131
"lonesome";1
"loud";117
"lovable";59
"lovely";81
"loving";6
"loyal";115
"lucky";141
"mature";32
"mean";162
"modest";94
"moody";51
"motherly";5
"muscular";154
"natural";42
"neat";94
"needy";34
"negative";147
"nervous";14
"nice";61
"noisy";11
"normal";161
"obnoxious";156
"observant";92
"offensive";2
"old";12
"open";36
"opinionated";156
"ordinary";79
"original";152
"overworked";44
"passionate";72
"pathetic";149
"patient";80
"peaceful";87
"persistent";44
"persuasive";158
"plain";31
"playful";85
"pleasant";84
"pleased";133
"polite";75
"poor";91
"popular";112
"positive";81
"powerful";3
"practical";119
"prejudiced";132
"preoccupied";85
"presentable";38
"pretty";39
"private";39
"professional";90
"prominent";107
"prompt";156
"proper";166
"prosperous";47
"proud";13
"punctual";121
"quiet";28
"reasonable";35
"rebellious";111
"reckless";106
"reliable";29
"religious";160
"remarkable";60
"respectable";89
"respected";141
"respectful";74
"responsible";72
"rich";155
"ridiculous";142
"romantic";109
"rough";142
"rude";148
"sad";134
"sarcastic";21
"satisfied";48
"scared";147
"secure";34
"selfish";3
"sensible";93
"sensitive";81
"sentimental";101
"serious";68
"shallow";71
"short";9
"shy";113
"sincere";139
"sleepy";46
"slender";124
"slim";4
"smart";136
"social";146
"spontaneous";57
"stable";126
"straightforward";143
"strange";84
"strict";67
"strong";28
"stubborn";17
"stupid";70
"successful";62
"superstitious";77
"surprised";39
"suspicious";136
"sweet";96
"sympathetic";25
"talented";32
"tall";86
"terrible";61
"terrific";76
"thankful";50
"thin";41
"thorough";129
"thoughtful";157
"tiny";147
"tired";60
"tolerant";108
"tough";159
"troubled";23
"trustworthy";69
"uncomfortable";54
"uneducated";145
"unfair";74
"unhappy";166
"unlucky";6
"unreasonable";3
"unusual";90
"useful";94
"valuable";23
"violent";73
"warm";146
"weak";31
"wealthy";23
"well";103
"wise";165
"wonderful";84
"worthy";133
"young";91
"youthful";16
"weird";58
"unfaithful";29
"traditional";64
"unemployed";40
