"terms";"clusters"
"#-angry";8
"#-ashamed";9
"#-embarrassed";69
"#-extraordinary";51
"#-familiar";10
"#-handsome";52
"#-kind";27
"#-strong";41
"#-worthy";10
"admirable";7
"affectionate";69
"afraid";78
"agreeable";5
"alone";29
"amazing";21
"angry";31
"anxious";42
"awake";57
"awkward";47
"bad";75
"beautiful";22
"big";14
"bitter";49
"blind";21
"bold";68
"brave";16
"bright";70
"busy";28
"calm";50
"capable";55
"careful";6
"careless";20
"casual";1
"cautious";30
"certain";50
"charming";17
"cheerful";40
"clean";30
"clumsy";31
"cold";40
"comfortable";77
"competent";49
"complicated";58
"concerned";71
"confused";66
"consistent";44
"cool";63
"crazy";45
"cruel";3
"curious";38
"dangerous";53
"delighted";72
"delightful";4
"depressed";9
"desirable";49
"determined";1
"difficult";40
"disabled";21
"distinguished";33
"dumb";21
"eager";40
"embarrassed";16
"encouraging";27
"evil";73
"excellent";25
"exhausted";8
"experienced";54
"extraordinary";56
"fair";74
"faithful";12
"familiar";18
"famous";69
"fine";34
"firm";77
"foolish";76
"fortunate";54
"friendly";32
"furious";40
"generous";10
"gentle";64
"glad";14
"good";37
"grateful";10
"great";60
"handsome";34
"happy";65
"hard";14
"healthy";45
"helpful";23
"helpless";20
"honest";74
"ignorant";66
"impatient";56
"innocent";19
"irrational";9
"jealous";20
"joyful";52
"kind";47
"little";37
"lively";26
"loud";68
"loving";72
"mean";69
"natural";15
"negative";9
"nice";52
"offensive";27
"old";11
"open";43
"ordinary";35
"original";48
"passionate";48
"plain";74
"pleasant";74
"pleased";5
"poor";11
"positive";9
"powerful";16
"private";59
"proper";61
"prosperous";75
"quiet";5
"reasonable";73
"rebellious";39
"religious";78
"remarkable";15
"rich";25
"ridiculous";41
"rough";68
"rude";45
"sad";13
"satisfied";34
"scared";28
"secure";35
"sensible";35
"serious";77
"short";61
"shy";62
"sincere";76
"slender";7
"sociable";63
"strange";43
"strict";36
"strong";11
"stupid";16
"successful";24
"surprised";11
"sweet";36
"tall";2
"terrible";46
"thankful";67
"thin";70
"thorough";24
"tired";73
"tough";22
"unhappy";15
"unlucky";58
"useful";35
"valuable";59
"violent";13
"warm";68
"weak";66
"wise";29
"wonderful";6
"young";11
"well";70
"unfaithful";52
"wealthy";44
"thoughtless";33
