"terms";"clusters"
"#-fancy";15
"#-free";35
"#-safe";31
"#-weak";55
"#-wise";43
"accomplished";61
"accustomed";11
"afraid";46
"amusing";61
"appropriate";58
"beautiful";2
"best";51
"blessed";26
"bored";50
"brave";48
"calm";34
"capable";62
"careful";3
"cautious";40
"cheerful";10
"clean";41
"clever";35
"comfortable";46
"compassionate";6
"competent";25
"confident";22
"controversial";35
"conventional";38
"cruel";43
"curious";10
"dangerous";56
"delicate";57
"delighted";26
"delightful";35
"determined";29
"different";23
"direct";7
"educational";30
"effective";25
"energetic";25
"enthusiastic";18
"expensive";38
"extraordinary";60
"extreme";39
"fair";36
"faithful";21
"familiar";12
"famous";18
"fancy";3
"forgiving";35
"free";52
"friendly";41
"generous";8
"gentle";52
"genuine";38
"graceful";1
"greatest";14
"greedy";18
"happier";44
"happy";4
"heavenly";3
"holy";27
"honest";19
"humble";52
"improper";55
"independent";53
"individual";30
"intellectual";27
"intelligent";16
"interesting";36
"legitimate";7
"liberal";5
"loose";33
"married";29
"mature";48
"mighty";42
"minded";33
"modest";46
"moral";24
"mysterious";47
"natural";17
"neat";16
"novel";18
"official";49
"original";9
"pleasant";14
"polite";11
"popular";11
"powerful";8
"progress";54
"proud";17
"prudent";40
"qualified";46
"quiet";20
"reasonable";37
"religious";22
"respected";45
"rich";26
"sacred";62
"safe";28
"scared";39
"selfish";34
"social";59
"special";32
"spiritual";22
"strong";23
"superior";44
"surprising";45
"sympathetic";54
"thoughtful";45
"trustworthy";49
"uncertain";44
"united";28
"weak";21
"weaker";31
"worth";47
"sincere";6
"welcome";13
"tidy";39
"top";22
"universal";34
"unprecedented";15
"wise";5
"stable";54
"wealthy";49
"threatening";35
"professional";9
"peaceful";7
