"terms";"clusters"
"#-free";18
"#-happy";35
"accustomed";21
"afraid";28
"alert";51
"appropriate";27
"beautiful";11
"best";11
"blessed";47
"brave";46
"calm";10
"capable";57
"careful";32
"cautious";56
"cheerful";52
"clean";45
"compassionate";33
"confident";57
"cruel";4
"curious";28
"dangerous";37
"delicate";20
"delightful";50
"determined";9
"different";31
"direct";7
"dominant";13
"encouraged";52
"encouraging";42
"energetic";52
"extraordinary";54
"extreme";26
"fair";17
"faithful";46
"familiar";20
"famous";55
"fancy";5
"fascinating";27
"free";61
"friendly";30
"generous";2
"gentle";46
"genuine";58
"greatest";43
"greedy";60
"happier";47
"happy";61
"harmless";24
"helpful";40
"holy";39
"honest";10
"humble";23
"inappropriate";39
"independent";62
"individual";16
"influential";8
"intelligent";14
"interesting";26
"irregular";62
"jest";6
"kindly";6
"learned";6
"legal";23
"liberal";6
"loose";44
"loyal";5
"married";9
"mature";39
"minded";1
"modest";26
"moral";40
"mysterious";41
"natural";34
"neat";21
"official";8
"original";44
"outrageous";6
"passionate";12
"peaceful";31
"pleasant";49
"polite";44
"popular";19
"powerful";48
"professional";55
"profitable";53
"proud";38
"quiet";34
"reasonable";1
"religious";5
"responsible";38
"revolutionary";41
"rich";4
"richest";60
"sacred";44
"safe";17
"scared";42
"selfish";15
"sensual";27
"sincere";3
"social";27
"special";19
"stimulating";47
"strong";11
"thoughtful";59
"trustworthy";6
"uncertain";59
"unfair";29
"united";1
"universal";56
"weak";54
"weaker";22
"wise";36
"surprising";25
"threatening";35
"superior";27
"stable";50
"tolerated";53
"top";51
"welcome";58
"spiritual";13
"worth";37
"unprecedented";29
"graceful";23
"tact";6
