"terms";"clusters"
"#-afraid";41
"#-dangerous";22
"#-fair";22
"#-pleasant";32
"#-strong";26
"#-weak";24
"#-worth";12
"accomplished";28
"accustomed";39
"afraid";19
"amusing";20
"appropriate";4
"beautiful";48
"best";19
"blessed";55
"brave";12
"bustle";9
"calm";58
"capable";4
"capital";22
"careful";37
"cautious";21
"charitable";38
"cheerful";58
"clean";11
"clever";52
"comfortable";11
"committed";12
"confident";41
"coward";12
"cruel";27
"curious";6
"dangerous";54
"delicate";13
"delicious";67
"delighted";29
"delightful";17
"determined";30
"different";44
"direct";53
"effective";30
"efficient";20
"encouraged";29
"encouraging";59
"enthusiastic";49
"exciting";45
"expensive";18
"extraordinary";11
"extreme";54
"fair";63
"faithful";63
"familiar";66
"famous";38
"fancy";11
"free";57
"friendly";16
"funny";56
"generous";7
"gentle";48
"genuine";31
"graceful";55
"greatest";38
"greedy";30
"happier";5
"happy";19
"harmless";9
"honest";6
"humble";5
"imposing";65
"improper";20
"independent";64
"intellectual";35
"intelligent";65
"interesting";3
"legal";45
"liberal";18
"loose";62
"married";56
"mature";62
"mighty";27
"minded";24
"modest";64
"moral";47
"mysterious";33
"natural";10
"neat";58
"novel";61
"official";42
"original";39
"outrageous";36
"passionate";55
"peaceful";11
"playful";18
"pleasant";48
"pleasing";59
"polite";53
"powerful";43
"productive";15
"professional";50
"profitable";24
"proud";40
"prudent";34
"qualified";2
"quiet";19
"reasonable";64
"religious";25
"respected";51
"responsible";12
"rich";13
"richest";66
"safe";60
"safer";24
"selfish";7
"smart";29
"special";23
"stable";46
"standing";38
"strong";1
"superior";54
"thoughtful";67
"threatening";33
"top";33
"united";51
"weak";58
"wealthy";2
"welcome";46
"universal";28
"suited";49
"surprising";21
"secure";21
"uncertain";61
"unpleasant";4
"wise";10
"worth";14
"unfair";8
"sacred";45
"unprecedented";38
"tidy";36
"vulnerable";25
"trustworthy";9
