"terms";"clusters"
"#-extraordinary";6
"#-familiar";21
"#-strong";21
"#-worth";12
"afraid";19
"beautiful";16
"best";36
"biggest";28
"blessed";31
"brave";16
"calm";22
"capable";28
"careful";34
"catholic";1
"cautious";3
"charitable";8
"cheerful";25
"clean";37
"comfortable";32
"competent";13
"cruel";21
"curious";29
"dangerous";2
"delicious";12
"delighted";32
"delightful";6
"determined";16
"different";30
"encouraging";37
"extraordinary";30
"extreme";34
"fair";26
"faithful";10
"familiar";4
"famous";13
"fancy";16
"free";19
"friendly";24
"generous";27
"gentle";35
"greatest";5
"happy";7
"heavenly";31
"helpful";20
"historical";33
"holy";20
"honest";18
"humble";35
"improper";38
"jest";11
"loose";33
"mighty";6
"natural";23
"original";15
"outrageous";29
"passionate";27
"pleasant";22
"powerful";27
"profitable";11
"qualified";21
"quiet";18
"reasonable";9
"religious";14
"rich";18
"safe";36
"scared";37
"scripture";33
"secure";17
"sincere";8
"strong";7
"suited";13
"superior";13
"surprising";17
"universal";1
"unpleasant";2
"weaker";11
"wealthy";1
"wise";23
"worth";10
"weak";34
"subordinate";3
"special";21
"welcome";31
"top";37
