"terms";"clusters"
"#-beautiful";14
"accustomed";3
"adventure";26
"afraid";13
"almighty";14
"beautiful";41
"best";10
"blessed";18
"brave";14
"calm";6
"capable";41
"cheerful";41
"clean";25
"clever";34
"comfortable";23
"competent";15
"complex";4
"confident";5
"cruel";33
"dangerous";12
"delicate";28
"delicious";15
"delighted";20
"delightful";46
"determined";17
"different";40
"direct";23
"encouraging";29
"enthusiastic";43
"exciting";27
"extraordinary";38
"extreme";42
"fair";24
"faithful";17
"familiar";1
"fancy";8
"free";45
"generous";9
"gentle";2
"greatest";2
"happier";37
"happy";30
"harmless";19
"heavenly";21
"historical";39
"holy";26
"honest";23
"intellectual";29
"interesting";7
"irregular";36
"liberal";15
"loose";12
"married";34
"mighty";45
"modest";34
"moral";16
"mysterious";16
"natural";24
"neat";31
"original";44
"passionate";22
"peaceful";32
"pleasant";3
"popular";17
"powerful";10
"proud";29
"prudent";22
"quiet";7
"safe";11
"secure";36
"selfish";35
"sincere";13
"social";27
"surprising";5
"unfair";44
"weak";7
"professional";23
"suited";28
"superior";3
"universal";44
"thoughtful";26
"warmth";13
"graceful";25
"minded";15
"rich";20
"uncertain";5
"strong";11
"sacred";4
"welcome";7
"wise";38
"curious";39
"pleasing";8
"worth";29
"kindly";39
"reasonable";18
