"terms";"clusters"
"#-determined";53
"#-free";1
"#-interesting";12
"#-worth";9
"accomplished";30
"accustomed";41
"afraid";42
"aggressive";54
"appropriate";19
"artistic";55
"beautiful";42
"best";52
"blessed";48
"brave";2
"calm";21
"capable";6
"careful";9
"cheerful";47
"clean";34
"clever";31
"comfortable";44
"competent";53
"confident";8
"conventional";29
"cruel";20
"curious";32
"dangerous";42
"delicate";22
"delicious";11
"delight";15
"delightful";49
"determined";58
"different";58
"direct";10
"effective";15
"encouraging";48
"enthusiastic";2
"extraordinary";51
"extreme";18
"fair";46
"faithful";44
"familiar";57
"fancy";24
"fascinating";40
"free";26
"friendly";23
"generous";32
"gentle";35
"genuine";43
"graceful";19
"greatest";56
"greedy";11
"happy";41
"harmless";7
"historical";1
"holy";55
"honest";11
"humble";29
"independent";12
"individual";39
"interesting";50
"irregular";24
"legal";24
"liberal";25
"loose";17
"loyal";4
"married";15
"mighty";10
"modest";27
"moral";18
"mysterious";33
"natural";36
"neat";14
"novel";58
"official";35
"original";1
"passionate";47
"peaceful";1
"pleasant";38
"polite";25
"popular";8
"powerful";47
"preserved";56
"productive";21
"professional";30
"progressive";53
"proud";36
"prudent";50
"qualified";4
"quiet";13
"reasonable";57
"respected";3
"responsible";1
"rich";5
"sacred";37
"safe";22
"scared";12
"sincere";53
"smart";18
"social";14
"special";16
"stable";49
"stimulating";7
"strong";28
"superior";2
"sympathetic";20
"threatened";49
"trustworthy";16
"universal";39
"weak";26
"wise";36
"selfish";12
"unprecedented";9
"worth";52
"threatening";10
"weaker";2
"thoughtful";44
"surprising";31
"top";56
"uncertain";51
"welcome";8
"mystic";40
"shocked";58
"spontaneous";45
"orthodox";40
"happier";53
