"terms";"clusters"
"#-beautiful";71
"#-clever";16
"#-curious";82
"#-familiar";84
"#-free";1
"#-happy";70
"#-powerful";68
"#-professional";62
"#-proud";14
"#-rich";14
"#-worth";1
"accomplished";83
"accustomed";20
"afraid";38
"amusing";59
"appropriate";32
"artistic";12
"beautiful";38
"best";22
"blessed";80
"bored";12
"brave";37
"bustle";64
"calm";27
"capable";39
"careful";42
"cautious";66
"charitable";45
"cheerful";35
"clean";17
"clever";20
"comfortable";73
"compassionate";4
"competent";30
"confident";58
"conventional";28
"cruel";69
"curious";29
"dangerous";17
"daring";16
"delicate";29
"delicious";51
"delighted";79
"delightful";53
"determined";3
"different";76
"direct";52
"diverse";85
"ecstasy";10
"educational";18
"effective";50
"encouraging";39
"energetic";8
"enthusiastic";1
"ethical";45
"exciting";64
"expensive";52
"extraordinary";60
"extreme";28
"fair";47
"faithful";69
"familiar";65
"famous";61
"fancy";5
"fascinating";43
"forbidden";34
"forgiving";34
"free";38
"frenzy";10
"friendly";31
"generous";31
"gentle";75
"genuine";17
"graceful";72
"greatest";19
"greedy";67
"happier";66
"happy";22
"harmless";51
"heavenly";68
"helpful";36
"holy";86
"honest";73
"humble";35
"improper";59
"inappropriate";62
"independent";54
"individual";77
"influential";46
"intellectual";57
"intelligent";36
"interesting";53
"irregular";82
"learned";82
"legal";24
"legitimate";23
"liberal";70
"loose";24
"loyal";85
"married";35
"mature";1
"mighty";88
"minded";43
"missionary";67
"modest";2
"modesty";9
"moral";27
"mysterious";75
"natural";76
"neat";27
"newer";48
"novel";30
"obliged";74
"official";15
"original";33
"outrageous";7
"passionate";79
"peaceful";86
"playful";78
"pleasant";47
"polite";44
"popular";88
"powerful";70
"professional";49
"profitable";56
"proud";19
"prudent";32
"quiet";22
"reasonable";13
"religious";85
"respected";32
"responsible";61
"restricted";84
"rich";38
"richest";4
"sacred";58
"safe";31
"scared";81
"selfish";51
"shocked";60
"smart";6
"social";77
"special";13
"stable";57
"stimulating";1
"strong";22
"suited";5
"superior";73
"surprising";40
"sympathetic";84
"thoughtful";41
"threatening";78
"tolerant";21
"top";57
"trustworthy";87
"uncertain";63
"unfair";12
"united";46
"unpleasant";80
"unprecedented";85
"weak";55
"wealthy";88
"welcome";11
"wise";2
"worth";55
"committed";12
"spontaneous";25
"secure";68
"subordinate";9
"reliable";62
"unfamiliar";56
"qualified";8
"sincere";26
"universal";9
"traditional";48
"unique";48
"weaker";1
"imposing";1
