"terms";"clusters"
"#-bad";12
"#-beautiful";78
"#-little";67
"#-poor";89
"#-satisfied";59
"abusive";80
"accomplished";96
"admirable";14
"affectionate";54
"afraid";50
"agreeable";91
"alone";108
"amazing";67
"ambitious";37
"amusing";40
"angry";75
"anxious";16
"artificial";85
"ashamed";84
"attentive";33
"attractive";22
"awake";69
"awful";102
"awkward";70
"bad";26
"bashful";31
"beautiful";92
"bitter";31
"blind";94
"bold";81
"brilliant";19
"busy";4
"calm";89
"capable";35
"careful";25
"careless";28
"certain";26
"charming";62
"cheap";18
"cheerful";87
"clever";45
"cold";101
"comfortable";6
"compassionate";102
"concerned";87
"confident";78
"confused";48
"considerate";5
"cool";21
"corrupt";10
"courteous";10
"crazy";93
"creative";40
"critical";60
"cruel";108
"curious";92
"dangerous";76
"daring";68
"delighted";62
"delightful";62
"dependent";4
"desirable";37
"determined";63
"devoted";70
"difficult";32
"direct";67
"disappointed";60
"disrespectful";36
"distinguished";29
"disturbed";58
"dumb";40
"eager";44
"elderly";25
"embarrassed";77
"embarrassing";60
"entertaining";33
"evil";61
"excellent";81
"excited";13
"exciting";86
"exhausted";102
"expressive";101
"extraordinary";98
"fair";41
"faithful";80
"familiar";24
"famous";103
"fascinating";89
"fat";68
"feminine";59
"fine";72
"firm";104
"foolish";44
"forgetful";18
"fortunate";88
"forward";14
"friendly";80
"funny";10
"furious";93
"generous";32
"gentle";91
"genuine";13
"glad";38
"graceful";22
"gracious";49
"grateful";17
"grumpy";10
"handsome";28
"happy";105
"hard";56
"healthy";6
"helpless";11
"honest";22
"hopeful";36
"ignorant";50
"impatient";16
"important";34
"inconsiderate";60
"independent";64
"inexperienced";1
"innocent";11
"intelligent";78
"interested";16
"interesting";20
"irritated";76
"joyful";7
"kind";3
"liberal";52
"lively";27
"lonesome";89
"loud";106
"lovely";65
"mature";46
"mean";1
"modest";15
"natural";88
"negative";103
"nervous";85
"nice";29
"noisy";52
"offensive";79
"old";42
"open";55
"passionate";25
"pathetic";90
"patient";12
"peaceful";9
"plain";103
"pleasant";69
"pleased";105
"pleasing";82
"polite";8
"poor";105
"powerful";90
"prejudiced";82
"pretty";106
"private";77
"productive";73
"proper";99
"proud";63
"quiet";41
"reasonable";89
"remarkable";83
"respectable";71
"respected";95
"respectful";24
"responsible";45
"rich";83
"ridiculous";99
"romantic";57
"rude";8
"sad";37
"sarcastic";40
"satisfied";47
"secure";66
"sensible";32
"sentimental";85
"serious";3
"short";53
"shy";37
"sincere";4
"slender";64
"smart";43
"sociable";89
"social";5
"strange";51
"strict";102
"strong";35
"stupid";23
"successful";66
"surprised";38
"sweet";17
"talkative";12
"tall";19
"terrible";30
"terrific";36
"thankful";39
"thoughtful";97
"thoughtless";5
"tired";44
"uncomfortable";101
"uneducated";80
"unhappy";74
"unlucky";100
"unusual";2
"useful";20
"violent";50
"warm";100
"weak";47
"wealthy";107
"well";23
"witty";68
"wonderful";70
"worthy";34
"suspicious";14
"unreasonable";40
"youthful";107
