"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"1","abrasive",0,0,0,0,0,0,0
"2","abrupt",4,2,1,0,0,1,0
"3","absent-minded",0,0,0,0,0,0,0
"4","abstinent",0,0,0,0,0,0,0
"5","abstract",0,0,0,0,0,0,0
"6","abusive",2,0,0,0,0,2,0
"7","acceptant",0,0,0,0,0,0,0
"8","accessible",0,0,0,0,0,0,0
"9","accommodating",0,0,0,0,0,0,0
"10","accomplished",12,4,2,0,2,3,1
"11","accurate",2,0,1,0,0,1,0
"12","acid",0,0,0,0,0,0,0
"13","acquiescent",0,0,0,0,0,0,0
"14","acquisitive",0,0,0,0,0,0,0
"15","active",36,7,10,2,5,4,8
"16","adaptable",0,0,0,0,0,0,0
"17","adaptive",0,0,0,0,0,0,0
"18","adjustable",0,0,0,0,0,0,0
"19","adulterous",0,0,0,0,0,0,0
"20","adventurous",1,1,0,0,0,0,0
"21","affable",3,1,0,0,0,1,1
"22","affected",17,1,5,3,2,4,2
"23","affectionate",68,7,13,10,3,16,19
"24","affirmative",0,0,0,0,0,0,0
"25","aggressive",0,0,0,0,0,0,0
"26","agitable",0,0,0,0,0,0,0
"27","agitative",0,0,0,0,0,0,0
"28","agreeable",176,38,41,16,29,34,18
"29","aimful",0,0,0,0,0,0,0
"30","aimless",0,0,0,0,0,0,0
"31","alarmable",0,0,0,0,0,0,0
"32","alert",2,1,1,0,0,0,0
"33","aloof",0,0,0,0,0,0,0
"34","altruistic",0,0,0,0,0,0,0
"35","ambitious",4,0,3,0,1,0,0
"36","amiable",99,28,15,7,7,28,14
"37","amicable",1,0,0,0,1,0,0
"38","amorous",0,0,0,0,0,0,0
"39","analytical",0,0,0,0,0,0,0
"40","angelic",1,0,0,0,0,1,0
"41","animated",6,1,2,0,1,1,1
"42","antagonistic",0,0,0,0,0,0,0
"43","anticipative",0,0,0,0,0,0,0
"44","antisocial",0,0,0,0,0,0,0
"45","anxious",142,28,35,16,17,22,24
"46","apathetic",0,0,0,0,0,0,0
"47","appreciative",0,0,0,0,0,0,0
"48","approachable",1,0,0,0,1,0,0
"49","arbitrary",1,0,1,0,0,0,0
"50","arbitrative",0,0,0,0,0,0,0
"51","argumentative",1,1,0,0,0,0,0
"52","aristocratic",1,0,0,0,1,0,0
"53","arrogant",1,0,0,0,0,1,0
"54","articulate",0,0,0,0,0,0,0
"55","artistic",0,0,0,0,0,0,0
"56","ascendant",0,0,0,0,0,0,0
"57","asocial",0,0,0,0,0,0,0
"58","assertive",0,0,0,0,0,0,0
"59","assured",6,1,2,2,0,0,1
"60","astute",0,0,0,0,0,0,0
"61","audacious",1,0,1,0,0,0,0
"62","austere",0,0,0,0,0,0,0
"63","authoritative",3,0,1,0,0,2,0
"64","autocratic",0,0,0,0,0,0,0
"65","autonomous",0,0,0,0,0,0,0
"66","aweless",0,0,0,0,0,0,0
"67","awkward",33,11,5,1,3,10,3
"68","balky",0,0,0,0,0,0,0
"69","bashful",2,0,0,0,0,1,1
"70","belligerent",0,0,0,0,0,0,0
"71","bendable",0,0,0,0,0,0,0
"72","beneficent",0,0,0,0,0,0,0
"73","benevolent",7,1,3,0,2,1,0
"74","biased",1,0,1,0,0,0,0
"75","big-mouthed",0,0,0,0,0,0,0
"76","bigheaded",0,0,0,0,0,0,0
"77","bighearted",0,0,0,0,0,0,0
"78","bigoted",0,0,0,0,0,0,0
"79","bitter",13,2,5,2,0,2,2
"80","bland",0,0,0,0,0,0,0
"81","blase",0,0,0,0,0,0,0
"82","blasphemous",0,0,0,0,0,0,0
"83","blunt",3,1,1,0,0,0,1
"84","blunt-witted",0,0,0,0,0,0,0
"85","blustery",0,0,0,0,0,0,0
"86","boastful",1,1,0,0,0,0,0
"87","boastless",0,0,0,0,0,0,0
"88","boisterous",1,0,0,0,0,0,1
"89","bold",11,0,2,4,1,1,3
"90","bookish",0,0,0,0,0,0,0
"91","boorish",0,0,0,0,0,0,0
"92","bossy",0,0,0,0,0,0,0
"93","bountiful",2,2,0,0,0,0,0
"94","boyish",2,1,0,0,0,0,1
"95","brainy",0,0,0,0,0,0,0
"96","brash",0,0,0,0,0,0,0
"97","brave",1,0,0,0,1,0,0
"98","brawlsome",0,0,0,0,0,0,0
"99","brazen",0,0,0,0,0,0,0
"100","breezy",0,0,0,0,0,0,0
"101","bright",18,2,4,5,5,1,1
"102","brisk",2,1,1,0,0,0,0
"103","bristly",0,0,0,0,0,0,0
"104","broad-minded",0,0,0,0,0,0,0
"105","broad-spoken",0,0,0,0,0,0,0
"106","broody",0,0,0,0,0,0,0
"107","brusque",0,0,0,0,0,0,0
"108","brutal",1,1,0,0,0,0,0
"109","bubbly",0,0,0,0,0,0,0
"110","bullheaded",0,0,0,0,0,0,0
"111","bullish",0,0,0,0,0,0,0
"112","bullying",0,0,0,0,0,0,0
"113","buoyant",0,0,0,0,0,0,0
"114","businesslike",0,0,0,0,0,0,0
"115","busyish",0,0,0,0,0,0,0
"116","cagy",0,0,0,0,0,0,0
"117","calculable",0,0,0,0,0,0,0
"118","calculating",0,0,0,0,0,0,0
"119","callous",0,0,0,0,0,0,0
"120","calm",33,4,7,3,3,3,13
"121","candid",7,0,2,0,1,1,3
"122","canny",0,0,0,0,0,0,0
"123","cantankerous",0,0,0,0,0,0,0
"124","capable",70,6,21,5,8,14,16
"125","capricious",1,1,0,0,0,0,0
"126","carefree",0,0,0,0,0,0,0
"127","careful",22,5,2,0,5,4,6
"128","careless",23,3,7,4,5,2,2
"129","careworn",0,0,0,0,0,0,0
"130","casual",1,0,0,0,0,1,0
"131","catty",0,0,0,0,0,0,0
"132","caustic",0,0,0,0,0,0,0
"133","cautious",18,6,2,0,4,4,2
"134","cavalier",0,0,0,0,0,0,0
"135","censorial",0,0,0,0,0,0,0
"136","cerebral",0,0,0,0,0,0,0
"137","ceremonious",8,3,1,0,1,3,0
"138","certain",136,24,22,11,12,38,29
"139","changeable",1,0,0,1,0,0,0
"140","changeless",0,0,0,0,0,0,0
"141","charitable",7,4,1,0,2,0,0
"142","chaste",0,0,0,0,0,0,0
"143","chatty",5,2,1,0,0,1,1
"144","cheerful",73,27,13,7,8,6,12
"145","cherubic",0,0,0,0,0,0,0
"146","chic",0,0,0,0,0,0,0
"147","childish",0,0,0,0,0,0,0
"148","childlike",0,0,0,0,0,0,0
"149","chipper",0,0,0,0,0,0,0
"150","chitchatty",0,0,0,0,0,0,0
"151","chivalrous",0,0,0,0,0,0,0
"152","choosy",0,0,0,0,0,0,0
"153","circumspect",1,0,0,0,0,1,0
"154","civil",55,12,9,4,5,15,10
"155","civilized",1,0,0,1,0,0,0
"156","clairvoyant",0,0,0,0,0,0,0
"157","clannish",0,0,0,0,0,0,0
"158","clear-cut",0,0,0,0,0,0,0
"159","clear-headed",0,0,0,0,0,0,0
"160","clear-sighted",0,0,0,0,0,0,0
