"terms";"clusters"
"#-inconstant";14
"accomplished";7
"active";12
"affected";50
"affectionate";92
"agreeable";105
"ambitious";16
"amiable";67
"amicable";93
"animated";47
"anxious";48
"approachable";56
"aristocratic";99
"awkward";96
"benevolent";99
"bold";107
"brave";16
"bright";65
"calm";59
"candid";81
"capable";9
"careful";41
"careless";63
"cautious";71
"ceremonious";20
"certain";88
"charitable";71
"cheerful";72
"civil";99
"clever";55
"clumsy";49
"cold";88
"compassionate";24
"confident";6
"confused";102
"consistent";99
"constant";46
"contradictory";61
"contrary";15
"cool";31
"cordial";21
"corrective";5
"courteous";103
"critical";11
"cruel";43
"curious";86
"decisive";14
"deep";36
"dependent";6
"determined";82
"dignified";7
"direct";106
"disdainful";14
"disrespectful";89
"distant";87
"dull";47
"durable";44
"dutiful";44
"eager";29
"earnest";97
"elegant";2
"eloquent";98
"exact";99
"excessive";5
"explicit";98
"expressive";76
"extravagant";94
"faithful";14
"fastidious";70
"fearful";38
"fearless";19
"fervent";34
"firm";74
"foolish";101
"forgetful";73
"formal";100
"forward";84
"fraternal";11
"friendly";83
"gallant";58
"generous";76
"genteel";93
"gentle";48
"gentlemanlike";38
"gloomy";17
"graceful";25
"hardened";49
"hasty";76
"headstrong";57
"heartless";73
"hearty";98
"heedless";37
"honest";99
"hospitable";64
"humble";39
"ignorant";32
"impatient";38
"imprudent";101
"inconsistent";81
"inconstant";85
"incurious";17
"indecisive";74
"independent";99
"indifferent";45
"indiscreet";57
"inexhaustible";1
"ingenious";68
"intelligent";51
"intimate";33
"irrational";23
"irresolute";34
"irritable";51
"jealous";103
"just";22
"kind";18
"lavish";57
"literary";95
"lively";96
"mature";81
"merciful";60
"merry";17
"mild";107
"mischievous";51
"moderate";81
"modest";50
"moral";10
"musical";47
"narrow";1
"natural";105
"negative";57
"nervous";3
"noisy";60
"obliging";50
"observant";77
"original";74
"overbearing";100
"particular";88
"patient";60
"pensive";25
"petty";19
"placid";68
"playful";74
"pleasant";82
"polished";80
"polite";46
"profound";104
"prompt";19
"proper";88
"proud";7
"prudent";13
"quick";35
"quiet";80
"rational";71
"reasonable";12
"religious";21
"resentful";14
"reserved";56
"responsible";98
"restless";100
"rigid";99
"rough";98
"rugged";98
"scrupulous";41
"selfish";30
"sentimental";95
"serious";8
"severe";52
"shrewd";93
"shy";10
"silent";26
"simple";90
"sincere";25
"slow";78
"smart";78
"solicitous";99
"speedy";54
"spontaneous";3
"steadfast";5
"steady";69
"stern";32
"strict";40
"submissive";60
"sunny";28
"suspicious";79
"sympathetic";49
"tenacious";17
"thorough";51
"thoughtful";3
"thoughtless";61
"unaffected";15
"unfeeling";106
"ungracious";102
"unkind";32
"unobservant";17
"unpersuadable";62
"unpolished";11
"unvarying";11
"unwise";15
"vague";54
"vain";53
"vigorous";99
"violent";81
"warm";27
"wild";4
"wise";75
"zealous";99
"spirited";95
"social";42
"stable";78
"tight";42
"ungenteel";70
"unsolicitous";107
"unsuspicious";62
"wary";66
"worldly";77
"unreasonable";28
"untaught";102
"unalterable";42
"unbending";57
"undeviating";91
"persuadable";20
"unforgiving";14
