"terms";"clusters"
"#-brutal";39
"#-cold";87
"#-contented";93
"#-cordial";98
"#-hearty";106
"#-pleasant";122
"#-unmindful";38
"#-unreasonable";86
"#-wise";12
"abrupt";175
"abstract";137
"active";25
"adventurous";78
"affable";69
"affected";91
"affectionate";120
"agreeable";155
"amiable";133
"amorous";60
"anxious";54
"argumentative";51
"audacious";51
"awkward";44
"bashful";14
"bitter";172
"bland";68
"blunt";33
"boastful";20
"boisterous";34
"bold";88
"boyish";94
"brave";18
"breezy";87
"bright";57
"brisk";86
"brutal";138
"buoyant";163
"businesslike";142
"calm";114
"candid";132
"capable";1
"capricious";56
"careful";174
"careless";47
"casual";45
"cautious";33
"certain";80
"cheerful";101
"childish";181
"childlike";24
"civil";98
"clever";144
"coarse";167
"cold";57
"communicative";59
"companionable";136
"compassionate";1
"complacent";165
"compliant";132
"complicated";96
"complimentary";19
"concise";27
"confident";91
"confused";159
"congenial";68
"considerate";79
"consistent";150
"constant";70
"contemplative";104
"contented";134
"cool";21
"cordial";139
"crafty";104
"cranky";13
"critical";131
"cruel";42
"cunning";72
"curious";145
"dainty";135
"daring";104
"deceptive";12
"decisive";157
"deep";57
"deliberate";94
"dependent";137
"derisive";75
"despondent";164
"devilish";108
"dignified";169
"diligent";7
"direct";90
"discreet";86
"disdainful";119
"dishonest";22
"disrespectful";93
"distant";101
"distrustful";159
"docile";127
"dreamy";87
"dull";57
"dutiful";49
"eager";95
"earnest";54
"earthy";60
"egotistical";111
"elegant";122
"eloquent";115
"emphatic";150
"energetic";98
"envious";26
"exact";172
"excessive";134
"exclusive";106
"expansive";117
"expressive";153
"facetious";68
"faithful";42
"fastidious";116
"fearful";21
"feminine";52
"fervent";102
"fierce";164
"fiery";9
"firm";141
"flexible";184
"foolish";29
"forcible";32
"forgetful";173
"formal";147
"frank";85
"fraternal";64
"friendly";82
"frolicsome";143
"frugal";4
"gallant";11
"generous";167
"genial";170
"genteel";172
"gentle";101
"glib";128
"gloomy";171
"graceful";172
"gracious";147
"greedy";8
"gruff";18
"hardened";146
"harsh";50
"hasty";42
"headlong";78
"heartless";173
"hearty";29
"heedless";87
"honest";28
"hospitable";53
"humane";23
"humble";58
"humorous";129
"hypocritical";166
"ignorant";77
"impatient";88
"imperturbable";168
"impetuous";53
"impish";166
"imprudent";10
"incautious";137
"inconsiderate";173
"inconsistent";118
"inconstant";158
"incorruptible";106
"indefatigable";38
"indefinite";13
"independent";141
"indifferent";160
"industrious";97
"inexhaustible";37
"inexperienced";185
"ingenious";85
"injudicious";103
"inquisitive";113
"insolent";52
"intelligent";149
"intense";128
"intimate";135
"intricate";74
"intuitive";52
"inventive";27
"inward";148
"ironical";7
"irresponsible";7
"irritable";77
"jealous";71
"jolly";141
"jovial";92
"just";180
"kind";54
"languid";94
"lazy";2
"literal";60
"literary";46
"live";152
"lively";44
"loud";109
"loving";141
"lukewarm";127
"malicious";68
"manly";74
"mature";77
"meek";178
"melodramatic";143
"mercenary";165
"merciful";6
"merry";126
"methodical";131
"mild";76
"mirthful";165
"miserly";69
"moderate";67
"modest";17
"moody";31
"moral";162
"musical";134
"narrow";70
"natural";62
"negative";81
"nervous";14
"noisy";35
"obliging";177
"obstinate";40
"obtrusive";10
"opinionated";20
"original";179
"particular";100
"passionate";45
"passive";152
"patient";5
"peaceful";5
"pensive";74
"persuasive";170
"pert";4
"petty";132
"philosophical";111
"pious";173
"placid";89
"playful";121
"pleasant";57
"pliant";170
"poetic";123
"polished";143
"polite";108
"pompous";180
"practical";66
"presumptuous";91
"productive";31
"profound";109
"proper";3
"prophetic";93
"proud";47
"prudent";50
"punctual";158
"quick";36
"quiet";57
"rash";49
"reasonable";132
"rebellious";84
"reckless";63
"refined";8
"reflective";104
"relaxed";73
"reproachful";113
"respectful";117
"responsible";151
"restless";114
"retiring";24
"rigid";124
"roguish";157
"rough";70
"rude";112
"rugged";95
"sarcastic";39
"scornful";23
"scrupulous";61
"selfish";181
"sensitive";161
"sentimental";153
"serene";136
"serious";160
"shallow";37
"showy";38
"shrewd";83
"shy";30
"silent";57
"simple";36
"sincere";15
"slow";58
"sluggish";92
"sly";154
"smart";105
"snobbish";93
"social";108
"solemn";140
"sour";90
"sparkling";43
"speedy";53
"spirited";144
"spiritless";124
"spiritual";99
"spiteful";99
"spontaneous";96
"sprightly";131
"stable";50
"steadfast";55
"steady";59
"stern";6
"strict";65
"studious";84
"submissive";133
"sullen";46
"sunny";2
"surly";91
"suspicious";182
"sympathetic";16
"talkative";78
"tender";162
"thoughtful";54
"thoughtless";156
"tight";155
"timid";140
"tough";4
"transparent";37
"treacherous";108
"trustworthy";137
"truthful";148
"unceremonious";61
"uncouth";167
"undisguised";118
"ungentlemanly";110
"unguarded";45
"unmindful";34
"unobtrusive";48
"unprincipled";48
"unsophisticated";61
"unsuspicious";4
"untaught";56
"untiring";78
"unyielding";139
"vague";162
"vain";176
"venturous";86
"vigorous";25
"violent";182
"visionary";110
"vocal";41
"warm";62
"wild";171
"wise";81
"unreasonable";23
"indiscreet";69
"timorous";163
"ungovernable";20
"unkind";75
"unaffected";170
"uncomplaining";118
"tame";56
"whimsical";107
"worldly";148
"unchanging";94
"tidy";77
"trustful";130
"wasteful";56
"precise";23
"observant";183
"sultry";119
"immoderate";125
"sloppy";143
"unfeminine";117
"shrewish";73
"wary";166
"ungenerous";152
"verbal";166
"religious";125
"severe";149
