"terms";"clusters"
"#-agreeable";1
"#-tight";17
"#-wishful";144
"abrupt";158
"accurate";73
"active";120
"affable";116
"affectionate";148
"agreeable";62
"amiable";131
"anxious";62
"appreciative";135
"arbitrary";43
"argumentative";63
"aristocratic";150
"audacious";3
"awkward";157
"bashful";150
"beneficent";42
"benevolent";42
"bitter";9
"blunt";84
"bold";93
"boorish";94
"boyish";105
"brave";17
"bright";76
"brisk";52
"brutal";146
"callous";2
"calm";70
"candid";29
"capable";118
"capricious";131
"careful";113
"careless";39
"cautious";120
"ceremonious";104
"certain";76
"cheerful";126
"childish";140
"civilized";150
"clever";41
"clumsy";86
"coarse";24
"coherent";7
"cold";76
"communicative";131
"compassionate";61
"complacent";157
"complicated";123
"complimentary";115
"conciliatory";21
"confident";51
"confused";141
"conscientious";31
"considerate";1
"consistent";148
"constant";124
"contented";139
"contradictory";74
"conventional";1
"conversational";95
"cool";50
"cordial";148
"critical";83
"cruel";56
"cunning";160
"curious";6
"decisive";97
"deep";60
"definite";74
"deliberate";57
"dependent";32
"despondent";58
"destructive";150
"determined";142
"devilish";32
"dictatorial";37
"dignified";8
"direct";15
"disdainful";3
"disrespectful";48
"dissatisfied";146
"distant";88
"distrustful";119
"dogged";64
"doleful";43
"dominant";17
"dreamy";138
"dull";62
"eager";67
"earnest";115
"earthy";64
"efficient";136
"elegant";28
"emotional";138
"emphatic";137
"energetic";155
"enthusiastic";153
"envious";11
"exact";55
"excessive";83
"excitable";147
"explicit";48
"expressive";63
"extravagant";31
"facetious";29
"faithful";90
"fanciful";69
"fearful";17
"feminine";111
"fervent";138
"fierce";26
"fiery";71
"firm";87
"flighty";103
"foolish";89
"forcible";112
"forgetful";138
"formal";108
"frank";114
"fretful";71
"friendly";15
"gallant";40
"generous";53
"genteel";31
"gentle";45
"gloomy";117
"graceful";108
"gracious";33
"greedy";96
"gruff";92
"hasty";34
"haughty";131
"heartless";17
"hearty";151
"heedful";143
"helpful";58
"honest";126
"humble";81
"ignorant";142
"immovable";119
"impatient";59
"impertinent";42
"impressionable";115
"inconsistent";22
"indefinite";72
"independent";31
"indifferent";49
"industrious";91
"inflexible";30
"informed";35
"ingenious";28
"injudicious";74
"inquisitive";42
"intellectual";146
"intelligent";154
"intimate";140
"inward";112
"irrepressible";19
"irresponsible";115
"jealous";16
"judicious";95
"juvenile";33
"kind";66
"larcenous";51
"lavish";54
"lazy";31
"leisurely";73
"lethargic";110
"lifeless";74
"literary";150
"live";92
"lively";46
"logical";3
"loud";49
"lucid";107
"magisterial";42
"magnanimous";131
"malevolent";42
"malicious";77
"manly";107
"meditative";127
"meek";70
"merciful";29
"methodical";32
"mild";42
"mischievous";34
"miserly";104
"moderate";14
"modest";114
"moody";161
"moral";132
"murderous";25
"musical";22
"narrow";118
"natural";27
"negative";158
"nervous";6
"noisy";41
"obliging";131
"observant";41
"obtrusive";21
"orderly";153
"original";83
"ostentatious";156
"particular";122
"passionate";128
"passive";14
"patient";50
"peaceful";111
"persistent";158
"persuasive";151
"philosophical";8
"pious";130
"placid";149
"playful";10
"pleasant";78
"poetic";7
"polite";23
"political";17
"practical";13
"precise";41
"predatory";17
"profound";141
"proper";33
"proud";62
"prudent";25
"punctual";128
"quick";79
"quiet";27
"reasonable";155
"rebellious";44
"reckless";80
"reliable";12
"religious";33
"reproachful";33
"resentful";98
"respectful";134
"responsible";32
"responsive";64
"restless";91
"revengeful";16
"rough";4
"rude";106
"sarcastic";109
"scheming";20
"scornful";67
"sensitive";102
"serene";1
"serious";142
"servile";156
"severe";101
"shallow";70
"showy";20
"shy";161
"silent";145
"simple";35
"slow";66
"sluggish";157
"smart";9
"sociable";20
"social";154
"solemn";4
"sour";99
"spirited";48
"stable";47
"steady";68
"stern";10
"stormy";155
"strict";23
"suspicious";148
"talkative";85
"thoughtful";18
"tight";3
"timid";121
"tough";33
"treacherous";80
"trustful";51
"twitchy";82
"unassertive";65
"unchanging";41
"undutiful";19
"unfair";16
"unfaithful";125
"unkind";153
"unmindful";125
"unpunctual";32
"unreasonable";23
"untiring";32
"vague";91
"vain";46
"vigorous";32
"violent";24
"visionary";50
"wild";141
"wishful";50
"worldly";90
"sunny";136
"volatile";111
"warm";45
"insolent";72
"surly";94
"sympathetic";36
"tender";149
"zealous";85
"ungracious";100
"inhospitable";43
"rash";100
"sprightly";25
"submissive";14
"unaffected";95
"unartistic";42
"womanly";115
"wise";133
"slovenly";5
"unfeeling";75
"verbal";35
"uninformed";2
"genial";147
"ungenerous";38
"studious";104
"vivid";84
"sincere";65
"unscrupulous";98
"systematic";20
"spiteful";152
"untaught";69
"uncouth";72
"provincial";129
"unassuming";144
"refined";159
