"terms";"clusters"
"#-anxious";206
"#-congenial";32
"#-literary";203
"#-mild";171
"#-shy";106
"abrupt";131
"abusive";64
"accessible";222
"accurate";194
"active";94
"adaptable";84
"adventurous";32
"affable";25
"affectionate";12
"affirmative";206
"aggressive";3
"agreeable";174
"ambitious";179
"amiable";152
"analytical";81
"anxious";35
"argumentative";131
"aristocratic";87
"arrogant";134
"artistic";169
"assured";61
"audacious";170
"autocratic";206
"awkward";210
"bashful";139
"beneficent";147
"benevolent";218
"bitter";109
"bland";218
"blunt";172
"boastful";111
"bold";24
"boyish";168
"brave";178
"bright";79
"brisk";135
"buoyant";156
"calm";112
"candid";152
"capable";57
"capricious";144
"careful";80
"careless";128
"casual";165
"cautious";201
"certain";79
"changeable";138
"charitable";58
"chatty";14
"cheerful";191
"childish";135
"chivalrous";151
"civil";100
"civilized";149
"clever";135
"clumsy";133
"coarse";111
"cold";163
"combative";139
"communicative";194
"compassionate";169
"complacent";189
"complaining";14
"complex";30
"compliant";47
"complicated";136
"complimentary";8
"conciliatory";131
"condescending";62
"confident";146
"confused";93
"congenial";116
"conscientious";151
"considerate";105
"consistent";208
"constant";179
"constrained";117
"constructive";180
"contemplative";210
"contented";168
"contradictory";14
"contrary";212
"conventional";85
"conversational";148
"cool";211
"cordial";151
"corrective";52
"courageous";197
"courteous";48
"covetous";206
"crafty";75
"credulous";132
"critical";62
"cruel";96
"cunning";26
"curious";130
"dainty";68
"daring";166
"decisive";15
"deep";163
"defensive";49
"defiant";147
"definite";18
"deliberate";198
"derisive";192
"despondent";203
"destructive";46
"determined";188
"devilish";208
"devout";47
"dignified";88
"diplomatic";31
"direct";37
"discreet";25
"disdainful";69
"dishonest";209
"disorderly";137
"dissatisfied";147
"distant";60
"distrustful";28
"dogged";66
"doleful";121
"dull";191
"dutiful";131
"eager";122
"earnest";39
"economical";124
"educated";69
"egotistical";180
"elegant";97
"eloquent";158
"emotional";64
"emphatic";93
"energetic";203
"enthusiastic";196
"envious";118
"evasive";30
"exact";113
"excessive";32
"exclusive";187
"explicit";166
"explosive";212
"expressive";113
"extravagant";66
"facetious";208
"faithful";205
"fanciful";144
"fearful";213
"feminine";157
"fervent";28
"fickle";134
"fierce";41
"fiery";70
"firm";42
"foolish";173
"forbearing";19
"forcible";53
"forgetful";67
"formal";184
"frank";156
"friendly";130
"frolicsome";206
"frugal";121
"gallant";43
"generous";91
"genial";44
"genteel";78
"gentle";191
"glib";162
"gloomy";175
"graceful";6
"graceless";180
"gracious";174
"greedy";177
"gruff";77
"hardened";127
"harsh";4
"hasty";22
"haughty";7
"heartless";72
"hearty";65
"heedless";38
"helpful";201
"heroic";222
"honest";27
"hospitable";108
"humble";123
"hypocritical";119
"ignorant";2
"illogical";149
"imaginative";89
"imitative";40
"impatient";39
"impertinent";188
"imperturbable";63
"impetuous";221
"impish";195
"impolite";69
"impressible";120
"impudent";159
"incautious";142
"inconsiderate";168
"inconsistent";112
"inconstant";89
"incorruptible";192
"indefinite";218
"independent";54
"indifferent";115
"indirect";142
"indomitable";98
"industrious";215
"inexhaustible";95
"inexperienced";183
"ingenious";98
"ingenuous";17
"inhuman";74
"injudicious";61
"inquisitive";143
"insolent";21
"intellectual";29
"intelligent";71
"intense";105
"intimate";200
"intricate";212
"intrusive";59
"intuitive";76
"invariable";171
"ironical";100
"irrational";187
"irrepressible";161
"irresolute";22
"irresponsible";197
"irreverent";45
"irritable";31
"jealous";123
"jovial";147
"judicious";201
"just";141
"kind";27
"kindly";31
"languid";6
"lavish";81
"lazy";75
"learned";121
"lethargic";194
"literal";136
"literary";214
"live";10
"lively";11
"logical";101
"loud";106
"loving";117
"loyal";166
"magnanimous";184
"magnetic";89
"malicious";19
"manly";151
"maternal";115
"mature";84
"meditative";65
"meek";131
"melodramatic";49
"mercenary";185
"merciful";110
"merry";16
"methodical";11
"mild";207
"mischievous";17
"miserly";200
"mistrustful";146
"moderate";28
"modest";35
"moody";217
"moral";123
"murderous";99
"musical";167
"mutinous";141
"narrow";199
"natural";79
"negative";71
"negligent";23
"nervous";60
"noisy";176
"objective";95
"obliging";19
"observant";220
"obstinate";153
"orderly";92
"original";199
"particular";163
"passionate";193
"passive";118
"patient";211
"patronizing";187
"peaceful";91
"pensive";75
"perceptive";124
"persevering";171
"persistent";154
"pert";73
"philanthropic";90
"philosophical";23
"pious";5
"placid";184
"playful";51
"pleasant";174
"polished";77
"polite";54
"political";116
"practical";37
"precise";7
"prejudiced";145
"presumptuous";119
