"terms";"clusters"
"#-fancy";29
"#-happy";24
"#-married";18
"#-pleasing";10
"#-wise";5
"accomplished";27
"alert";29
"amusing";31
"blessed";32
"bustle";12
"calm";1
"capable";8
"careful";8
"cautious";4
"charitable";18
"clean";13
"compassionate";39
"competent";25
"confident";15
"cruel";24
"curious";10
"dangerous";30
"delicate";25
"delicious";29
"determined";3
"direct";38
"encouraging";6
"energetic";29
"entertaining";17
"entitled";9
"exciting";25
"extraordinary";35
"extreme";34
"faithful";20
"familiar";1
"famous";17
"fancy";23
"feeling";12
"forgiving";10
"free";12
"friendly";14
"generous";18
"gentle";37
"genuine";4
"graceful";39
"happier";37
"harmless";9
"honest";23
"humble";35
"improper";11
"independent";16
"intellectual";9
"intelligent";41
"irregular";18
"legal";7
"liberal";9
"mighty";2
"minded";39
"modest";35
"moral";27
"neat";21
"obliged";37
"original";20
"playful";1
"polite";20
"popular";2
"powerful";35
"professional";29
"profitable";27
"proud";15
"prudent";19
"qualified";28
"richest";7
"sacred";20
"safe";3
"safer";33
"secure";4
"selfish";3
"shocked";17
"sincere";41
"social";2
"spontaneous";29
"stable";40
"standing";13
"surprising";40
"uncertain";27
"unfair";22
"united";9
"universal";9
"unpleasant";36
"weak";26
"weaker";5
"welcome";21
"wise";35
"productive";29
"thoughtful";11
"encouraged";29
"strengthened";29
"tidy";10
"subordinate";32
