"terms";"clusters"
"affectionate";10
"afraid";25
"agreeable";9
"alone";25
"angry";39
"anxious";27
"ashamed";39
"bad";34
"beautiful";21
"big";7
"blind";15
"bright";25
"busy";22
"careful";5
"certain";32
"charming";36
"clever";8
"cold";28
"comfortable";2
"cruel";3
"curious";33
"devoted";12
"difficult";1
"distinguished";38
"expressive";37
"fair";1
"faithful";38
"familiar";40
"fine";18
"friendly";17
"generous";41
"gentle";14
"glad";6
"good";23
"gracious";29
"grateful";5
"great";23
"handsome";35
"happy";20
"hard";26
"honest";14
"hopeful";31
"impatient";5
"important";7
"innocent";3
"interested";30
"kind";21
"little";11
"loud";31
"natural";26
"old";23
"open";20
"original";13
"patient";36
"plain";4
"pleasant";9
"pleased";10
"poor";24
"practical";19
"pretty";16
"private";16
"proper";2
"proud";21
"quiet";6
"remarkable";12
"rich";42
"ridiculous";15
"rough";15
"sensible";39
"short";32
"social";31
"strange";42
"strong";6
"surprised";4
"sweet";19
"tired";12
"unhappy";40
"violent";36
"warm";7
"weak";4
"well";1
"wise";31
"wonderful";9
"worthy";41
"young";24
"youthful";36
