"terms";"clusters"
"active";25
"afraid";9
"agreeable";40
"alone";6
"anxious";2
"artificial";17
"ashamed";28
"bad";30
"beautiful";33
"bright";1
"busy";17
"capable";39
"careful";34
"careless";22
"cautious";20
"certain";21
"cheerful";12
"clever";3
"cold";21
"comfortable";9
"cool";11
"cruel";11
"dangerous";28
"decent";41
"delighted";10
"delightful";34
"desirable";14
"determined";21
"difficult";36
"eager";8
"excellent";29
"extraordinary";37
"fair";10
"fine";30
"friendly";34
"gentle";39
"glad";32
"good";18
"grateful";35
"great";18
"handsome";16
"happy";15
"impatient";13
"important";27
"interesting";37
"jealous";26
"kind";9
"little";18
"lively";3
"lovely";23
"lucky";36
"natural";29
"nice";19
"observant";13
"old";40
"open";43
"plain";33
"pleasant";9
"pleased";2
"pleasing";31
"polite";20
"poor";40
"powerful";22
"pretty";21
"private";26
"proper";16
"quiet";28
"reasonable";25
"remarkable";17
"respectable";4
"rich";42
"rough";7
"sad";27
"satisfied";16
"selfish";38
"sensible";30
"serious";16
"short";15
"sincere";11
"strict";4
"strong";32
"surprised";31
"suspicious";5
"sweet";6
"tired";7
"unhappy";24
"useful";12
"valuable";23
"warm";2
"well";36
"wise";5
"worthy";13
"young";15
