"terms";"clusters"
"afraid";1
"agreeable";1
"alone";1
"anxious";1
"big";2
"calm";1
"certain";2
"cheerful";1
"cold";1
"comfortable";1
"difficult";1
"eager";1
"excellent";1
"fair";2
"faithful";1
"fine";2
"firm";1
"foolish";1
"furious";1
"glad";2
"good";2
"great";2
"handsome";1
"happy";2
"hard";2
"honest";2
"ignorant";1
"impatient";1
"little";2
"natural";1
"old";2
"open";2
"ordinary";1
"plain";2
"pleasant";2
"pleased";1
"poor";2
"proper";2
"quiet";1
"religious";1
"remarkable";1
"rich";1
"sad";1
"satisfied";2
"secure";1
"sensible";1
"serious";1
"short";2
"sincere";1
"strange";2
"strong";2
"surprised";2
"terrible";2
"thankful";2
"unhappy";1
"useful";1
"violent";1
"weak";1
"wise";1
"wonderful";1
"young";2
