"terms";"clusters"
"active";6
"admirable";56
"affectionate";14
"agreeable";46
"alone";32
"annoying";11
"anxious";22
"awful";15
"beautiful";35
"bitter";16
"blind";48
"bold";28
"bright";20
"busy";13
"calm";36
"capable";36
"certain";30
"cheerful";7
"childish";26
"clean";9
"clever";11
"cold";52
"confused";43
"cool";28
"cruel";11
"dangerous";21
"delighted";20
"delightful";38
"dependent";15
"depressed";38
"devoted";32
"difficult";40
"disappointed";15
"distinguished";17
"eager";50
"enthusiastic";9
"evil";41
"excellent";35
"expressive";8
"fair";48
"familiar";5
"feminine";40
"fine";54
"firm";44
"fortunate";12
"furious";44
"generous";25
"gentle";45
"glad";34
"good";4
"grateful";10
"great";4
"happy";4
"hard";5
"harmless";14
"helpless";3
"ignorant";47
"impatient";49
"innocent";16
"interested";2
"interesting";19
"kind";36
"little";55
"lively";8
"loud";34
"lovely";51
"modest";11
"natural";37
"nervous";23
"old";45
"open";25
"original";2
"passionate";28
"patient";9
"peaceful";10
"plain";6
"pleasant";29
"pleased";22
"poor";45
"powerful";41
"practical";40
"pretty";11
"proud";17
"remarkable";53
"rich";23
"romantic";53
"rough";11
"rude";5
"sad";48
"satisfied";33
"secure";28
"selfish";42
"sensitive";2
"serious";50
"short";7
"sincere";40
"strange";45
"strong";38
"surprised";24
"sweet";18
"tall";11
"terrible";34
"terrific";42
"thin";31
"unfair";39
"unhappy";7
"unusual";39
"valuable";21
"violent";8
"warm";33
"weak";49
"well";1
"wonderful";35
"young";18
"worthy";3
"useful";27
"youthful";56
