"terms";"clusters"
"#-angry";19
"#-ashamed";40
"#-embarrassed";58
"#-extraordinary";25
"#-familiar";39
"#-handsome";35
"#-kind";11
"#-strong";21
"#-worthy";25
"admirable";1
"affectionate";58
"afraid";78
"agreeable";30
"alone";61
"amazing";33
"angry";43
"anxious";4
"awake";31
"awkward";68
"bad";73
"beautiful";19
"big";64
"bitter";54
"blind";12
"bold";52
"brave";18
"bright";2
"busy";51
"calm";6
"capable";15
"careful";26
"careless";33
"casual";65
"cautious";27
"certain";22
"charming";76
"cheerful";53
"clean";20
"clumsy";43
"cold";13
"comfortable";8
"competent";54
"complicated";41
"concerned";47
"confused";17
"consistent";49
"cool";73
"crazy";21
"cruel";77
"curious";71
"dangerous";63
"delighted";15
"delightful";76
"depressed";12
"desirable";3
"determined";75
"difficult";42
"disabled";24
"distinguished";38
"dumb";24
"eager";13
"embarrassed";62
"encouraging";75
"evil";44
"excellent";34
"exhausted";11
"experienced";18
"extraordinary";60
"fair";10
"faithful";16
"familiar";51
"famous";58
"fine";67
"firm";6
"foolish";29
"fortunate";1
"friendly";69
"furious";72
"generous";45
"gentle";66
"glad";10
"grateful";39
"handsome";28
"happy";81
"hard";67
"healthy";21
"helpful";55
"helpless";57
"honest";10
"ignorant";17
"impatient";52
"innocent";61
"irrational";40
"jealous";35
"joyful";35
"kind";60
"lively";80
"loud";52
"loving";15
"mean";58
"natural";74
"negative";12
"nice";63
"offensive";62
"old";32
"open";64
"ordinary";53
"original";41
"passionate";55
"plain";34
"pleasant";67
"pleased";34
"poor";37
"positive";12
"powerful";1
"private";7
"proper";9
"prosperous";31
"quiet";56
"reasonable";5
"rebellious";77
"religious";70
"remarkable";74
"rich";56
"ridiculous";65
"rough";4
"rude";11
"sad";36
"satisfied";56
"scared";51
"secure";6
"sensible";53
"serious";74
"short";50
"shy";20
"sincere";46
"slender";1
"sociable";73
"strange";64
"strict";23
"strong";32
"stupid";35
"successful";79
"surprised";32
"sweet";65
"tall";2
"terrible";78
"thankful";28
"thin";2
"thorough";65
"tired";44
"tough";19
"unhappy";74
"unlucky";41
"useful";48
"valuable";69
"violent";59
"warm";72
"weak";17
"wise";71
"wonderful";14
"young";37
"well";2
"unfaithful";33
"wealthy";55
"thoughtless";38
