"terms";"clusters"
"accustomed";2
"afraid";1
"beautiful";1
"best";1
"calm";1
"careful";2
"cheerful";1
"clean";1
"clever";2
"comfortable";1
"curious";1
"delicate";1
"different";2
"extraordinary";2
"fair";2
"faithful";2
"familiar";2
"free";2
"gentle";1
"genuine";2
"greatest";2
"happy";1
"honest";2
"humble";2
"mighty";2
"natural";2
"neat";1
"official";2
"peaceful";1
"pleasant";1
"powerful";2
"professional";2
"proud";2
"quiet";1
"rich";1
"safe";2
"smart";2
"special";2
"strong";1
"top";2
"weak";1
"wise";2
"worth";2
