"terms";"clusters"
"accustomed";6
"afraid";9
"appropriate";6
"beautiful";4
"best";3
"cheerful";3
"clean";8
"comfortable";9
"compassionate";6
"curious";3
"dangerous";4
"delicate";6
"different";2
"extraordinary";8
"fair";7
"faithful";5
"familiar";6
"free";2
"gentle";5
"graceful";4
"greatest";1
"happy";1
"holy";6
"honest";5
"humble";5
"independent";6
"interesting";5
"loose";8
"modest";9
"moral";2
"mysterious";7
"natural";3
"pleasant";1
"polite";6
"popular";6
"proud";5
"quiet";2
"respected";7
"rich";4
"safe";4
"social";8
"strong";2
"surprising";8
"thoughtful";8
"uncertain";7
"united";8
"weak";9
"worth";7
