"root_node_id" "tag"
"1" "alone"
"1" "bald"
"1" "bare"
"1" "base"
"1" "brim"
"1" "commodious"
"1" "dark"
"1" "dictatorial"
"1" "dry"
"1" "full"
"1" "hard"
"1" "imperial"
"1" "inflexible"
"1" "it"
"1" "little"
"1" "monotonous"
"1" "mouth"
"1" "obstinate"
"1" "out"
"1" "pie"
"1" "plain"
"1" "plum"
"1" "present"
"1" "ready"
"1" "set"
"1" "shining"
"1" "square"
"1" "stubborn"
"1" "thin"
"1" "unaccommodating"
"1" "wide"
"1" "will"
"2" "blinking"
"2" "blushing"
"2" "bringing"
"2" "busy"
"2" "case"
"2" "catching"
"2" "certain"
"2" "charged"
"2" "clean"
"2" "cold"
"2" "coming"
"2" "common"
"2" "compact"
"2" "cut"
"2" "cutting"
"2" "deficient"
"2" "divided"
"2" "face"
"2" "filled"
"2" "fistic"
"2" "galvanizing"
"2" "general"
"2" "genius"
"2" "girl"
"2" "horse"
"2" "human"
"2" "iron"
"2" "kind"
"2" "light"
"2" "loaded"
"2" "lustrous"
"2" "mechanical"
"2" "mighty"
"2" "moving"
"2" "narrow"
"2" "natural"
"2" "nonsensical"
"2" "objectionable"
"2" "off"
"2" "opponent"
"2" "private"
"2" "proving"
"2" "put"
"2" "quivering"
"2" "right"
"2" "sandy"
"2" "short"
"2" "sick"
"2" "simple"
"2" "sunny"
"2" "supposititious"
"2" "tender"
"2" "trembling"
"2" "ugly"
"2" "unable"
"2" "well"
"2" "white"
"2" "young"
"3" "best"
"3" "better"
"3" "called"
"3" "calm"
"3" "chilled"
"3" "composed"
"3" "compound"
"3" "contained"
"3" "deaf"
"3" "dismal"
"3" "elated"
"3" "fancy"
"3" "feeble"
"3" "first"
"3" "fond"
"3" "foreign"
"3" "frightened"
"3" "good"
"3" "great"
"3" "happy"
"3" "having"
"3" "heavy"
"3" "high"
"3" "hurt"
"3" "indignant"
"3" "mathematical"
"3" "matter-of-fact"
"3" "mean"
"3" "must"
"3" "new"
"3" "physical"
"3" "pleasant"
"3" "pretty"
"3" "primary"
"3" "proof"
"3" "slow"
"3" "smiling"
"3" "stony"
"3" "strong"
"3" "susceptible"
"3" "vocal"
"3" "wheezy"
"3" "wrong"
"4" "boiling"
"4" "lurking"
"4" "robber"
"5" "acceptable"
"5" "affectionate"
"5" "astounding"
"5" "attached"
"5" "backhanded"
