"source" "tag"
"1" 1 "dark"
"2" 1 "face"
"3" 1 "girl"
"4" 1 "hard"
"5" 1 "it"
"6" 1 "off"
"7" 1 "out"
"8" 1 "put"
"9" 1 "right"
"10" 1 "stern"
"11" 1 "well"
"12" 2 "better"
"13" 2 "easy"
"14" 2 "fell"
"15" 2 "high"
"16" 2 "it"
"17" 1 "little"
"18" 2 "make"
"19" 2 "must"
"20" 2 "new"
"21" 2 "out"
"22" 2 "put"
"23" 1 "still"
"24" 2 "tender"
"25" 3 "behind"
"26" 2 "best"
"27" 3 "better"
"28" 2 "dark"
"29" 2 "face"
"30" 2 "faint"
"31" 3 "fatal"
"32" 3 "feeble"
"33" 3 "glad"
"34" 2 "great"
"35" 2 "hard"
"36" 3 "having"
"37" 3 "it"
"38" 3 "large"
"39" 3 "late"
"40" 1 "light"
"41" 3 "little"
"42" 1 "near"
"43" 3 "new"
"44" 2 "off"
"45" 3 "old"
"46" 3 "out"
"47" 2 "present"
"48" 1 "red"
"49" 3 "retainer"
"50" 2 "right"
"51" 1 "round"
"52" 3 "set"
"53" 1 "strong"
"54" 3 "thinking"
"55" 2 "well"
"56" 3 "will"
"57" 4 "behind"
"58" 1 "certain"
"59" 1 "coming"
"60" 4 "complicated"
"61" 3 "dear"
"62" 3 "devoted"
"63" 4 "face"
"64" 4 "faint"
"65" 1 "human"
"66" 4 "it"
"67" 4 "lady"
"68" 2 "last"
"69" 4 "little"
"70" 4 "lost"
"71" 3 "make"
"72" 4 "mature"
"73" 4 "new"
"74" 4 "off"
"75" 4 "old"
"76" 4 "out"
"77" 2 "possible"
"78" 4 "present"
"79" 4 "round"
"80" 2 "touched"
"81" 4 "well"
"82" 4 "will"
"83" 2 "yellow"
"84" 4 "young"
"85" 3 "cold"
"86" 2 "cut"
"87" 2 "dead"
"88" 4 "dry"
"89" 3 "first"
"90" 2 "girl"
"91" 4 "gloomy"
"92" 1 "gone"
"93" 4 "great"
"94" 4 "hard"
"95" 4 "having"
"96" 5 "it"
"97" 5 "lady"
"98" 5 "little"
"99" 1 "low"
"100" 5 "make"
"101" 5 "mature"
"102" 4 "melancholy"
"103" 5 "moved"
"104" 3 "must"
"105" 5 "old"
"106" 5 "out"
"107" 5 "rich"
"108" 4 "right"
"109" 5 "rough"
"110" 4 "set"
"111" 2 "short"
"112" 1 "small"
"113" 2 "spirit"
"114" 4 "strong"
"115" 1 "terrified"
"116" 5 "will"
"117" 5 "young"
"118" 1 "aware"
"119" 2 "blank"
"120" 5 "certain"
"121" 5 "child"
"122" 5 "coming"
"123" 5 "face"
"124" 6 "girl"
"125" 6 "great"
"126" 6 "having"
"127" 6 "it"
"128" 4 "large"
"129" 6 "old"
"130" 5 "present"
"131" 5 "round"
"132" 4 "unable"
"133" 6 "will"
"134" 6 "young"
"135" 2 "awful"
"136" 5 "black"
"137" 4 "clear"
"138" 7 "face"
"139" 6 "first"
"140" 5 "following"
"141" 6 "gloomy"
"142" 6 "gone"
"143" 6 "good"
"144" 7 "great"
"145" 7 "it"
"146" 7 "large"
"147" 5 "last"
"148" 6 "little"
"149" 7 "living"
"150" 3 "nobody"
"151" 6 "out"
"152" 5 "possible"
"153" 3 "put"
"154" 5 "respectable"
"155" 6 "right"
"156" 7 "round"
"157" 6 "set"
"158" 6 "sure"
"159" 5 "taking"
"160" 5 "touched"
"161" 7 "will"
"162" 7 "young"
"163" 5 "behind"
"164" 4 "better"
"165" 1 "bird"
"166" 6 "case"
"167" 6 "cut"
"168" 4 "dark"
"169" 6 "engaged"
"170" 8 "first"
"171" 8 "forced"
"172" 7 "girl"
"173" 2 "glancing"
"174" 8 "good"
"175" 7 "having"
"176" 5 "hopeful"
"177" 8 "it"
"178" 8 "last"
"179" 4 "light"
"180" 8 "little"
"181" 5 "lost"
"182" 6 "low"
"183" 6 "make"
"184" 1 "making"
"185" 6 "moral"
"186" 1 "moving"
"187" 6 "must"
"188" 4 "near"
"189" 7 "old"
"190" 8 "out"
"191" 2 "pretty"
"192" 8 "put"
"193" 8 "read"
"194" 4 "red"
"195" 8 "right"
"196" 1 "rotten"
"197" 1 "ruffled"
"198" 1 "rusty"
"199" 6 "small"
"200" 1 "stone"
"201" 5 "well"
"202" 8 "whole"
"203" 8 "will"
"204" 2 "wood"
"205" 8 "young"
"206" 8 "bad"
"207" 9 "bird"
"208" 1 "bright"
"209" 9 "case"
"210" 7 "certain"
"211" 9 "drunken"
"212" 5 "excellent"
"213" 8 "face"
"214" 5 "faint"
"215" 4 "fatal"
"216" 9 "first"
"217" 7 "general"
"218" 3 "harmless"
"219" 9 "it"
"220" 4 "kind"
"221" 9 "lamp"
"222" 9 "last"
"223" 4 "late"
"224" 8 "leaning"
"225" 9 "little"
"226" 8 "living"
"227" 9 "low"
"228" 6 "moved"
"229" 3 "neat"
"230" 5 "off"
"231" 3 "open"
"232" 9 "out"
"233" 1 "pale"
"234" 8 "possible"
"235" 5 "posting"
"236" 9 "right"
"237" 8 "round"
"238" 9 "ruffled"
"239" 1 "searching"
"240" 1 "seeking"
"241" 6 "short"
"242" 3 "still"
"243" 8 "taking"
"244" 1 "wet"
"245" 9 "will"
"246" 1 "backward"
"247" 10 "bad"
"248" 4 "best"
"249" 9 "better"
"250" 9 "close"
"251" 7 "coming"
"252" 8 "contriving"
"253" 9 "dark"
"254" 4 "done"
"255" 10 "face"
"256" 9 "girl"
"257" 8 "gone"
"258" 9 "good"
"259" 6 "hard"
"260" 10 "it"
"261" 10 "last"
"262" 2 "laying"
"263" 6 "least"
"264" 9 "lifted"
"265" 10 "little"
"266" 10 "living"
"267" 9 "make"
"268" 9 "must"
"269" 10 "out"
"270" 8 "particular"
"271" 5 "pleased"
"272" 8 "professional"
"273" 9 "put"
"274" 9 "read"
"275" 6 "rich"
"276" 10 "right"
"277" 9 "rum"
"278" 10 "satellite"
"279" 9 "seen"
"280" 8 "sure"
"281" 10 "taking"
"282" 5 "telling"
"283" 8 "touched"
"284" 10 "will"
"285" 2 "alone"
"286" 11 "bad"
"287" 11 "better"
"288" 10 "bird"
"289" 8 "called"
"290" 1 "changed"
"291" 6 "cold"
"292" 11 "coming"
"293" 9 "cut"
"294" 11 "dark"
"295" 8 "even"
"296" 11 "girl"
"297" 4 "glad"
"298" 9 "glancing"
"299" 11 "good"
"300" 8 "great"
"301" 5 "grisly"
"302" 11 "hard"
"303" 2 "holding"
"304" 6 "hollow"
"305" 1 "hungry"
"306" 11 "it"
"307" 8 "large"
"308" 11 "last"
"309" 9 "leading"
"310" 8 "learned"
"311" 11 "learning"
"312" 11 "little"
"313" 9 "lost"
"314" 11 "make"
"315" 9 "near"
"316" 5 "new"
"317" 10 "off"
"318" 11 "out"
"319" 3 "plain"
"320" 11 "put"
"321" 11 "read"
"322" 6 "rough"
"323" 10 "round"
"324" 8 "set"
"325" 10 "still"
"326" 11 "taking"
"327" 4 "wandering"
"328" 11 "will"
"329" 12 "better"
"330" 10 "case"
"331" 6 "character"
"332" 6 "dead"
"333" 4 "fish"
"334" 1 "floating"
"335" 8 "following"
"336" 9 "forced"
"337" 9 "having"
"338" 12 "it"
"339" 12 "last"
"340" 12 "little"
"341" 12 "new"
"342" 12 "out"
"343" 1 "precise"
"344" 7 "present"
"345" 6 "private"
"346" 12 "put"
"347" 10 "ready"
"348" 11 "right"
"349" 12 "set"
"350" 1 "slack"
"351" 12 "straight"
"352" 11 "suspicious"
"353" 1 "touching"
"354" 1 "absorbed"
"355" 1 "beat"
"356" 11 "best"
"357" 13 "better"
"358" 8 "black"
"359" 12 "coming"
"360" 8 "conventional"
"361" 5 "dear"
"362" 12 "divided"
"363" 11 "done"
"364" 12 "even"
"365" 5 "expressive"
"366" 10 "first"
"367" 12 "full"
"368" 11 "gone"
"369" 3 "grand"
"370" 13 "having"
"371" 5 "human"
"372" 3 "innocent"
"373" 13 "it"
"374" 10 "kind"
"375" 12 "leading"
"376" 9 "light"
"377" 6 "limited"
"378" 13 "little"
"379" 10 "low"
"380" 4 "majestic"
"381" 9 "making"
"382" 13 "new"
"383" 12 "off"
"384" 9 "old"
"385" 10 "open"
"386" 13 "out"
"387" 6 "poor"
"388" 6 "popular"
"389" 13 "put"
"390" 13 "remarkable"
"391" 12 "round"
"392" 1 "shining"
"393" 10 "short"
"394" 2 "shot"
"395" 6 "spirit"
"396" 9 "staring"
"397" 7 "unable"
"398" 9 "whole"
"399" 7 "wrong"
"400" 12 "alone"
"401" 14 "black"
"402" 12 "called"
"403" 11 "card"
"404" 13 "case"
"405" 13 "character"
"406" 14 "dear"
"407" 14 "even"
"408" 14 "expressive"
"409" 11 "face"
"410" 12 "feel"
"411" 4 "feeling"
"412" 4 "fine"
"413" 14 "first"
"414" 12 "girl"
"415" 12 "good"
"416" 14 "having"
"417" 2 "impatient"
"418" 14 "it"
"419" 14 "kind"
"420" 6 "lady"
"421" 13 "last"
"422" 1 "lay"
"423" 14 "led"
"424" 14 "little"
"425" 14 "making"
"426" 12 "mean"
"427" 5 "mouth"
"428" 11 "must"
"429" 14 "off"
"430" 14 "poor"
"431" 13 "present"
"432" 9 "pretty"
"433" 14 "put"
"434" 8 "respectable"
"435" 14 "spirit"
"436" 11 "sure"
"437" 11 "telling"
"438" 4 "thinking"
"439" 9 "unfortunate"
"440" 12 "warm"
"441" 9 "well"
"442" 12 "will"
"443" 2 "worthy"
"444" 9 "young"
"445" 11 "afraid"
"446" 15 "alone"
"447" 12 "bad"
"448" 10 "beforehand"
"449" 14 "better"
"450" 15 "black"
"451" 15 "case"
"452" 14 "chubby"
"453" 14 "coming"
"454" 5 "convenient"
"455" 12 "cut"
"456" 12 "dark"
"457" 15 "dear"
"458" 5 "embarrassing"
"459" 15 "even"
"460" 15 "expressive"
"461" 15 "face"
"462" 4 "fair"
"463" 15 "feel"
"464" 15 "girl"
"465" 15 "good"
"466" 12 "hard"
"467" 15 "having"
"468" 15 "it"
"469" 15 "kind"
"470" 2 "knocking"
"471" 15 "lady"
"472" 15 "last"
"473" 11 "laying"
"474" 9 "likely"
"475" 15 "little"
"476" 12 "make"
"477" 15 "mouth"
"478" 9 "nasty"
"479" 15 "off"
"480" 15 "poor"
"481" 15 "put"
"482" 15 "ridiculous"
"483" 13 "right"
"484" 9 "sharp"
"485" 14 "short"
"486" 15 "telling"
"487" 15 "unfortunate"
"488" 15 "will"
"489" 15 "young"
"490" 2 "acknowledged"
"491" 10 "agitated"
"492" 14 "best"
"493" 16 "better"
"494" 6 "bosom"
"495" 15 "called"
"496" 16 "case"
"497" 12 "changed"
"498" 14 "cherubic"
"499" 14 "complete"
"500" 4 "conscious"
"501" 16 "dear"
"502" 16 "diffident"
"503" 14 "done"
"504" 3 "easy"
"505" 16 "face"
"506" 13 "free"
"507" 14 "full"
"508" 16 "girl"
"509" 11 "giving"
"510" 16 "having"
"511" 16 "hesitating"
"512" 12 "holding"
"513" 16 "it"
"514" 16 "kind"
"515" 16 "little"
"516" 14 "low"
"517" 9 "marked"
"518" 2 "miss"
"519" 14 "modest"
"520" 10 "neat"
"521" 14 "out"
"522" 16 "poor"
"523" 15 "pretty"
"524" 13 "ready"
"525" 16 "rising"
"526" 10 "silent"
"527" 12 "still"
"528" 13 "straight"
"529" 13 "touching"
"530" 14 "unable"
"531" 14 "white"
"532" 16 "will"
"533" 16 "alone"
"534" 16 "bad"
"535" 14 "candle"
"536" 6 "catching"
"537" 16 "cut"
"538" 17 "dear"
"539" 17 "done"
"540" 9 "empty"
"541" 16 "even"
"542" 1 "exact"
"543" 15 "fine"
"544" 15 "first"
"545" 17 "girl"
"546" 12 "great"
"547" 17 "having"
"548" 14 "human"
"549" 17 "it"
"550" 16 "lady"
"551" 16 "last"
"552" 16 "laying"
"553" 14 "light"
"554" 17 "little"
"555" 17 "low"
"556" 17 "miss"
"557" 15 "must"
"558" 16 "nasty"
"559" 12 "near"
"560" 16 "off"
"561" 14 "old"
"562" 17 "out"
"563" 11 "particular"
"564" 17 "poor"
"565" 16 "put"
"566" 13 "retired"
"567" 11 "rum"
"568" 15 "severe"
"569" 13 "suspicious"
"570" 15 "warm"
"571" 17 "will"
"572" 16 "young"
"573" 17 "best"
"574" 16 "black"
"575" 7 "blank"
"576" 10 "certain"
"577" 15 "character"
"578" 12 "cold"
"579" 6 "confidential"
"580" 9 "damp"
"581" 4 "delighted"
"582" 18 "done"
"583" 6 "dry"
"584" 17 "face"
"585" 14 "gone"
"586" 18 "great"
"587" 16 "hard"
"588" 3 "high"
"589" 6 "humble"
"590" 1 "iron"
"591" 18 "it"
"592" 15 "lay"
"593" 18 "little"
"594" 11 "living"
"595" 12 "lost"
"596" 15 "making"
"597" 18 "morning"
"598" 10 "muddy"
"599" 17 "natural"
"600" 18 "out"
"601" 18 "put"
"602" 16 "right"
"603" 14 "round"
