"source" "tag"
"1" 1 "great"
"2" 1 "old"
"3" 1 "terrible"
"4" 1 "young"
"5" 2 "alone"
"6" 2 "great"
"7" 2 "hard"
"8" 2 "old"
"9" 2 "open"
"10" 1 "strong"
"11" 2 "young"
"12" 3 "alone"
"13" 3 "good-natured"
"14" 3 "great"
"15" 3 "kind"
"16" 1 "little"
"17" 3 "old"
"18" 3 "young"
"19" 1 "afraid"
"20" 4 "awful"
"21" 3 "bad"
"22" 4 "great"
"23" 3 "open"
"24" 3 "strong"
"25" 2 "warm"
"26" 4 "young"
"27" 5 "afraid"
"28" 5 "great"
"29" 4 "little"
"30" 5 "bad"
"31" 2 "cold"
"32" 3 "glad"
"33" 6 "great"
"34" 6 "little"
"35" 4 "old"
"36" 5 "warm"
"37" 5 "young"
"38" 6 "afraid"
"39" 4 "alone"
"40" 7 "cold"
"41" 7 "glad"
"42" 3 "hard"
"43" 7 "little"
"44" 7 "old"
"45" 5 "strong"
"46" 7 "young"
"47" 4 "good"
"48" 4 "kind"
"49" 8 "little"
"50" 8 "old"
"51" 3 "powerful"
"52" 2 "terrible"
"53" 4 "uncomfortable"
"54" 8 "young"
"55" 8 "alone"
"56" 9 "good"
"57" 9 "kind"
"58" 9 "little"
"59" 9 "old"
"60" 5 "open"
"61" 1 "short"
"62" 9 "young"
"63" 8 "afraid"
"64" 5 "awful"
"65" 10 "grateful"
"66" 10 "little"
"67" 5 "mean"
"68" 7 "pretty"
"69" 7 "weak"
"70" 3 "well"
"71" 10 "young"
"72" 1 "certain"
"73" 5 "sensible"
"74" 11 "well"
"75" 7 "bad"
"76" 1 "fat"
"77" 4 "fine"
"78" 10 "gracious"
"79" 11 "little"
"80" 1 "neat"
"81" 11 "pretty"
"82" 10 "short"
"83" 4 "smart"
"84" 12 "well"
"85" 11 "young"
"86" 13 "bad"
"87" 8 "cold"
"88" 10 "good"
"89" 7 "great"
"90" 8 "hard"
"91" 13 "little"
"92" 10 "lively"
"93" 10 "old"
"94" 10 "open"
"95" 5 "polite"
"96" 8 "poor"
"97" 13 "pretty"
"98" 12 "sensible"
"99" 9 "terrible"
"100" 13 "young"
"101" 14 "bad"
"102" 14 "good"
"103" 14 "old"
"104" 7 "curious"
"105" 15 "good"
"106" 14 "great"
"107" 10 "kind"
"108" 11 "mean"
"109" 14 "open"
"110" 14 "poor"
"111" 8 "rough"
"112" 8 "glad"
"113" 16 "interested"
"114" 14 "little"
"115" 16 "rough"
"116" 14 "young"
"117" 15 "bad"
"118" 3 "fair"
"119" 16 "good"
"120" 14 "hard"
"121" 17 "little"
"122" 16 "open"
"123" 16 "sleepy"
"124" 8 "strong"
"125" 10 "alone"
"126" 16 "great"
"127" 18 "hard"
"128" 18 "little"
"129" 14 "lively"
"130" 15 "old"
"131" 19 "alone"
"132" 13 "fine"
"133" 17 "glad"
"134" 18 "good"
"135" 19 "hard"
"136" 19 "little"
"137" 19 "old"
"138" 16 "poor"
"139" 17 "surprised"
"140" 4 "thoughtful"
"141" 9 "uncomfortable"
"142" 13 "well"
"143" 11 "afraid"
"144" 11 "awful"
"145" 14 "cold"
"146" 20 "hard"
"147" 16 "kind"
"148" 20 "little"
"149" 16 "mean"
"150" 20 "old"
"151" 20 "poor"
"152" 5 "quiet"
"153" 4 "serious"
"154" 18 "thinking"
"155" 16 "bright"
"156" 9 "clean"
"157" 21 "cold"
"158" 11 "grateful"
"159" 21 "old"
"160" 11 "rich"
"161" 14 "sensible"
"162" 20 "thoughtful"
"163" 17 "young"
"164" 22 "clean"
"165" 22 "cold"
"166" 20 "fine"
"167" 10 "giving"
"168" 20 "glad"
"169" 19 "great"
"170" 21 "little"
"171" 22 "old"
"172" 18 "open"
"173" 14 "pretty"
"174" 10 "proud"
"175" 7 "warm"
"176" 22 "young"
"177" 21 "afraid"
"178" 6 "beautiful"
"179" 22 "bright"
"180" 16 "curious"
"181" 23 "fine"
"182" 23 "great"
"183" 23 "old"
"184" 23 "open"
"185" 23 "pretty"
"186" 22 "rich"
"187" 19 "ridiculous"
"188" 18 "strong"
"189" 20 "uncomfortable"
"190" 20 "well"
"191" 23 "young"
"192" 18 "bad"
"193" 4 "difficult"
"194" 18 "fair"
"195" 24 "fine"
"196" 20 "good"
"197" 21 "hard"
"198" 8 "impatient"
"199" 21 "kind"
"200" 23 "little"
"201" 24 "old"
"202" 24 "pretty"
"203" 23 "proud"
"204" 21 "quiet"
"205" 23 "strange"
"206" 24 "strong"
"207" 18 "tired"
"208" 24 "well"
"209" 24 "young"
"210" 20 "alone"
"211" 2 "angry"
"212" 14 "bitter"
"213" 12 "certain"
"214" 24 "great"
"215" 25 "hard"
"216" 25 "impatient"
"217" 25 "little"
"218" 13 "smart"
"219" 25 "strange"
"220" 21 "thinking"
"221" 7 "violent"
"222" 25 "weird"
"223" 25 "bad"
"224" 26 "certain"
"225" 25 "fair"
"226" 26 "great"
"227" 26 "little"
"228" 21 "mean"
"229" 25 "old"
"230" 25 "pretty"
"231" 26 "strange"
"232" 9 "busy"
"233" 24 "curious"
"234" 25 "kind"
"235" 27 "little"
"236" 27 "mean"
"237" 27 "old"
"238" 24 "open"
"239" 27 "pretty"
"240" 3 "tall"
"241" 25 "well"
"242" 25 "young"
"243" 24 "beautiful"
"244" 24 "bright"
"245" 25 "difficult"
"246" 9 "handsome"
"247" 4 "helpless"
"248" 28 "kind"
"249" 28 "little"
"250" 28 "mean"
"251" 28 "old"
"252" 28 "open"
"253" 25 "proud"
"254" 14 "terrible"
"255" 28 "young"
"256" 26 "angry"
"257" 27 "great"
"258" 23 "happy"
"259" 27 "ignorant"
"260" 29 "little"
"261" 29 "old"
"262" 28 "well"
"263" 29 "young"
"264" 29 "bright"
"265" 27 "certain"
"266" 27 "fair"
"267" 25 "good"
"268" 26 "hard"
"269" 30 "little"
"270" 30 "old"
"271" 27 "strange"
"272" 14 "strict"
"273" 31 "bright"
"274" 2 "comfortable"
"275" 26 "determined"
"276" 29 "kind"
"277" 31 "little"
"278" 31 "old"
"279" 25 "quiet"
"280" 31 "strange"
"281" 30 "young"
"282" 27 "bad"
"283" 32 "bright"
"284" 30 "encouraged"
"285" 13 "fat"
"286" 31 "good"
"287" 32 "old"
"288" 29 "open"
"289" 28 "pretty"
"290" 32 "strange"
"291" 26 "thinking"
"292" 23 "cold"
"293" 33 "good"
"294" 32 "little"
"295" 29 "mean"
"296" 25 "natural"
"297" 31 "neglected"
"298" 33 "open"
"299" 21 "poor"
"300" 24 "uncomfortable"
"301" 26 "violent"
"302" 33 "bad"
"303" 21 "expressive"
"304" 23 "glad"
"305" 30 "great"
"306" 29 "handsome"
"307" 26 "impatient"
"308" 32 "kind"
"309" 34 "little"
"310" 33 "old"
"311" 33 "pretty"
"312" 24 "prominent"
"313" 25 "strong"
"314" 20 "surprised"
"315" 26 "troubled"
"316" 30 "well"
"317" 23 "giving"
"318" 35 "great"
"319" 31 "hard"
"320" 35 "impatient"
"321" 35 "little"
"322" 34 "natural"
"323" 15 "nervous"
"324" 35 "old"
"325" 34 "poor"
"326" 26 "sensitive"
"327" 35 "strong"
"328" 33 "thinking"
"329" 35 "well"
"330" 32 "determined"
"331" 35 "expressive"
"332" 36 "great"
"333" 30 "happy"
"334" 36 "hard"
"335" 36 "poor"
"336" 32 "quiet"
"337" 13 "short"
"338" 33 "strange"
"339" 24 "afraid"
"340" 35 "bad"
"341" 37 "great"
"342" 37 "hard"
"343" 36 "old"
"344" 34 "open"
"345" 24 "satisfied"
"346" 35 "surprised"
"347" 11 "weak"
"348" 32 "young"
"349" 33 "bright"
"350" 38 "great"
"351" 38 "young"
"352" 26 "alone"
"353" 31 "certain"
"354" 25 "familiar"
"355" 30 "ignorant"
"356" 38 "open"
"357" 25 "tired"
"358" 39 "young"
"359" 22 "grateful"
"360" 36 "impatient"
"361" 39 "innocent"
"362" 38 "irritating"
"363" 16 "moody"
"364" 36 "natural"
