"source" "tag"
"1" 1 "child"
"2" 1 "equal"
"3" 1 "general"
"4" 1 "girl"
"5" 1 "good"
"6" 1 "great"
"7" 1 "handsome"
"8" 1 "it"
"9" 1 "least"
"10" 1 "little"
"11" 1 "make"
"12" 1 "poor"
"13" 1 "pretty"
"14" 1 "thinking"
"15" 1 "well"
"16" 2 "bear"
"17" 2 "better"
"18" 2 "child"
"19" 1 "choice"
"20" 2 "first"
"21" 2 "girl"
"22" 1 "glad"
"23" 2 "good"
"24" 2 "great"
"25" 2 "having"
"26" 1 "important"
"27" 2 "impossible"
"28" 2 "it"
"29" 2 "least"
"30" 2 "little"
"31" 2 "make"
"32" 2 "must"
"33" 1 "old"
"34" 1 "out"
"35" 2 "poor"
"36" 1 "put"
"37" 1 "rank"
"38" 2 "real"
"39" 1 "right"
"40" 2 "serious"
"41" 1 "short"
"42" 1 "still"
"43" 2 "strict"
"44" 2 "sure"
"45" 1 "useful"
"46" 2 "well"
"47" 2 "will"
"48" 3 "better"
"49" 1 "fine"
"50" 3 "girl"
"51" 2 "sanguine"
"52" 3 "well-disposed"
"53" 3 "will"
"54" 1 "able"
"55" 4 "better"
"56" 1 "easy"
"57" 2 "even"
"58" 3 "evil"
"59" 4 "fine"
"60" 3 "first"
"61" 3 "forward"
"62" 2 "generous"
"63" 4 "girl"
"64" 1 "giving"
"65" 3 "good"
"66" 4 "good-humoured"
"67" 2 "handsome"
"68" 3 "happy"
"69" 3 "important"
"70" 1 "increasing"
"71" 3 "it"
"72" 3 "least"
"73" 3 "little"
"74" 3 "make"
"75" 3 "making"
"76" 3 "must"
"77" 1 "natural"
"78" 3 "near"
"79" 2 "nobody"
"80" 3 "old"
"81" 3 "out"
"82" 3 "poor"
"83" 1 "possible"
"84" 2 "pretty"
"85" 3 "put"
"86" 2 "secure"
"87" 1 "small"
"88" 3 "sorry"
"89" 2 "taking"
"90" 1 "untoward"
"91" 4 "vain"
"92" 3 "well"
"93" 1 "wonderful"
"94" 1 "angry"
"95" 3 "best"
"96" 5 "better"
"97" 2 "dear"
"98" 1 "done"
"99" 5 "first"
"100" 2 "frightened"
"101" 5 "girl"
"102" 5 "good"
"103" 3 "great"
"104" 5 "happy"
"105" 3 "having"
"106" 5 "it"
"107" 1 "large"
"108" 5 "least"
"109" 5 "little"
"110" 5 "make"
"111" 3 "morning"
"112" 5 "must"
"113" 5 "out"
"114" 5 "overcome"
"115" 5 "possible"
"116" 3 "right"
"117" 3 "sensible"
"118" 3 "short"
"119" 2 "sooner"
"120" 5 "sorry"
"121" 3 "still"
"122" 3 "sure"
"123" 4 "surprised"
"124" 5 "tried"
"125" 3 "useful"
"126" 5 "whole"
"127" 4 "will"
"128" 6 "affectionate"
"129" 5 "ashamed"
"130" 3 "bad"
"131" 2 "benevolent"
"132" 6 "better"
"133" 3 "child"
"134" 3 "clever"
"135" 1 "common"
"136" 2 "considerate"
"137" 2 "consistent"
"138" 6 "dear"
"139" 3 "desirable"
"140" 6 "done"
"141" 3 "fair"
"142" 6 "first"
"143" 4 "fixed"
"144" 5 "forward"
