"target" "tag"
"1" 2 "good"
"2" 8 "called"
"3" 9 "leaving"
"4" 10 "called"
"5" 10 "famous"
"6" 12 "middle"
"7" 12 "wise"
"8" 13 "embarrassed"
"9" 13 "exposed"
"10" 13 "great"
"11" 13 "it"
"12" 13 "learning"
"13" 13 "mean"
"14" 13 "middle"
"15" 13 "out"
"16" 14 "easy"
"17" 14 "happy"
"18" 14 "it"
"19" 14 "kind"
"20" 14 "well"
"21" 15 "having"
"22" 15 "it"
"23" 15 "off"
"24" 18 "it"
"25" 18 "off"
"26" 18 "resolved"
"27" 19 "first"
"28" 19 "it"
"29" 19 "out"
"30" 20 "great"
"31" 20 "hurt"
"32" 20 "it"
"33" 20 "kind"
"34" 20 "short"
"35" 20 "well"
"36" 21 "great"
"37" 21 "happy"
"38" 21 "it"
"39" 21 "miserable"
"40" 21 "will"
"41" 23 "common"
"42" 23 "it"
"43" 23 "leaving"
"44" 23 "prompting"
"45" 24 "young"
"46" 25 "out"
"47" 25 "sooner"
"48" 26 "leaving"
"49" 27 "good"
"50" 27 "it"
"51" 28 "it"
"52" 28 "young"
"53" 29 "it"
"54" 30 "easy"
"55" 30 "exposed"
"56" 30 "middle"
"57" 30 "resolved"
"58" 31 "grave"
"59" 31 "having"
"60" 31 "it"
"61" 31 "little"
"62" 31 "morning"
"63" 31 "wise"
"64" 32 "little"
"65" 32 "pleasant"
"66" 32 "well"
"67" 33 "good"
"68" 34 "it"
"69" 34 "last"
"70" 34 "terrible"
"71" 36 "good"
"72" 36 "it"
"73" 37 "charming"
"74" 37 "make"
"75" 38 "it"
"76" 38 "make"
"77" 38 "punch"
"78" 38 "short"
"79" 39 "settled"
"80" 40 "called"
"81" 40 "it"
"82" 40 "off"
"83" 40 "resolved"
"84" 40 "serious"
"85" 40 "young"
"86" 41 "it"
"87" 41 "resolved"
"88" 41 "still"
"89" 42 "calm"
"90" 42 "having"
"91" 42 "little"
"92" 44 "common"
"93" 44 "great"
"94" 45 "fresh"
"95" 45 "hard"
"96" 45 "it"
"97" 46 "close"
"98" 46 "easy"
"99" 46 "good"
"100" 46 "make"
"101" 46 "morning"
"102" 47 "anchor"
"103" 47 "bitter"
"104" 47 "high"
"105" 47 "out"
"106" 48 "it"
"107" 48 "terrible"
"108" 49 "out"
"109" 51 "first"
"110" 51 "frighted"
"111" 51 "hardened"
"112" 51 "ill"
"113" 51 "lost"
"114" 51 "still"
"115" 52 "high"
"116" 52 "near"
"117" 52 "out"
"118" 53 "out"
"119" 54 "best"
"120" 54 "close"
"121" 54 "out"
"122" 55 "clear"
"123" 55 "cut"
"124" 55 "loose"
"125" 55 "make"
"126" 56 "little"
"127" 56 "must"
"128" 56 "young"
"129" 57 "first"
"130" 57 "having"
"131" 57 "it"
"132" 57 "put"
"133" 58 "seen"
"134" 59 "deep"
"135" 59 "good"
"136" 59 "laden"
"137" 59 "out"
"138" 61 "seen"
"139" 62 "middle"
"140" 62 "out"
"141" 63 "called"
"142" 64 "fell"
"143" 65 "roused"
"144" 65 "well"
"145" 66 "able"
"146" 66 "light"
"147" 66 "near"
"148" 66 "out"
"149" 68 "fell"
"150" 69 "great"
"151" 69 "it"
"152" 70 "it"
"153" 70 "light"
"154" 70 "little"
"155" 70 "out"
"156" 70 "possible"
"157" 71 "close"
"158" 71 "great"
"159" 71 "it"
"160" 71 "last"
"161" 71 "near"
"162" 71 "out"
"163" 72 "good"
"164" 72 "it"
"165" 72 "make"
"166" 72 "rowing"
"167" 73 "first"
"168" 73 "out"
"169" 74 "dead"
"170" 74 "it"
"171" 74 "must"
"172" 74 "put"
"173" 75 "able"
"174" 75 "great"
"175" 75 "little"
"176" 75 "near"
"177" 75 "off"
"178" 76 "good"
"179" 76 "great"
"180" 76 "well"
"181" 77 "even"
"182" 77 "great"
"183" 77 "happy"
"184" 77 "it"
"185" 78 "ill"
"186" 78 "it"
"187" 79 "even"
"188" 79 "it"
"189" 79 "will"
"190" 80 "calm"
"191" 80 "first"
"192" 80 "impossible"
"193" 80 "it"
"194" 81 "forward"
"195" 82 "first"
"196" 82 "grave"
