"source" "tag"
"1" 1 "following"
"2" 9 "it"
"3" 4 "following"
"4" 11 "interesting"
"5" 11 "behind"
"6" 13 "interesting"
"7" 11 "beneath"
"8" 10 "it"
"9" 10 "great"
"10" 6 "new"
"11" 18 "great"
"12" 16 "interesting"
"13" 17 "it"
"14" 22 "dear"
"15" 16 "human"
"16" 20 "it"
"17" 20 "celebrated"
"18" 24 "it"
"19" 26 "cheering"
"20" 20 "great"
"21" 27 "celebrated"
"22" 28 "great"
"23" 8 "forward"
"24" 27 "it"
"25" 39 "it"
"26" 28 "cheering"
"27" 41 "it"
"28" 42 "cheering"
"29" 44 "rose"
"30" 62 "sure"
"31" 43 "it"
"32" 55 "humbug"
"33" 17 "fair"
"34" 13 "full"
"35" 20 "bear"
"36" 66 "it"
"37" 17 "beneath"
"38" 1 "light"
"39" 24 "out"
"40" 16 "right"
"41" 82 "hidden"
"42" 74 "it"
"43" 47 "put"
"44" 10 "worthy"
"45" 24 "human"
"46" 12 "specimen"
"47" 1 "first"
"48" 84 "having"
"49" 46 "off"
"50" 1 "laying"
"51" 11 "face"
"52" 85 "noted"
"53" 80 "out"
"54" 98 "out"
"55" 83 "it"
"56" 5 "must"
"57" 100 "out"
"58" 83 "well"
"59" 103 "it"
"60" 103 "out"
"61" 13 "illustrious"
"62" 18 "leader"
"63" 106 "out"
"64" 5 "learned"
"65" 33 "great"
"66" 87 "round"
"67" 17 "black"
"68" 104 "it"
"69" 118 "it"
"70" 80 "light"
"71" 90 "first"
"72" 119 "it"
"73" 122 "it"
"74" 92 "off"
"75" 108 "out"
"76" 8 "whole"
"77" 124 "whole"
"78" 18 "green"
"79" 123 "it"
"80" 120 "appealing"
"81" 131 "young"
"82" 109 "learned"
"83" 131 "green"
"84" 129 "whole"
"85" 77 "will"
"86" 11 "extraordinary"
"87" 80 "open"
"88" 20 "strong"
"89" 73 "full"
"90" 18 "new"
"91" 136 "green"
"92" 93 "old"
"93" 116 "black"
"94" 17 "white"
"95" 80 "beneath"
"96" 145 "black"
"97" 144 "old"
"98" 97 "face"
"99" 10 "perfect"
"100" 131 "thin"
"101" 136 "whole"
"102" 31 "individual"
"103" 143 "green"
"104" 103 "short"
"105" 103 "well"
"106" 13 "starting"
"107" 150 "starting"
"108" 122 "first"
"109" 90 "having"
"110" 133 "it"
"111" 27 "make"
"112" 124 "out"
"113" 152 "it"
"114" 84 "put"
"115" 87 "human"
"116" 124 "off"
"117" 87 "strange"
"118" 156 "out"
"119" 158 "human"
"120" 18 "poetic"
"121" 139 "strong"
"122" 157 "it"
"123" 165 "it"
"124" 162 "little"
"125" 152 "make"
"126" 157 "lady"
"127" 134 "young"
"128" 176 "lady"
"129" 146 "old"
"130" 81 "right"
"131" 163 "poetic"
"132" 152 "first"
"133" 140 "full"
"134" 115 "great"
"135" 170 "little"
"136" 136 "main"
"137" 159 "out"
"138" 185 "right"
"139" 17 "still"
"140" 149 "well"
"141" 147 "whole"
"142" 138 "extraordinary"
"143" 104 "singular"
"144" 178 "fine"
"145" 185 "old"
"146" 186 "poetic"
"147" 157 "mouth"
"148" 138 "broken"
"149" 191 "fine"
"150" 188 "great"
"151" 191 "old"
"152" 80 "morning"
"153" 167 "it"
"154" 188 "out"
"155" 173 "dog"
"156" 190 "filled"
"157" 141 "engaged"
"158" 152 "having"
"159" 200 "out"
"160" 124 "private"
"161" 1 "careful"
"162" 155 "gone"
"163" 5 "lively"
"164" 165 "present"
"165" 175 "animal"
"166" 11 "following"
"167" 188 "drawn"
"168" 176 "girl"
"169" 193 "fine"
"170" 188 "first"
"171" 198 "morning"
"172" 193 "great"
"173" 103 "must"
"174" 90 "smoking"
"175" 200 "it"
"176" 156 "loquacious"
"177" 65 "possible"
"178" 215 "first"
"179" 188 "whole"
"180" 215 "fine"
"181" 216 "great"
"182" 226 "great"
"183" 204 "filled"
"184" 229 "great"
"185" 210 "present"
"186" 230 "filled"
"187" 217 "it"
"188" 205 "out"
"189" 192 "fell"
"190" 221 "first"
"191" 207 "general"
"192" 217 "leading"
"193" 169 "remarkable"
"194" 12 "calm"
"195" 148 "individual"
"196" 98 "searching"
"197" 103 "large"
"198" 115 "round"
"199" 15 "ordinary"
"200" 206 "gone"
"201" 120 "light"
"202" 156 "low"
"203" 233 "out"
"204" 149 "short"
"205" 211 "staggering"
"206" 24 "bosom"
"207" 231 "great"
"208" 239 "first"
"209" 231 "present"
"210" 163 "strong"
"211" 255 "great"
"212" 257 "great"
"213" 253 "ordinary"
"214" 1 "indefatigable"
"215" 233 "it"
"216" 174 "make"
"217" 158 "off"
"218" 139 "good"
"219" 216 "must"
"220" 139 "odd"
"221" 144 "splitting"
"222" 188 "full"
"223" 256 "first"
"224" 258 "great"
"225" 248 "large"
"226" 141 "new"
"227" 215 "fellow"
"228" 268 "great"
"229" 250 "round"
"230" 254 "short"
"231" 242 "general"
"232" 274 "short"
"233" 242 "leading"
"234" 268 "new"
"235" 39 "forward"
"236" 264 "good"
"237" 273 "great"
"238" 263 "make"
"239" 139 "open"
"240" 15 "elevated"
"241" 193 "old"
"242" 254 "light"
"243" 188 "little"
"244" 279 "small"
"245" 18 "blue"
"246" 279 "great"
"247" 184 "lady"
"248" 268 "large"
"249" 131 "tall"
"250" 176 "young"
"251" 289 "great"
"252" 146 "black"
"253" 191 "distinguished"
"254" 27 "acknowledged"
"255" 263 "it"
"256" 198 "important"
"257" 148 "chosen"
"258" 107 "leader"
"259" 11 "bald"
"260" 291 "black"
"261" 286 "little"
"262" 256 "present"
"263" 274 "round"
"264" 291 "upright"
"265" 302 "devoted"
"266" 302 "important"
"267" 261 "indefatigable"
"268" 304 "little"
"269" 283 "old"
"270" 76 "intelligible"
"271" 147 "face"
"272" 254 "out"
"273" 304 "fat"
"274" 289 "lady"
"275" 306 "little"
"276" 306 "old"
"277" 301 "it"
"278" 313 "lady"
"279" 313 "little"
"280" 315 "little"
"281" 290 "great"
"282" 315 "it"
"283" 289 "young"
"284" 203 "seen"
"285" 317 "it"
"286" 328 "dancing"
"287" 309 "face"
"288" 279 "good"
"289" 325 "it"
"290" 74 "bear"
"291" 254 "low"
"292" 316 "little"
"293" 336 "card"
"294" 329 "it"
"295" 256 "strong"
"296" 246 "indignant"
"297" 333 "little"
"298" 215 "morning"
"299" 312 "out"
"300" 12 "unmoved"
"301" 307 "fixed"
"302" 340 "indignant"
"303" 237 "fast"
"304" 221 "whole"
"305" 339 "it"
"306" 276 "new"
"307" 36 "overturning"
"308" 157 "put"
"309" 198 "slight"
"310" 211 "following"
"311" 345 "it"
"312" 56 "loud"
"313" 340 "morning"
"314" 151 "starting"
"315" 289 "blue"
"316" 289 "bright"
"317" 268 "gilt"
"318" 346 "it"
"319" 341 "out"
"320" 268 "called"
"321" 350 "out"
"322" 188 "right"
"323" 346 "knocking"
"324" 346 "loud"
"325" 343 "fast"
"326" 237 "fell"
"327" 205 "having"
"328" 304 "round"
"329" 351 "out"
"330" 313 "old"
"331" 357 "out"
"332" 356 "round"
"333" 351 "called"
"334" 346 "morning"
"335" 137 "will"
"336" 262 "last"
"337" 340 "intoxicated"
"338" 135 "real"
"339" 342 "unconscious"
"340" 363 "will"
"341" 218 "possible"
"342" 315 "conversation"
"343" 189 "extraordinary"
"344" 348 "blue"
"345" 348 "bright"
"346" 338 "card"
"347" 348 "gilt"
"348" 304 "present"
"349" 140 "uncommon"
"350" 208 "principal"
"351" 52 "profound"
"352" 268 "first"
"353" 201 "close"
"354" 356 "having"
"355" 264 "must"
"356" 216 "smoking"
"357" 190 "changed"
"358" 213 "insulted"
"359" 350 "it"
"360" 380 "must"
"361" 376 "first"
"362" 146 "beneath"
"363" 384 "first"
"364" 303 "leader"
"365" 319 "lost"
"366" 345 "put"
"367" 15 "glowing"
"368" 382 "it"
"369" 8 "local"
"370" 308 "bad"
"371" 329 "good"
"372" 386 "it"
"373" 390 "it"
"374" 367 "will"
"375" 210 "lively"
"376" 363 "morning"
"377" 263 "off"
"378" 321 "even"
"379" 329 "unwonted"
"380" 391 "it"
"381" 360 "out"
"382" 400 "out"
"383" 23 "dear"
"384" 271 "fellow"
"385" 399 "it"
"386" 389 "unnecessary"
"387" 402 "dear"
"388" 402 "fellow"
"389" 405 "it"
"390" 279 "make"
"391" 368 "possible"
"392" 392 "will"
"393" 117 "astonished"
"394" 370 "extraordinary"
"395" 375 "principal"
"396" 383 "dreadful"
"397" 390 "good"
"398" 382 "changed"
"399" 210 "military"
"400" 409 "will"
"401" 188 "affected"
"402" 407 "dear"
"403" 418 "will"
"404" 340 "little"
"405" 306 "devoted"
